clock,away_score,home_score
20:00,0,0
19:35,0,0
19:35,0,0
19:25,0,0
19:25,0,0
18:54,0,0
18:36,0,0
18:36,0,0
18:36,1,0
18:15,1,0
18:00,1,0
18:00,1,0
17:43,1,0
17:43,1,1
17:43,1,1
17:43,1,1
17:33,1,1
17:33,1,1
17:22,1,1
17:22,1,1
16:41,1,1
16:28,1,3
16:22,1,3
16:22,1,3
16:13,1,6
15:46,1,6
15:39,1,6
15:39,1,6
15:32,1,8
15:06,1,8
15:06,1,8
14:56,1,8
14:56,1,8
14:49,1,8
14:49,1,8
14:35,1,8
14:35,2,8
14:35,3,8
14:04,3,10
13:38,5,10
13:17,5,10
13:17,5,10
13:17,5,10
13:05,5,12
12:50,8,12
12:31,8,12
12:31,8,12
12:24,10,12
12:22,10,12
11:57,10,14
11:33,10,14
11:33,10,14
11:29,10,14
11:29,10,14
11:29,10,14
11:24,10,14
11:24,10,14
10:56,10,14
10:56,10,14
10:39,12,14
10:39,12,14
10:00,12,14
9:47,12,14
9:47,12,14
9:42,14,14
9:30,14,14
9:30,14,14
9:18,14,14
9:18,14,14
9:18,14,14
9:18,14,14
9:14,14,14
9:01,14,14
9:01,14,14
8:53,14,16
8:46,14,16
8:45,14,16
8:45,14,16
8:36,14,16
8:36,14,16
8:26,16,16
8:07,16,16
8:02,16,16
8:02,16,16
8:02,16,16
7:55,16,16
7:55,16,16
7:55,17,16
7:55,18,16
7:43,18,16
7:26,18,16
7:26,19,16
7:26,19,16
7:26,19,16
7:17,19,16
7:17,19,16
7:17,19,16
6:56,19,16
6:56,19,16
6:44,19,16
6:44,19,16
6:40,19,18
6:20,21,18
5:56,21,18
5:56,21,18
5:50,23,18
5:45,23,18
5:34,23,20
5:13,23,20
5:13,23,20
4:55,23,22
4:32,25,22
4:02,25,24
3:46,25,24
3:46,25,24
3:46,25,24
3:46,26,24
3:24,26,24
3:24,26,24
3:19,26,24
3:19,26,24
3:02,26,24
2:42,26,24
2:33,26,24
2:33,26,24
2:17,26,24
2:17,26,25
2:17,26,25
2:17,26,25
1:59,26,25
1:59,26,25
1:59,26,26
1:34,26,26
1:32,26,26
1:31,26,26
1:30,26,26
1:28,26,26
1:28,26,26
1:28,26,26
1:03,26,26
1:03,26,26
0:31,26,26
0:31,26,26
0:31,26,26
0:04,26,26
0:04,26,26
0:00,26,26
20:00,26,26
19:47,26,26
19:47,26,26
19:39,26,26
19:39,26,26
19:13,28,26
18:48,28,28
18:39,28,28
18:39,28,28
18:29,28,28
18:29,28,28
18:21,28,30
18:16,28,30
17:50,28,30
17:50,28,30
17:44,30,30
17:26,30,30
17:26,30,30
16:54,30,30
16:38,30,30
16:38,30,30
16:16,30,30
16:16,30,30
16:16,30,30
16:06,30,30
15:54,30,32
15:50,30,32
15:50,30,32
15:50,30,32
15:37,30,32
15:37,30,32
15:37,30,32
15:27,30,32
15:27,30,32
15:10,30,32
15:10,30,32
15:03,30,32
15:03,30,32
14:46,30,32
14:46,30,32
14:39,32,32
14:15,32,32
14:15,32,32
14:09,32,32
14:09,32,32
13:57,32,32
13:57,32,32
13:39,34,32
13:06,34,32
13:06,34,32
12:58,34,32
12:57,34,32
12:45,34,32
12:45,34,32
12:38,34,34
12:24,34,34
12:24,34,34
12:17,34,34
12:17,34,34
12:07,34,34
11:53,34,34
11:53,34,34
11:47,34,34
11:47,34,34
11:40,34,37
11:16,34,37
11:16,34,37
10:54,34,37
10:54,34,37
10:32,34,37
10:32,34,37
10:15,34,37
10:15,34,37
10:15,34,37
9:52,36,37
9:30,36,37
9:30,36,37
9:06,36,37
8:51,36,37
8:51,36,37
8:39,36,37
8:39,36,37
8:13,36,37
8:13,36,37
8:03,36,37
8:03,36,37
8:03,36,38
7:41,39,38
7:22,39,38
7:22,39,38
7:12,39,38
7:12,39,38
7:12,39,38
7:05,39,40
7:05,39,40
6:50,41,40
6:17,41,40
6:17,41,40
5:54,43,40
5:37,43,42
5:37,43,42
5:37,43,42
5:37,43,42
5:37,43,42
5:13,43,42
5:13,43,42
4:41,43,42
4:41,43,42
4:33,43,42
4:33,43,42
4:27,43,42
4:27,43,42
4:01,43,42
4:01,43,42
3:51,43,42
3:51,43,42
3:51,43,43
3:51,43,43
3:51,43,43
3:20,43,43
3:20,44,43
3:20,45,43
3:03,45,45
2:40,45,45
2:40,45,45
2:21,45,45
2:21,45,45
2:10,45,45
2:10,45,45
2:05,45,45
1:52,45,45
1:52,45,45
1:52,45,45
1:37,47,45
1:12,47,45
1:12,47,45
1:07,47,45
1:07,47,45
0:30,47,45
0:30,47,45
0:30,47,45
0:18,47,47
0:18,47,47
0:05,47,47
0:05,47,47
0:00,47,47
5:00,47,47
4:39,47,47
4:39,47,48
4:39,47,49
4:18,47,49
4:18,47,49
3:57,47,51
3:33,47,51
3:33,48,51
3:33,49,51
3:07,49,51
3:07,49,51
2:44,49,51
2:44,49,51
2:20,49,51
2:20,49,51
2:02,51,51
1:27,51,53
1:27,51,53
1:27,51,54
1:04,51,54
1:04,51,54
0:46,51,54
0:46,51,55
0:46,51,55
0:46,51,55
0:46,51,55
0:34,51,55
0:34,51,55
0:25,53,55
0:25,53,55
0:18,53,55
0:18,53,56
0:18,53,57
0:18,53,57
0:13,53,57
0:13,53,57
0:08,53,57
0:08,53,58
0:08,53,59
0:07,53,59
0:07,53,59
0:00,53,59
