clock,away_score,home_score
19:46,0,3
19:31,0,3
19:26,0,3
19:26,0,3
19:06,0,3
19:06,0,3
18:55,0,3
18:52,0,3
18:49,0,3
18:41,0,6
18:19,0,6
18:16,0,6
18:09,0,6
18:09,0,6
17:49,0,8
17:44,0,8
17:15,0,8
17:15,0,8
16:53,0,8
16:53,0,8
16:53,0,8
16:53,0,8
16:45,0,8
16:43,0,8
16:42,0,8
16:38,0,8
16:23,0,8
16:23,0,9
16:23,0,10
16:23,0,10
16:23,0,11
16:23,0,12
16:23,0,13
16:06,0,13
16:06,0,13
15:53,0,13
15:53,0,13
15:47,0,13
15:47,0,13
15:43,0,13
15:22,0,13
15:22,0,13
15:13,0,13
15:11,0,13
15:09,0,15
14:57,0,15
14:57,0,15
14:49,0,18
14:11,0,18
14:11,0,18
13:53,0,18
13:53,0,18
13:47,0,18
13:37,2,18
13:05,2,18
13:02,2,18
13:01,2,18
12:46,2,21
12:32,2,21
12:32,2,21
12:24,2,24
11:57,2,24
11:57,2,24
11:48,2,26
11:33,2,26
11:33,2,26
11:25,2,28
11:12,2,28
11:11,2,28
11:07,2,28
11:07,2,28
11:00,2,28
11:00,2,28
10:35,2,28
10:35,2,28
10:26,2,28
10:26,2,28
10:26,2,28
10:23,2,31
9:59,2,31
9:59,2,31
9:49,2,33
9:44,2,33
9:23,2,33
9:23,2,33
9:16,2,33
9:16,2,33
9:16,3,33
9:16,3,33
8:57,3,33
8:39,3,33
8:38,3,33
8:35,3,33
8:35,3,33
8:32,3,35
8:08,3,35
8:08,3,35
8:05,3,35
8:02,3,35
7:59,3,35
7:44,3,35
7:44,3,35
7:39,3,35
7:39,3,35
7:32,3,35
7:24,3,35
7:24,3,35
7:24,3,36
7:13,3,36
7:13,3,36
7:01,3,36
6:59,3,36
6:48,3,36
6:32,3,36
6:32,3,36
6:29,3,38
6:13,3,38
6:10,3,38
6:08,3,38
6:08,3,38
6:05,3,38
6:05,3,38
5:56,3,38
5:56,3,38
5:36,3,40
5:18,3,40
5:18,3,40
5:14,5,40
5:01,5,42
4:28,7,42
4:08,7,42
4:07,7,42
4:03,9,42
3:54,9,42
3:35,9,45
3:11,11,45
3:01,11,48
2:55,11,48
2:55,11,48
2:47,11,48
2:47,11,48
2:32,13,48
2:22,13,50
2:15,13,50
1:50,13,52
1:41,13,52
1:41,13,52
1:25,13,54
1:08,13,54
1:08,14,54
1:08,15,54
0:51,15,57
0:43,15,57
0:41,15,57
0:40,15,57
0:16,15,57
0:14,15,57
0:03,15,59
0:00,15,59
19:50,15,59
19:42,15,59
19:41,15,59
19:32,15,59
19:32,15,59
19:28,17,59
19:13,17,59
19:13,17,59
18:51,19,59
18:32,19,59
18:32,19,59
18:32,19,59
18:14,19,59
18:14,19,59
18:08,19,59
17:45,19,59
17:45,19,59
17:19,19,59
17:19,19,59
16:59,19,59
16:59,19,59
16:47,19,59
16:47,19,59
16:39,19,59
16:39,19,59
16:30,19,59
16:30,19,59
16:18,19,59
16:18,19,59
16:15,19,59
16:10,19,59
16:10,19,59
16:03,19,61
16:03,19,61
15:59,19,61
15:59,19,62
15:45,19,62
15:14,19,62
15:14,19,62
15:14,19,62
14:27,19,62
14:21,19,62
14:20,19,62
14:17,19,62
14:17,19,62
14:17,19,62
13:59,19,62
13:57,19,62
13:54,19,64
13:54,19,64
13:54,19,65
13:54,19,66
13:39,19,66
13:38,19,69
13:14,19,69
13:14,19,69
13:12,19,69
13:09,19,69
13:09,19,69
13:09,19,69
13:03,19,69
13:01,19,69
12:24,19,69
12:24,19,69
12:19,19,69
12:19,19,69
12:19,19,69
12:12,19,69
12:11,19,69
12:00,19,69
12:00,19,69
11:42,19,69
11:42,19,69
11:39,19,69
11:15,19,71
11:00,21,71
10:35,21,71
10:35,21,71
10:23,21,71
10:23,21,71
10:00,21,73
9:37,23,73
9:26,23,73
9:25,23,73
9:21,23,73
9:21,24,73
9:21,24,73
9:21,24,73
9:06,24,76
8:49,24,76
8:49,24,76
8:39,24,76
8:39,24,76
8:26,24,76
8:26,24,76
8:06,24,78
7:46,26,78
7:19,26,81
6:52,29,81
6:42,29,81
6:39,29,81
6:38,29,81
6:38,29,81
6:24,29,81
6:24,29,81
6:12,29,81
6:11,29,81
6:05,29,81
6:05,29,81
6:01,31,81
5:46,31,81
5:46,31,81
5:37,31,81
5:37,31,81
5:30,31,81
5:13,31,83
4:55,31,83
4:55,31,83
4:43,31,83
4:42,31,83
3:59,31,83
3:59,31,83
3:52,31,85
3:48,31,85
3:48,31,85
3:44,31,85
3:26,31,85
3:26,31,85
3:14,31,85
2:55,31,85
2:55,31,85
2:40,34,85
2:27,34,85
2:02,34,85
2:02,34,85
1:54,34,85
1:54,34,85
1:51,34,87
1:21,34,87
1:21,34,87
1:17,34,87
1:16,34,87
1:16,34,87
1:08,34,87
1:08,34,87
0:59,34,87
0:59,34,87
0:53,34,87
0:53,34,88
0:53,34,88
0:47,34,88
0:39,34,88
0:39,34,88
0:35,36,88
0:08,36,90
0:03,36,90
0:03,36,90
0:00,36,90
