clock,away_score,home_score
19:30,0,0
19:30,0,0
19:24,0,0
19:24,0,0
19:00,0,2
18:46,0,2
18:44,0,2
18:43,0,4
18:14,0,4
18:14,0,4
17:38,0,4
17:38,0,4
17:22,2,4
16:58,2,4
16:58,2,4
16:56,2,4
16:56,2,4
16:54,2,4
16:47,4,4
16:39,4,4
16:14,4,6
16:03,4,6
16:03,4,6
16:00,4,6
16:00,4,6
15:57,6,6
15:49,6,6
15:49,6,6
15:49,6,6
15:49,6,7
15:43,6,7
15:25,6,7
15:25,6,7
15:09,6,7
15:07,6,7
15:01,6,7
14:59,6,7
14:55,6,7
14:53,6,7
14:49,6,7
14:49,6,7
14:40,6,7
14:40,6,7
14:24,9,7
13:49,9,7
13:49,9,7
13:43,9,7
13:43,9,7
13:26,11,7
13:09,11,7
13:09,11,7
13:02,11,7
13:02,11,7
13:01,11,7
12:40,11,7
12:40,11,8
12:40,11,9
12:17,11,9
12:17,12,9
12:17,13,9
12:14,13,9
12:12,13,9
12:10,13,9
12:10,13,9
12:08,15,9
12:08,15,9
11:52,15,9
11:52,15,9
11:39,15,9
11:39,15,9
11:34,15,9
11:34,15,9
11:17,15,9
11:17,15,9
11:15,15,9
11:15,15,9
11:15,15,9
10:53,15,9
10:53,15,9
10:38,15,9
10:38,15,9
10:08,15,9
10:08,15,9
9:58,15,11
9:41,15,11
9:41,15,11
9:38,15,11
9:36,17,11
9:15,17,11
9:15,17,11
8:51,17,11
8:51,17,11
8:46,17,13
8:45,17,13
8:17,17,13
8:17,17,13
8:13,17,13
8:13,17,13
7:58,17,13
7:58,17,13
7:57,17,13
7:41,19,13
7:18,19,13
7:18,19,13
7:10,19,13
7:10,19,13
7:10,20,13
7:02,20,16
6:38,20,16
6:38,20,16
6:34,20,16
6:34,20,16
6:21,20,16
6:21,20,16
6:12,20,16
6:12,20,16
6:00,20,16
6:00,20,17
6:00,20,17
6:00,20,17
5:45,20,17
5:45,20,17
5:39,22,17
5:30,22,17
5:30,22,18
5:30,22,19
5:18,22,19
5:18,22,19
5:06,22,19
4:57,22,19
4:56,22,19
4:54,22,19
4:54,22,19
4:49,24,19
4:34,24,19
4:34,24,19
4:05,24,19
3:31,24,19
3:31,24,19
3:22,26,19
3:09,26,21
2:37,26,21
2:37,26,21
2:11,26,23
2:11,26,23
2:11,26,23
2:11,26,23
2:11,26,23
1:38,26,23
1:32,26,23
1:32,26,23
1:03,26,23
1:03,26,23
1:00,26,25
0:26,26,25
0:22,26,25
0:20,26,25
0:01,26,25
0:01,26,25
0:00,26,25
19:45,26,25
19:45,26,25
19:28,26,25
19:28,26,25
19:27,26,25
19:09,26,25
19:08,26,25
19:04,26,25
19:02,26,25
19:00,26,27
19:00,26,27
19:00,26,28
18:56,26,28
18:28,26,28
18:28,26,28
18:09,26,31
17:52,28,31
17:26,28,31
16:59,28,31
16:35,28,31
16:35,28,32
16:35,28,33
16:04,31,33
15:43,31,35
15:18,31,35
15:18,31,35
15:13,31,35
15:13,31,35
15:13,31,35
15:13,32,35
15:01,32,35
14:59,32,35
14:57,32,35
14:57,32,35
14:55,32,35
14:50,32,35
14:50,32,35
14:18,32,35
14:18,32,35
14:15,32,37
13:50,34,37
13:27,34,40
12:56,34,40
12:56,34,40
12:53,34,40
12:53,35,40
12:53,36,40
12:20,36,40
12:20,36,40
12:12,36,40
12:12,36,40
11:39,36,40
11:39,36,40
11:31,36,40
11:31,36,40
11:30,36,40
11:28,36,40
11:16,39,40
10:38,39,40
10:23,41,40
10:19,41,40
9:53,41,40
9:53,41,40
9:53,41,40
9:53,41,40
9:37,41,40
9:24,41,40
9:24,41,40
9:24,41,40
9:24,41,40
9:19,41,40
9:16,41,40
9:08,41,40
9:08,41,40
9:05,41,40
9:05,41,40
9:03,41,40
9:03,41,40
9:03,42,40
8:34,42,42
7:59,44,42
7:37,44,42
7:37,44,42
7:12,44,42
7:12,44,42
7:09,46,42
6:52,46,44
6:52,46,44
6:52,46,44
6:52,46,44
6:24,46,44
6:24,46,44
6:22,46,44
6:20,48,44
5:47,48,44
5:47,48,44
5:18,48,44
5:18,48,44
5:14,50,44
4:54,50,44
4:54,50,44
4:20,50,44
4:20,50,44
4:01,50,46
3:27,53,46
3:10,53,46
3:08,53,48
3:08,53,48
3:08,53,48
3:08,53,49
2:41,53,49
2:41,53,49
2:41,53,49
2:41,53,49
2:27,53,49
2:27,53,49
1:57,55,49
1:37,55,49
1:37,55,49
1:20,55,49
1:20,55,49
1:20,55,49
1:13,55,51
1:11,55,51
0:58,55,51
0:58,56,51
0:58,57,51
0:52,57,51
0:52,57,51
0:50,57,51
0:48,57,54
0:47,57,54
0:47,58,54
0:47,59,54
0:41,59,54
0:41,59,54
0:37,59,54
0:36,59,54
0:36,60,54
0:36,61,54
0:29,61,54
0:29,61,54
0:28,61,56
0:26,61,56
0:26,62,56
0:26,63,56
0:17,63,56
0:17,63,56
0:00,63,56
