clock,away_score,home_score
19:34,0,0
19:34,0,0
19:12,0,0
18:49,0,0
18:29,0,0
18:27,0,0
18:01,0,0
18:01,0,0
17:57,0,0
17:56,0,0
17:53,0,0
17:53,0,0
17:40,0,0
17:40,0,1
17:40,0,2
17:14,0,2
17:14,1,2
17:14,2,2
16:55,2,4
16:37,2,4
16:37,2,4
16:25,2,4
16:25,2,4
15:51,2,4
15:51,2,4
15:44,4,4
15:27,4,4
15:27,4,4
15:10,6,4
14:44,6,4
14:44,6,4
14:31,6,4
14:31,6,4
14:18,6,4
14:18,6,4
14:05,6,6
13:50,8,6
13:34,8,8
13:19,8,8
13:06,8,10
12:41,8,10
12:41,8,10
12:29,8,13
12:00,8,13
11:58,8,13
11:37,8,13
11:37,8,13
11:29,8,13
11:29,8,13
11:29,9,13
11:29,9,13
11:29,9,13
11:05,9,15
10:32,9,15
10:32,9,15
10:30,9,15
10:28,9,15
10:28,9,15
10:18,9,18
9:58,9,18
9:58,9,18
9:58,10,18
9:50,10,18
9:27,10,18
9:26,10,18
9:12,10,18
9:12,10,18
8:44,10,20
8:29,10,20
8:29,10,20
8:19,10,20
8:07,10,22
7:54,10,22
7:54,10,22
7:47,12,22
7:19,12,22
7:19,12,22
7:04,12,22
7:04,12,22
6:42,12,22
6:40,12,22
6:32,12,22
6:32,12,22
6:10,12,24
5:53,12,24
5:53,12,24
5:39,12,26
5:34,12,26
5:21,12,26
5:21,13,26
5:21,13,26
5:21,13,26
5:02,13,26
5:02,13,26
5:02,13,26
5:02,13,26
4:54,13,26
4:54,13,26
4:46,13,26
4:46,13,26
4:37,13,26
4:37,13,26
4:36,13,26
4:20,13,26
4:20,13,26
4:20,13,26
4:20,13,26
4:06,13,26
4:06,13,26
4:01,13,26
3:53,13,26
3:53,13,26
3:48,13,26
3:48,13,26
3:31,13,26
3:31,13,26
3:19,13,26
3:19,13,26
3:01,13,26
3:01,14,26
3:01,14,26
3:01,14,26
2:43,16,26
2:31,16,26
2:17,16,28
2:00,18,28
2:00,18,28
1:32,18,28
1:32,18,28
1:29,18,28
1:26,18,28
1:26,18,28
1:26,19,28
1:01,19,31
0:29,19,31
0:29,19,31
0:01,19,31
0:00,19,31
0:01,19,31
19:45,19,31
19:45,19,31
19:34,19,31
19:02,19,31
19:02,19,31
18:47,19,31
18:47,19,32
18:47,19,33
18:36,19,33
18:36,19,33
18:34,19,33
18:17,19,33
18:15,19,33
18:12,19,33
18:12,19,33
17:48,19,35
17:18,19,35
16:45,19,35
16:45,19,36
16:45,19,36
16:45,19,36
16:30,21,36
16:14,21,36
16:03,21,36
15:50,21,36
15:50,21,36
15:32,24,36
15:15,24,36
15:15,24,36
15:15,24,36
15:15,24,37
15:00,24,37
15:00,24,37
14:56,26,37
14:46,26,37
14:46,26,37
14:43,26,37
14:10,26,37
14:10,26,37
13:40,26,37
13:38,26,37
13:34,26,37
13:34,26,37
13:24,26,37
13:24,26,37
13:24,27,37
12:59,27,37
12:33,27,37
12:33,27,37
12:24,29,37
12:11,29,37
11:47,29,37
11:47,29,37
11:43,29,37
11:43,29,37
11:33,29,37
11:33,29,37
11:10,29,37
11:10,29,37
11:10,29,38
10:58,32,38
10:31,32,38
10:31,32,38
10:24,32,38
10:24,32,38
10:21,32,38
10:21,32,39
10:21,32,40
9:58,32,40
9:58,32,40
9:47,32,40
9:47,32,40
9:32,32,43
9:26,32,43
9:20,32,43
9:15,34,43
8:53,34,45
8:53,34,45
8:53,34,46
8:42,36,46
8:42,36,46
8:42,36,46
8:42,36,46
8:42,36,46
8:42,36,46
8:42,38,46
7:44,38,46
7:44,38,46
7:44,38,46
8:42,38,49
7:19,38,49
7:19,38,49
7:06,38,49
7:06,38,49
6:45,38,49
6:45,38,49
6:45,39,49
6:45,39,49
6:45,39,49
6:36,39,51
6:09,39,51
6:09,39,51
6:06,39,51
5:37,39,51
5:37,39,52
5:37,39,53
5:15,39,53
5:15,39,53
5:02,39,53
5:02,39,53
4:47,39,53
4:47,39,53
4:47,39,53
4:47,40,53
4:47,40,53
4:47,40,53
4:14,40,53
4:14,40,54
4:14,40,55
4:11,40,55
4:11,40,55
3:40,40,58
3:31,40,58
3:28,40,58
3:28,40,58
3:28,40,58
3:28,40,58
3:28,40,58
2:56,40,58
2:48,40,58
2:48,40,58
2:46,40,58
2:35,40,58
2:35,40,58
2:28,40,58
2:28,40,58
2:25,40,58
2:23,40,58
2:23,40,58
2:20,43,58
1:44,43,58
1:44,43,58
1:40,43,58
1:40,43,58
1:39,43,58
1:29,43,58
1:29,43,59
1:29,43,59
1:29,43,59
1:26,43,59
1:26,43,59
1:17,43,59
1:17,43,59
1:09,43,59
1:09,43,59
1:09,43,60
1:06,46,60
0:45,46,60
0:44,46,60
0:43,48,60
0:34,48,60
0:34,48,61
0:34,48,62
0:23,50,62
0:23,50,62
0:23,50,62
0:23,50,62
0:23,50,62
0:00,50,62
