clock,away_score,home_score
20:00,0,0
19:46,2,0
19:22,2,0
19:22,2,0
18:53,2,0
18:53,2,0
18:34,2,0
18:15,5,0
17:44,5,0
17:44,5,0
17:37,5,0
17:32,5,0
17:21,5,0
17:21,5,0
17:16,5,2
16:53,5,2
16:53,5,2
16:28,5,2
16:28,5,3
16:28,5,4
16:21,5,4
16:21,5,4
16:13,5,4
16:13,5,4
15:46,5,4
15:46,5,4
15:31,5,4
15:31,5,4
15:31,5,5
15:26,5,5
15:26,5,5
15:15,5,5
14:56,5,5
14:56,5,5
14:47,5,5
14:47,5,5
14:47,5,5
14:47,5,5
14:28,7,5
13:59,7,6
13:59,7,6
13:59,7,7
13:52,7,7
13:52,7,7
13:52,9,7
13:21,9,7
13:21,9,7
12:47,9,7
12:47,9,7
12:47,9,7
12:47,9,7
12:29,9,7
12:29,9,7
12:22,12,7
11:58,12,10
11:44,12,10
11:44,12,10
11:35,12,10
11:35,12,10
11:27,12,10
11:27,12,10
11:24,12,10
11:24,12,10
11:15,12,10
11:15,12,10
11:06,12,10
11:06,12,10
10:39,12,10
10:39,13,10
10:39,13,10
10:39,14,10
10:20,14,10
10:20,14,10
10:14,14,12
9:48,16,12
9:32,16,14
9:07,18,14
8:53,18,14
8:53,18,14
8:53,18,14
8:19,18,14
8:19,18,14
8:17,18,14
8:17,18,15
8:17,18,16
7:45,18,16
7:45,18,16
7:15,18,18
7:10,18,18
6:59,18,18
6:59,18,18
6:58,18,18
6:52,18,18
6:52,18,18
6:51,18,18
6:40,18,18
6:40,18,18
6:21,18,18
6:21,18,18
6:08,20,18
5:50,20,18
5:50,20,18
5:50,20,18
5:42,20,18
5:42,20,18
5:30,20,18
5:21,22,18
5:01,22,18
5:01,22,19
5:01,22,19
5:01,22,19
4:43,22,19
4:43,22,19
4:24,25,19
4:02,25,19
4:02,25,19
3:56,25,19
3:56,25,19
3:48,25,19
3:48,25,19
3:48,25,19
3:48,25,19
3:48,25,19
3:25,25,21
3:00,25,21
3:00,25,21
2:45,25,23
2:14,25,23
2:14,25,23
1:48,25,23
1:48,25,23
1:33,25,23
1:33,25,23
1:27,25,25
1:10,28,25
1:02,28,25
0:51,28,25
0:51,28,25
0:16,28,25
0:16,28,25
0:11,28,27
0:04,28,27
0:04,28,27
0:00,28,27
20:00,28,27
19:39,28,29
19:14,28,29
19:14,28,29
19:14,28,29
19:14,28,29
19:10,28,31
19:05,28,31
18:55,28,31
18:55,28,31
18:55,28,31
18:48,28,33
18:48,28,33
18:21,28,33
18:21,28,33
18:05,28,33
18:05,28,33
18:00,30,33
17:40,30,35
17:21,30,35
17:21,30,35
17:02,30,37
16:52,30,37
16:44,30,37
16:25,30,37
16:25,30,37
16:15,30,39
15:57,30,39
15:57,30,39
15:51,32,39
15:25,32,41
15:15,34,41
14:56,34,41
14:56,34,41
14:38,34,41
14:38,34,41
14:38,34,41
14:38,34,41
14:18,37,41
13:57,37,41
13:57,37,42
13:57,37,42
13:57,37,42
13:51,39,42
13:31,39,44
13:31,39,44
13:31,39,45
13:17,39,45
13:17,39,45
13:13,41,45
12:47,41,45
12:47,41,45
12:39,41,45
12:39,41,45
12:04,41,46
12:04,41,46
12:04,41,47
11:44,43,47
11:25,43,47
11:25,43,47
11:21,43,47
11:21,43,47
11:21,43,47
11:21,43,47
11:21,43,47
11:10,43,47
11:10,43,47
10:58,43,47
10:58,43,47
10:49,45,47
10:40,45,50
10:22,45,50
10:11,45,50
10:11,46,50
10:11,47,50
9:56,47,50
9:53,47,50
9:43,47,50
9:11,47,50
9:11,47,50
8:45,47,50
8:45,47,51
8:45,47,52
8:35,47,52
8:20,47,52
8:20,47,52
8:02,47,52
8:02,47,52
7:44,47,52
7:44,47,52
7:34,47,52
7:20,47,54
7:02,49,54
6:48,49,54
6:48,49,54
6:41,49,54
6:41,49,54
6:41,49,54
6:32,49,54
6:32,49,54
6:11,49,54
6:11,49,54
6:11,49,54
6:02,49,54
6:02,49,54
5:33,49,56
5:17,49,56
5:17,49,56
5:05,49,56
5:05,49,56
4:55,51,56
4:39,51,56
4:34,51,56
4:34,51,57
4:34,51,58
4:20,51,58
4:20,51,58
4:17,51,58
4:17,51,58
4:17,52,58
3:52,52,58
3:52,52,58
3:52,52,58
3:52,52,58
3:52,52,58
3:28,52,58
3:28,52,58
3:23,52,60
3:02,54,60
3:02,54,60
3:02,55,60
2:36,55,60
2:36,55,61
2:36,55,62
2:26,55,62
2:26,56,62
2:26,56,62
2:26,56,62
2:04,56,62
2:04,56,62
2:04,56,62
1:36,56,62
1:36,56,62
1:30,56,62
1:30,56,62
1:23,56,62
1:23,56,62
0:58,56,62
0:58,56,62
0:58,56,62
0:58,56,62
0:51,56,62
0:51,56,62
0:15,56,64
0:08,56,64
0:08,56,64
0:00,56,64
