clock,away_score,home_score
19:40,0,0
19:40,0,0
19:36,0,0
19:36,0,0
19:24,2,0
18:59,2,0
18:59,2,0
18:59,2,1
18:40,2,1
18:40,2,1
18:36,2,1
18:29,2,1
18:29,2,1
18:24,2,1
18:24,2,1
18:18,2,1
18:18,2,1
18:15,2,1
18:15,2,1
18:14,2,1
18:03,2,3
17:42,2,3
17:11,2,3
16:53,5,3
16:29,5,3
16:29,5,3
16:23,5,3
16:23,5,3
16:22,5,3
16:16,5,3
16:16,5,3
16:11,5,5
15:47,5,5
15:47,5,5
15:47,,undefined
15:26,7,5
15:04,7,5
15:04,7,5
14:46,7,5
14:46,7,5
14:42,7,5
14:40,7,5
14:35,9,5
14:14,9,7
13:57,11,7
13:41,11,9
13:18,11,9
13:18,11,9
13:15,11,9
13:04,11,11
12:44,11,11
12:44,11,11
12:44,11,11
12:44,11,11
12:26,11,11
12:26,11,11
12:22,11,11
12:22,11,11
12:20,11,11
11:54,11,11
11:50,11,11
11:50,11,13
11:50,11,13
11:50,11,13
11:50,11,14
11:31,11,14
11:31,11,14
11:09,11,14
11:09,11,14
10:40,11,14
10:40,11,14
10:32,11,14
10:32,11,14
10:23,11,14
10:23,11,14
10:19,11,16
10:19,11,16
10:19,11,17
9:56,11,17
9:54,11,17
9:51,11,19
9:49,11,19
9:21,14,19
8:51,14,19
8:51,14,19
8:51,14,19
8:51,14,19
8:30,16,19
8:30,16,19
8:30,16,19
8:30,16,19
8:11,16,19
8:11,16,19
8:09,16,19
7:57,18,19
7:56,18,19
7:56,18,19
7:56,19,19
7:50,19,19
7:50,19,19
7:50,21,19
7:50,21,19
7:20,21,19
7:19,21,19
6:58,21,19
6:58,21,19
6:55,21,19
6:52,21,19
6:52,21,19
6:45,23,19
6:07,23,22
5:36,23,22
5:36,23,22
5:29,23,22
5:27,23,22
5:20,23,22
5:07,25,22
4:44,25,22
4:44,25,22
4:39,25,25
4:22,27,25
3:48,27,28
3:27,27,28
3:25,27,28
3:20,27,30
3:19,27,30
2:58,27,30
2:58,27,30
2:57,27,30
2:54,27,32
2:53,27,32
2:53,27,33
2:39,30,33
2:17,30,33
2:17,30,33
2:13,30,35
2:08,30,35
2:08,30,35
2:05,32,35
1:49,32,35
1:49,32,36
1:49,32,36
1:49,32,36
1:34,32,36
1:34,32,36
1:25,32,38
1:06,32,38
1:04,32,38
1:02,32,38
1:02,32,39
1:02,32,40
0:52,32,40
0:52,32,40
0:42,32,40
0:42,32,40
0:23,32,40
0:23,32,40
0:00,32,42
0:00,32,42
19:32,32,42
19:22,32,42
19:22,32,42
19:14,34,42
18:45,34,42
18:45,34,43
18:45,34,44
18:19,34,44
18:19,34,44
18:10,34,44
18:10,34,45
18:10,34,45
18:10,34,45
18:03,34,48
17:42,34,48
17:42,35,48
17:42,36,48
17:23,36,48
17:23,36,48
17:11,39,48
16:45,39,48
16:19,39,48
16:19,39,48
16:14,39,50
15:52,39,50
15:52,39,50
15:49,39,50
15:28,,undefined
15:12,41,50
14:42,41,50
14:42,41,50
14:29,44,50
14:06,44,50
14:06,44,50
13:44,44,52
13:23,46,52
13:01,46,54
12:45,46,54
12:45,47,54
12:45,48,54
12:38,48,56
12:38,48,56
12:38,48,56
12:38,48,56
12:12,48,56
12:12,48,56
12:12,48,56
11:51,48,58
11:34,48,58
11:33,48,58
11:29,48,58
11:18,48,58
11:18,48,58
11:14,48,58
11:13,48,58
11:00,48,58
11:00,48,58
10:56,48,58
10:56,48,58
10:53,48,60
10:36,48,60
10:36,48,60
10:26,48,60
10:26,48,60
10:23,48,62
9:58,48,62
9:58,48,62
9:56,48,62
9:56,48,63
9:56,48,63
9:56,48,63
9:42,48,63
9:21,48,63
9:21,48,63
9:18,48,63
9:18,48,63
9:16,48,63
9:15,48,63
9:15,48,63
9:15,48,63
9:15,48,63
9:05,48,63
9:05,48,63
8:52,48,64
8:52,48,64
8:52,48,65
8:33,51,65
8:13,51,65
8:13,51,65
8:09,51,65
8:09,51,65
8:09,51,67
8:09,51,67
8:09,51,68
7:47,53,68
7:24,53,70
7:08,53,70
7:08,53,70
7:00,53,70
7:00,53,70
6:55,53,72
6:54,53,72
6:33,53,72
6:33,53,72
6:31,53,72
6:31,53,72
6:22,53,72
6:02,53,72
6:02,53,72
6:00,53,72
5:58,53,72
5:58,53,72
5:55,53,72
5:55,53,72
5:53,53,72
5:53,53,72
5:51,53,72
5:51,53,72
5:51,53,72
5:51,53,72
5:51,53,72
5:26,53,75
5:05,53,75
5:05,53,75
4:54,53,77
4:41,53,77
4:41,54,77
4:41,55,77
4:32,55,79
4:15,55,79
4:15,55,79
4:09,55,79
4:09,57,79
4:09,58,79
3:39,58,79
3:36,58,79
3:36,58,79
3:34,58,79
3:16,58,79
3:11,58,79
2:45,58,79
2:45,58,79
2:36,58,79
2:36,59,79
2:36,60,79
2:25,60,79
2:12,60,79
2:12,61,79
2:12,62,79
2:04,62,79
2:04,62,80
2:04,62,81
2:04,62,81
1:54,64,81
1:31,64,81
1:31,64,81
1:21,64,81
1:21,64,81
1:15,64,81
1:15,64,81
1:05,64,81
1:05,64,81
0:59,64,81
0:59,64,81
0:51,64,81
0:51,64,81
0:45,64,81
0:42,64,81
0:42,64,81
0:40,64,81
0:39,66,81
0:09,66,81
0:08,66,81
0:05,68,81
0:00,68,81
