Wk,Date,Rk,School,Prev,Chng,Conf
18,Final,1,North Carolina* T,4,3,ACC
18,Final,2,Arkansas* RFN,1,1,SEC
18,Final,3,Purdue* R,6,3,Big Ten
18,Final,4,Connecticut* R,2,2,Big East
18,Final,5,Missouri* R,3,2,Big 8
18,Final,6,Duke* RF,5,1,ACC
18,Final,7,Kentucky* RT,10,3,SEC
18,Final,8,Massachusetts* RT,9,1,A-10
18,Final,9,Arizona* RF,7,2,Pac-10
18,Final,10,Louisville* RT,14,4,Metro
18,Final,11,Michigan*,8,3,Big Ten
18,Final,12,Temple*,12,NC,A-10
18,Final,13,Kansas*,11,2,Big 8
18,Final,14,Florida* RF,17,3,SEC
18,Final,15,Syracuse*,13,2,Big East
18,Final,16,California*,16,NC,Pac-10
18,Final,17,UCLA*,15,2,Pac-10
18,Final,18,Indiana*,18,NC,Big Ten
18,Final,19,Oklahoma State*,23,4,Big 8
18,Final,20,Texas* RT,25,5,SWC
18,Final,21,Marquette* R,19,2,GMWC
18,Final,22,Nebraska* T,,,Big 8
18,Final,23,Minnesota*,20,3,Big Ten
18,Final,24,Saint Louis*,21,3,GMWC
18,Final,25,Cincinnati* T,,,GMWC
Wk,Date,Rk,School,Prev,Chng,Conf
17,1994-03-07,1,Arkansas* RFN,1,NC,SEC
17,1994-03-07,2,Connecticut* R,4,2,Big East
17,1994-03-07,3,Missouri* R,6,3,Big 8
17,1994-03-07,4,North Carolina* T,5,1,ACC
17,1994-03-07,5,Duke* RF,2,3,ACC
17,1994-03-07,6,Purdue* R,9,3,Big Ten
17,1994-03-07,7,Arizona* RF,8,1,Pac-10
17,1994-03-07,8,Michigan*,3,5,Big Ten
17,1994-03-07,9,Massachusetts* RT,11,2,A-10
17,1994-03-07,10,Kentucky* RT,7,3,SEC
17,1994-03-07,11,Kansas*,13,2,Big 8
17,1994-03-07,12,Temple*,12,NC,A-10
17,1994-03-07,13,Syracuse*,14,1,Big East
17,1994-03-07,14,Louisville* RT,10,4,Metro
17,1994-03-07,15,UCLA*,15,NC,Pac-10
17,1994-03-07,16,California*,20,4,Pac-10
17,1994-03-07,17,Florida* RF,19,2,SEC
17,1994-03-07,18,Indiana*,17,1,Big Ten
17,1994-03-07,19,Marquette* R,22,3,GMWC
17,1994-03-07,20,Minnesota*,18,2,Big Ten
17,1994-03-07,21,Saint Louis*,16,5,GMWC
17,1994-03-07,22,Alabama-Birmingham*,24,2,GMWC
17,1994-03-07,23,Oklahoma State*,21,2,Big 8
17,1994-03-07,24,Pennsylvania* R,25,1,Ivy
17,1994-03-07,25,Texas* RT,,,SWC
Wk,Date,Rk,School,Prev,Chng,Conf
16,1994-02-28,1,Arkansas* RFN,1,NC,SEC
16,1994-02-28,2,Duke* RF,2,NC,ACC
16,1994-02-28,3,Michigan*,3,NC,Big Ten
