Wk,Date,Rk,School,Prev,Chng,Conf
18,Final,1,Massachusetts* RTF,2,1,A-10
18,Final,2,Kentucky* RFN,1,1,SEC
18,Final,3,Connecticut* RT,3,NC,Big East
18,Final,4,Georgetown* R,6,2,Big East
18,Final,4,Purdue* R,4,NC,Big Ten
18,Final,4,Kansas* R,5,1,Big 8
18,Final,7,Cincinnati* RT,8,1,CUSA
18,Final,8,Texas Tech* RT,7,1,SWC
18,Final,9,Wake Forest* T,12,3,ACC
18,Final,10,Villanova*,9,1,Big East
18,Final,11,Arizona*,11,NC,Pac-10
18,Final,12,Utah* R,10,2,WAC
18,Final,13,Georgia Tech* R,18,5,ACC
18,Final,14,UCLA* R,17,3,Pac-10
18,Final,15,Syracuse* F,13,2,Big East
18,Final,16,Memphis* R,14,2,CUSA
18,Final,17,Iowa State* T,23,6,Big 8
18,Final,18,Penn State*,16,2,Big Ten
18,Final,19,Mississippi State* RTF,25,6,SEC
18,Final,20,Marquette*,21,1,CUSA
18,Final,21,Iowa*,19,2,Big Ten
18,Final,22,Virginia Tech* R,15,7,A-10
18,Final,23,New Mexico* T,,,WAC
18,Final,24,Louisville*,22,2,CUSA
18,Final,25,North Carolina*,20,5,ACC
Wk,Date,Rk,School,Prev,Chng,Conf
17,1996-03-05,1,Kentucky* RFN,1,NC,SEC
17,1996-03-05,2,Massachusetts* RTF,2,NC,A-10
17,1996-03-05,3,Connecticut* RT,4,1,Big East
17,1996-03-05,4,Purdue* R,5,1,Big Ten
17,1996-03-05,5,Kansas* R,3,2,Big 8
17,1996-03-05,6,Georgetown* R,8,2,Big East
17,1996-03-05,7,Texas Tech* RT,9,2,SWC
17,1996-03-05,8,Cincinnati* RT,7,1,CUSA
17,1996-03-05,9,Villanova*,6,3,Big East
17,1996-03-05,10,Utah* R,10,NC,WAC
17,1996-03-05,11,Arizona*,11,NC,Pac-10
17,1996-03-05,12,Wake Forest* T,13,1,ACC
17,1996-03-05,13,Syracuse* F,15,2,Big East
17,1996-03-05,14,Memphis* R,14,NC,CUSA
17,1996-03-05,15,Virginia Tech* R,16,1,A-10
17,1996-03-05,16,Penn State*,12,4,Big Ten
17,1996-03-05,17,UCLA* R,17,NC,Pac-10
17,1996-03-05,18,Georgia Tech* R,18,NC,ACC
17,1996-03-05,19,Iowa*,20,1,Big Ten
17,1996-03-05,20,North Carolina*,19,1,ACC
17,1996-03-05,21,Marquette*,,,CUSA
17,1996-03-05,22,Louisville*,21,1,CUSA
17,1996-03-05,23,Iowa State* T,23,NC,Big 8
17,1996-03-05,24,Green Bay* R,22,2,MW Coll
17,1996-03-05,25,Mississippi State* RTF,,,SEC
Wk,Date,Rk,School,Prev,Chng,Conf
16,1996-02-26,1,Kentucky* RFN,2,1,SEC
16,1996-02-26,2,Massachusetts* RTF,1,1,A-10
16,1996-02-26,3,Kansas* R,5,2,Big 8
16,1996-02-26,4,Connecticut* RT,3,1,Big East
16,1996-02-26,5,Purdue* R,7,2,Big Ten
16,1996-02-26,6,Villanova*,4,2,Big East
16,1996-02-26,7,Cincinnati* RT,6,1,CUSA
16,1996-02-26,8,Georgetown* R,11,3,Big East
16,1996-02-26,9,Texas Tech* RT,9,NC,SWC
16,1996-02-26,10,Utah* R,8,2,WAC
16,1996-02-26,11,Arizona*,13,2,Pac-10
16,1996-02-26,12,Penn State*,14,2,Big Ten
16,1996-02-26,13,Wake Forest* T,10,3,ACC
16,1996-02-26,14,Memphis* R,19,5,CUSA
16,1996-02-26,15,Syracuse* F,15,NC,Big East
16,1996-02-26,16,Virginia Tech* R,12,4,A-10
16,1996-02-26,17,UCLA* R,16,1,Pac-10
16,1996-02-26,18,Georgia Tech* R,23,5,ACC
16,1996-02-26,19,North Carolina*,17,2,ACC
16,1996-02-26,20,Iowa*,18,2,Big Ten
16,1996-02-26,21,Louisville*,21,NC,CUSA
16,1996-02-26,22,Green Bay* R,25,3,MW Coll
16,1996-02-26,23,Iowa State* T,22,1,Big 8
16,1996-02-26,24,George Washington* R,,,A-10
16,1996-02-26,25,Stanford*,24,1,Pac-10
Wk,Date,Rk,School,Prev,Chng,Conf
15,1996-02-19,1,Massachusetts* RTF,1,NC,A-10
15,1996-02-19,2,Kentucky* RFN,2,NC,SEC
15,1996-02-19,3,Connecticut* RT,3,NC,Big East
15,1996-02-19,4,Villanova*,4,NC,Big East
15,1996-02-19,5,Kansas* R,5,NC,Big 8
15,1996-02-19,6,Cincinnati* RT,6,NC,CUSA
15,1996-02-19,7,Purdue* R,11,4,Big Ten
15,1996-02-19,8,Utah* R,7,1,WAC
15,1996-02-19,9,Texas Tech* RT,12,3,SWC
15,1996-02-19,10,Wake Forest* T,8,2,ACC
15,1996-02-19,11,Georgetown* R,14,3,Big East
15,1996-02-19,12,Virginia Tech* R,10,2,A-10
15,1996-02-19,13,Arizona*,13,NC,Pac-10
15,1996-02-19,14,Penn State*,9,5,Big Ten
