Wk,Date,Rk,School,Prev,Chng,Conf
14,1974-03-12,1,North Carolina State* RTFN,1,NC,ACC
14,1974-03-12,2,UCLA* RF,3,1,Pac-8
14,1974-03-12,3,Notre Dame* R,2,1,Ind
14,1974-03-12,4,Maryland,5,1,ACC
14,1974-03-12,5,Marquette* F,9,4,Ind
14,1974-03-12,6,Providence*,8,2,Ind
14,1974-03-12,7,Vanderbilt* R,6,1,SEC
14,1974-03-12,8,North Carolina,4,4,ACC
14,1974-03-12,9,Indiana R,10,1,Big Ten
14,1974-03-12,10,Kansas* RF,13,3,Big 8
14,1974-03-12,11,Long Beach State R,12,1,PCAA
14,1974-03-12,12,Michigan* R,19,7,Big Ten
14,1974-03-12,13,Southern California,7,6,Pac-8
14,1974-03-12,14,Pittsburgh*,17,3,Ind
14,1974-03-12,15,Louisville* R,15,NC,MVC
14,1974-03-12,16,South Carolina*,11,5,Ind
14,1974-03-12,17,Creighton*,18,1,Ind
14,1974-03-12,18,New Mexico* R,14,4,WAC
14,1974-03-12,19,Dayton*,,,Ind
14,1974-03-12,19,Alabama R,16,3,SEC
Wk,Date,Rk,School,Prev,Chng,Conf
13,1974-03-05,1,North Carolina State* RTFN,1,NC,ACC
13,1974-03-05,2,Notre Dame* R,2,NC,Ind
13,1974-03-05,3,UCLA* RF,3,NC,Pac-8
13,1974-03-05,4,North Carolina,4,NC,ACC
13,1974-03-05,5,Maryland,5,NC,ACC
13,1974-03-05,6,Vanderbilt* R,8,2,SEC
13,1974-03-05,7,Southern California,9,2,Pac-8
13,1974-03-05,8,Providence*,13,5,Ind
13,1974-03-05,9,Marquette* F,7,2,Ind
13,1974-03-05,10,Indiana R,6,4,Big Ten
13,1974-03-05,11,South Carolina*,16,5,Ind
13,1974-03-05,12,Long Beach State R,11,1,PCAA
13,1974-03-05,13,Kansas* RF,14,1,Big 8
13,1974-03-05,14,New Mexico* R,18,4,WAC
13,1974-03-05,15,Louisville* R,20,5,MVC
13,1974-03-05,16,Alabama R,10,6,SEC
13,1974-03-05,17,Pittsburgh*,11,6,Ind
13,1974-03-05,18,Creighton*,16,2,Ind
13,1974-03-05,19,Michigan* R,,,Big Ten
13,1974-03-05,20,Syracuse*,,,Ind
Wk,Date,Rk,School,Prev,Chng,Conf
12,1974-02-26,1,North Carolina State* RTFN,1,NC,ACC
12,1974-02-26,2,Notre Dame* R,2,NC,Ind
12,1974-02-26,3,UCLA* RF,3,NC,Pac-8
12,1974-02-26,4,North Carolina,4,NC,ACC
12,1974-02-26,5,Maryland,6,1,ACC
12,1974-02-26,6,Indiana R,10,4,Big Ten
12,1974-02-26,7,Marquette* F,7,NC,Ind
12,1974-02-26,8,Vanderbilt* R,5,3,SEC
12,1974-02-26,9,Southern California,9,NC,Pac-8
12,1974-02-26,10,Alabama R,11,1,SEC
12,1974-02-26,11,Pittsburgh*,8,3,Ind
12,1974-02-26,11,Long Beach State R,13,2,PCAA
12,1974-02-26,13,Providence*,12,1,Ind
12,1974-02-26,14,Kansas* RF,14,NC,Big 8
12,1974-02-26,15,Kansas State,15,NC,Big 8
12,1974-02-26,16,Creighton*,16,NC,Ind
12,1974-02-26,16,South Carolina*,16,NC,Ind
12,1974-02-26,18,New Mexico* R,19,1,WAC
12,1974-02-26,19,Texas-El Paso,,,WAC
12,1974-02-26,20,Louisville* R,20,NC,MVC
Wk,Date,Rk,School,Prev,Chng,Conf
11,1974-02-19,1,North Carolina State* RTFN,2,1,ACC
11,1974-02-19,2,Notre Dame* R,3,1,Ind
11,1974-02-19,3,UCLA* RF,1,2,Pac-8
11,1974-02-19,4,North Carolina,4,NC,ACC
11,1974-02-19,5,Vanderbilt* R,5,NC,SEC
11,1974-02-19,6,Maryland,6,NC,ACC
