Wk,Date,Rk,School,Prev,Chng,Conf
17,Final,1,Oklahoma* T,1,NC,Big 8
17,Final,2,Nevada-Las Vegas* RTFN,3,1,Big West
17,Final,3,Michigan State* R,7,4,Big Ten
17,Final,4,Connecticut* RT,8,4,Big East
17,Final,5,Kansas*,2,3,Big 8
17,Final,6,Syracuse* R,4,2,Big East
17,Final,7,Arkansas* RTF,9,2,SWC
17,Final,8,Georgetown*,5,3,Big East
17,Final,9,Georgia Tech* TF,14,5,ACC
17,Final,10,Purdue*,10,NC,Big Ten
17,Final,11,Missouri* R,6,5,Big 8
17,Final,12,La Salle* RT,11,1,MAAC
17,Final,13,Michigan*,13,NC,Big Ten
17,Final,14,Arizona* RT,15,1,Pac-10
17,Final,15,Duke* F,12,3,ACC
17,Final,16,Louisville* RT,18,2,Metro
17,Final,17,Clemson* R,17,NC,ACC
17,Final,18,Illinois*,20,2,Big Ten
17,Final,19,Louisiana State*,16,3,SEC
17,Final,20,Minnesota*,19,1,Big Ten
17,Final,21,Loyola Marymount* R,21,NC,WCC
17,Final,22,Oregon State* R,22,NC,Pac-10
17,Final,23,Alabama* T,,,SEC
17,Final,24,New Mexico State*,23,1,Big West
17,Final,25,Xavier* R,24,1,MW Coll
Wk,Date,Rk,School,Prev,Chng,Conf
16,1990-03-06,1,Oklahoma* T,5,4,Big 8
16,1990-03-06,2,Kansas*,1,1,Big 8
16,1990-03-06,3,Nevada-Las Vegas* RTFN,2,1,Big West
16,1990-03-06,4,Syracuse* R,10,6,Big East
16,1990-03-06,5,Georgetown*,7,2,Big East
16,1990-03-06,6,Missouri* R,3,3,Big 8
16,1990-03-06,7,Michigan State* R,14,7,Big Ten
16,1990-03-06,8,Connecticut* RT,4,4,Big East
16,1990-03-06,9,Arkansas* RTF,12,3,SWC
16,1990-03-06,10,Purdue*,9,1,Big Ten
16,1990-03-06,11,La Salle* RT,13,2,MAAC
16,1990-03-06,12,Duke* F,5,7,ACC
16,1990-03-06,13,Michigan*,8,5,Big Ten
16,1990-03-06,14,Georgia Tech* TF,11,3,ACC
16,1990-03-06,15,Arizona* RT,23,8,Pac-10
