Wk,Date,Rk,School,Prev,Chng,Conf
19,Final,1,Ohio State* RT,1,NC,Big Ten
19,Final,2,Kansas* RT,2,NC,Big 12
19,Final,3,Duke* T,5,2,ACC
19,Final,4,Pittsburgh* R,3,1,Big East
19,Final,5,Notre Dame*,4,1,Big East
19,Final,6,San Diego State* RT,7,1,MWC
19,Final,7,North Carolina* R,6,1,ACC
19,Final,8,Texas*,10,2,Big 12
19,Final,9,Connecticut* TFN,21,12,Big East
19,Final,10,Brigham Young* R,8,2,MWC
19,Final,11,Kentucky* TF,15,4,SEC
19,Final,12,Syracuse*,11,1,Big East
19,Final,13,Purdue*,9,4,Big Ten
19,Final,14,Louisville*,14,NC,Big East
19,Final,15,Florida* R,12,3,SEC
19,Final,16,Wisconsin*,13,3,Big Ten
19,Final,17,Arizona* R,16,1,Pac-10
19,Final,18,St. John's (NY)*,17,1,Big East
19,Final,19,Utah State* RT,23,4,WAC
19,Final,20,Xavier* R,18,2,A-10
19,Final,21,Kansas State*,19,2,Big 12
19,Final,22,West Virginia*,20,2,Big East
19,Final,23,Washington* T,,,Pac-10
19,Final,24,Texas A&M*,,,Big 12
19,Final,25,Vanderbilt*,,,SEC
Wk,Date,Rk,School,Prev,Chng,Conf
18,2011-03-07,1,Ohio State* RT,1,NC,Big Ten
18,2011-03-07,2,Kansas* RT,2,NC,Big 12
18,2011-03-07,3,Pittsburgh* R,4,1,Big East
18,2011-03-07,4,Notre Dame*,8,4,Big East
18,2011-03-07,5,Duke* T,4,1,ACC
18,2011-03-07,6,North Carolina* R,13,7,ACC
18,2011-03-07,7,San Diego State* RT,9,2,MWC
18,2011-03-07,8,Brigham Young* R,3,5,MWC
18,2011-03-07,9,Purdue*,6,3,Big Ten
18,2011-03-07,10,Texas*,7,3,Big 12
18,2011-03-07,11,Syracuse*,12,1,Big East
18,2011-03-07,12,Florida* R,14,2,SEC
18,2011-03-07,13,Wisconsin*,10,3,Big Ten
18,2011-03-07,14,Louisville*,11,3,Big East
18,2011-03-07,15,Kentucky* TF,20,5,SEC
18,2011-03-07,16,Arizona* R,18,2,Pac-10
18,2011-03-07,17,St. John's (NY)*,15,2,Big East
18,2011-03-07,18,Xavier* R,23,5,A-10
18,2011-03-07,19,Kansas State*,,,Big 12
18,2011-03-07,20,West Virginia*,,,Big East
18,2011-03-07,21,Connecticut* TFN,16,5,Big East
18,2011-03-07,22,Georgetown*,17,5,Big East
18,2011-03-07,23,Utah State* RT,25,2,WAC
18,2011-03-07,24,Temple*,,,A-10
18,2011-03-07,25,Cincinnati*,,,Big East
Wk,Date,Rk,School,Prev,Chng,Conf
17,2011-02-28,1,Ohio State* RT,2,1,Big Ten
17,2011-02-28,2,Kansas* RT,3,1,Big 12
17,2011-02-28,3,Brigham Young* R,7,4,MWC
17,2011-02-28,4,Pittsburgh* R,4,NC,Big East
17,2011-02-28,4,Duke* T,1,3,ACC
17,2011-02-28,6,Purdue*,8,2,Big Ten
17,2011-02-28,7,Texas*,5,2,Big 12
17,2011-02-28,8,Notre Dame*,9,1,Big East
17,2011-02-28,9,San Diego State* RT,6,3,MWC
17,2011-02-28,10,Wisconsin*,12,2,Big Ten
17,2011-02-28,11,Louisville*,16,5,Big East
17,2011-02-28,12,Syracuse*,17,5,Big East
17,2011-02-28,13,North Carolina* R,19,6,ACC
17,2011-02-28,14,Florida* R,13,1,SEC
17,2011-02-28,15,St. John's (NY)*,23,8,Big East
17,2011-02-28,16,Connecticut* TFN,14,2,Big East
17,2011-02-28,17,Georgetown*,11,6,Big East
17,2011-02-28,18,Arizona* R,10,8,Pac-10
17,2011-02-28,19,Villanova*,15,4,Big East
17,2011-02-28,20,Kentucky* TF,22,2,SEC
17,2011-02-28,21,Vanderbilt*,18,3,SEC
17,2011-02-28,22,Missouri*,20,2,Big 12
17,2011-02-28,23,Xavier* R,25,2,A-10
17,2011-02-28,24,Texas A&M*,21,3,Big 12
17,2011-02-28,25,Utah State* RT,,,WAC
Wk,Date,Rk,School,Prev,Chng,Conf
16,2011-02-21,1,Duke* T,5,4,ACC
16,2011-02-21,2,Ohio State* RT,2,NC,Big Ten
16,2011-02-21,3,Kansas* RT,1,2,Big 12
16,2011-02-21,4,Pittsburgh* R,4,NC,Big East
16,2011-02-21,5,Texas*,3,2,Big 12
16,2011-02-21,6,San Diego State* RT,6,NC,MWC
16,2011-02-21,7,Brigham Young* R,7,NC,MWC
16,2011-02-21,8,Purdue*,11,3,Big Ten
16,2011-02-21,9,Notre Dame*,8,1,Big East
16,2011-02-21,10,Arizona* R,12,2,Pac-10
16,2011-02-21,11,Georgetown*,9,2,Big East
16,2011-02-21,12,Wisconsin*,10,2,Big Ten
16,2011-02-21,13,Florida* R,14,1,SEC
16,2011-02-21,14,Connecticut* TFN,13,1,Big East
16,2011-02-21,15,Villanova*,15,NC,Big East
16,2011-02-21,16,Louisville*,16,NC,Big East
16,2011-02-21,17,Syracuse*,17,NC,Big East
16,2011-02-21,18,Vanderbilt*,18,NC,SEC
16,2011-02-21,19,North Carolina* R,19,NC,ACC
16,2011-02-21,20,Missouri*,20,NC,Big 12
16,2011-02-21,21,Texas A&M*,21,NC,Big 12
16,2011-02-21,22,Kentucky* TF,22,NC,SEC
16,2011-02-21,23,St. John's (NY)*,,,Big East
16,2011-02-21,24,Temple*,23,1,A-10
16,2011-02-21,25,Xavier* R,24,1,A-10
Wk,Date,Rk,School,Prev,Chng,Conf
15,2011-02-14,1,Kansas* RT,2,1,Big 12
15,2011-02-14,2,Ohio State* RT,1,1,Big Ten
15,2011-02-14,3,Texas*,3,NC,Big 12
15,2011-02-14,4,Pittsburgh* R,4,NC,Big East
15,2011-02-14,5,Duke* T,5,NC,ACC
15,2011-02-14,6,San Diego State* RT,6,NC,MWC
15,2011-02-14,7,Brigham Young* R,7,NC,MWC
15,2011-02-14,8,Notre Dame*,8,NC,Big East
15,2011-02-14,9,Georgetown*,11,2,Big East
15,2011-02-14,10,Wisconsin*,13,3,Big Ten
15,2011-02-14,11,Purdue*,14,3,Big Ten
15,2011-02-14,12,Arizona* R,15,3,Pac-10
15,2011-02-14,13,Connecticut* TFN,10,3,Big East
15,2011-02-14,14,Florida* R,17,3,SEC
15,2011-02-14,15,Villanova*,9,6,Big East
15,2011-02-14,16,Louisville*,16,NC,Big East
15,2011-02-14,17,Syracuse*,12,5,Big East
15,2011-02-14,18,Vanderbilt*,23,5,SEC
15,2011-02-14,19,North Carolina* R,20,1,ACC
15,2011-02-14,20,Missouri*,19,1,Big 12
15,2011-02-14,21,Texas A&M*,22,1,Big 12
15,2011-02-14,22,Kentucky* TF,18,4,SEC
15,2011-02-14,23,Temple*,24,1,A-10
15,2011-02-14,24,Xavier* R,,,A-10
15,2011-02-14,25,Utah State* RT,21,4,WAC
Wk,Date,Rk,School,Prev,Chng,Conf
14,2011-02-07,1,Ohio State* RT,1,NC,Big Ten
14,2011-02-07,2,Kansas* RT,2,NC,Big 12
14,2011-02-07,3,Texas*,3,NC,Big 12
14,2011-02-07,4,Pittsburgh* R,4,NC,Big East
14,2011-02-07,5,Duke* T,5,NC,ACC
14,2011-02-07,6,San Diego State* RT,7,1,MWC
14,2011-02-07,7,Brigham Young* R,8,1,MWC
14,2011-02-07,8,Notre Dame*,9,1,Big East
14,2011-02-07,9,Villanova*,12,3,Big East
14,2011-02-07,10,Connecticut* TFN,6,4,Big East
14,2011-02-07,11,Georgetown*,13,2,Big East
14,2011-02-07,12,Syracuse*,17,5,Big East
14,2011-02-07,13,Wisconsin*,19,6,Big Ten
14,2011-02-07,14,Purdue*,11,3,Big Ten
14,2011-02-07,15,Arizona* R,21,6,Pac-10
14,2011-02-07,16,Louisville*,15,1,Big East
14,2011-02-07,17,Florida* R,,,SEC
14,2011-02-07,18,Kentucky* TF,10,8,SEC
14,2011-02-07,19,Missouri*,14,5,Big 12
14,2011-02-07,20,North Carolina* R,23,3,ACC
14,2011-02-07,21,Utah State* RT,22,1,WAC
14,2011-02-07,22,Texas A&M*,16,6,Big 12
14,2011-02-07,23,Vanderbilt*,23,NC,SEC
14,2011-02-07,24,Temple*,,,A-10
14,2011-02-07,25,West Virginia*,25,NC,Big East
Wk,Date,Rk,School,Prev,Chng,Conf
13,2011-01-31,1,Ohio State* RT,1,NC,Big Ten
13,2011-01-31,2,Kansas* RT,6,4,Big 12
13,2011-01-31,3,Texas*,7,4,Big 12
13,2011-01-31,4,Pittsburgh* R,2,2,Big East
13,2011-01-31,5,Duke* T,3,2,ACC
13,2011-01-31,6,Connecticut* TFN,5,1,Big East
13,2011-01-31,7,San Diego State* RT,4,3,MWC
13,2011-01-31,8,Brigham Young* R,9,1,MWC
13,2011-01-31,9,Notre Dame*,15,6,Big East
13,2011-01-31,10,Kentucky* TF,14,4,SEC
13,2011-01-31,11,Purdue*,12,1,Big Ten
13,2011-01-31,12,Villanova*,8,4,Big East
13,2011-01-31,13,Georgetown*,21,8,Big East
13,2011-01-31,14,Missouri*,11,3,Big 12
13,2011-01-31,15,Louisville*,23,8,Big East
13,2011-01-31,16,Texas A&M*,13,3,Big 12
13,2011-01-31,17,Syracuse*,9,8,Big East
13,2011-01-31,18,Minnesota,16,2,Big Ten
13,2011-01-31,19,Wisconsin*,17,2,Big Ten
13,2011-01-31,20,Washington* T,18,2,Pac-10
13,2011-01-31,21,Arizona* R,,,Pac-10
13,2011-01-31,22,Utah State* RT,,,WAC
13,2011-01-31,23,Vanderbilt*,19,4,SEC
13,2011-01-31,23,North Carolina* R,,,ACC
13,2011-01-31,25,West Virginia*,,,Big East
Wk,Date,Rk,School,Prev,Chng,Conf
12,2011-01-24,1,Ohio State* RT,1,NC,Big Ten
12,2011-01-24,2,Pittsburgh* R,5,3,Big East
12,2011-01-24,3,Duke* T,4,1,ACC
12,2011-01-24,4,San Diego State* RT,6,2,MWC
12,2011-01-24,5,Connecticut* TFN,8,3,Big East
12,2011-01-24,6,Kansas* RT,2,4,Big 12
12,2011-01-24,7,Texas*,10,3,Big 12
12,2011-01-24,8,Villanova*,7,1,Big East
12,2011-01-24,9,Syracuse*,3,6,Big East
12,2011-01-24,9,Brigham Young* R,9,NC,MWC
12,2011-01-24,11,Missouri*,13,2,Big 12
12,2011-01-24,12,Purdue*,14,2,Big Ten
12,2011-01-24,13,Texas A&M*,11,2,Big 12
12,2011-01-24,14,Kentucky* TF,12,2,SEC
12,2011-01-24,15,Notre Dame*,16,1,Big East
12,2011-01-24,16,Minnesota,15,1,Big Ten
12,2011-01-24,17,Wisconsin*,18,1,Big Ten
12,2011-01-24,18,Washington* T,20,2,Pac-10
12,2011-01-24,19,Vanderbilt*,,,SEC
12,2011-01-24,20,Illinois*,23,3,Big Ten
12,2011-01-24,21,Georgetown*,23,2,Big East
12,2011-01-24,22,Florida State*,,,ACC
12,2011-01-24,23,Louisville*,19,4,Big East
12,2011-01-24,24,Florida* R,,,SEC
12,2011-01-24,25,Michigan State*,17,8,Big Ten
Wk,Date,Rk,School,Prev,Chng,Conf
11,2011-01-17,1,Ohio State* RT,2,1,Big Ten
11,2011-01-17,2,Kansas* RT,3,1,Big 12
11,2011-01-17,3,Syracuse*,4,1,Big East
11,2011-01-17,4,Duke* T,1,3,ACC
