Wk,Date,Rk,School,Prev,Chng,Conf
19,Postseason,1,Connecticut* TFN,7,6,Big East
19,Postseason,2,Duke* RF,6,4,ACC
19,Postseason,3,Georgia Tech* F,15,12,ACC
19,Postseason,4,Oklahoma State* RTF,3,1,Big 12
19,Postseason,5,Saint Joseph's* R,5,NC,A-10
19,Postseason,6,Stanford* RT,1,5,Pac-10
19,Postseason,7,Pittsburgh* R,8,1,Big East
19,Postseason,8,Kentucky* RT,4,4,SEC
19,Postseason,9,Kansas*,14,5,Big 12
19,Postseason,10,Texas*,11,1,Big 12
19,Postseason,11,Illinois* R,13,2,Big Ten
19,Postseason,12,Gonzaga* RT,2,10,WCC
19,Postseason,13,Mississippi State* R,9,4,SEC
19,Postseason,14,Xavier* T,,,A-10
19,Postseason,15,Wake Forest*,16,1,ACC
19,Postseason,16,Wisconsin* T,10,6,Big Ten
19,Postseason,17,Alabama*,,,SEC
19,Postseason,18,Cincinnati* RT,12,6,CUSA
19,Postseason,19,Syracuse*,24,5,Big East
19,Postseason,20,North Carolina State*,17,3,ACC
19,Postseason,21,Nevada* RT,,,WAC
19,Postseason,22,North Carolina*,20,2,ACC
19,Postseason,23,Alabama-Birmingham* R,,,CUSA
19,Postseason,24,Maryland* T,21,3,ACC
19,Postseason,25,Vanderbilt*,,,SEC
Wk,Date,Rk,School,Prev,Chng,Conf
18,Final,1,Stanford* RT,2,1,Pac-10
18,Final,2,Gonzaga* RT,3,1,WCC
18,Final,3,Oklahoma State* RTF,7,4,Big 12
18,Final,4,Kentucky* RT,8,4,SEC
18,Final,5,Saint Joseph's* R,1,4,A-10
18,Final,6,Duke* RF,4,2,ACC
18,Final,7,Connecticut* TFN,9,2,Big East
18,Final,8,Pittsburgh* R,6,2,Big East
18,Final,9,Mississippi State* R,5,4,SEC
18,Final,10,Wisconsin* T,10,NC,Big Ten
18,Final,11,Texas*,11,NC,Big 12
18,Final,12,Cincinnati* RT,12,NC,CUSA
18,Final,13,Illinois* R,13,NC,Big Ten
18,Final,14,Kansas*,15,1,Big 12
18,Final,15,Georgia Tech* F,18,3,ACC
18,Final,16,Wake Forest*,14,2,ACC
18,Final,17,North Carolina State*,20,3,ACC
18,Final,18,Arizona*,16,2,Pac-10
18,Final,19,Providence*,17,2,Big East
18,Final,20,North Carolina*,19,1,ACC
18,Final,21,Maryland* T,,,ACC
18,Final,22,Utah State R,21,1,Big West
18,Final,23,Southern Illinois* R,22,1,MVC
18,Final,24,Syracuse*,23,1,Big East
18,Final,25,Michigan State*,,,Big Ten
Wk,Date,Rk,School,Prev,Chng,Conf
17,2004-03-08,1,Saint Joseph's* R,2,1,A-10
17,2004-03-08,2,Stanford* RT,1,1,Pac-10
17,2004-03-08,3,Gonzaga* RT,4,1,WCC
17,2004-03-08,4,Duke* RF,3,1,ACC
17,2004-03-08,5,Mississippi State* R,5,NC,SEC
17,2004-03-08,6,Pittsburgh* R,6,NC,Big East
17,2004-03-08,7,Oklahoma State* RTF,7,NC,Big 12
17,2004-03-08,8,Kentucky* RT,9,1,SEC
17,2004-03-08,9,Connecticut* TFN,8,1,Big East
17,2004-03-08,10,Wisconsin* T,14,4,Big Ten
17,2004-03-08,11,Texas*,10,1,Big 12
17,2004-03-08,12,Cincinnati* RT,12,NC,CUSA
17,2004-03-08,13,Illinois* R,20,7,Big Ten
17,2004-03-08,14,Wake Forest*,11,3,ACC
17,2004-03-08,15,Kansas*,18,3,Big 12
17,2004-03-08,16,Arizona*,17,1,Pac-10
17,2004-03-08,17,Providence*,13,4,Big East
17,2004-03-08,18,Georgia Tech* F,22,4,ACC
17,2004-03-08,19,North Carolina*,16,3,ACC
17,2004-03-08,20,North Carolina State*,19,1,ACC
17,2004-03-08,21,Utah State R,21,NC,Big West
17,2004-03-08,22,Southern Illinois* R,15,7,MVC
