Wk,Date,Rk,School,Prev,Chng,Conf
21,Postseason,1,Kansas* RTFN,4,3,Big 12
21,Postseason,2,Memphis* RTF,3,1,CUSA
21,Postseason,3,North Carolina* RTF,1,2,ACC
21,Postseason,4,UCLA* RTF,2,2,Pac-10
21,Postseason,5,Texas* R,7,2,Big 12
21,Postseason,6,Louisville*,13,7,Big East
21,Postseason,7,Tennessee* R,6,1,SEC
21,Postseason,8,Xavier* R,12,4,A-10
21,Postseason,9,Davidson* RT,23,14,Southern
21,Postseason,10,Wisconsin* RT,5,5,Big Ten
21,Postseason,11,Stanford*,11,NC,Pac-10
21,Postseason,12,Georgetown* R,8,4,Big East
21,Postseason,13,Michigan State*,20,7,Big Ten
21,Postseason,14,Butler* RT,10,4,Horizon
21,Postseason,15,Washington State*,21,6,Pac-10
21,Postseason,16,Duke*,9,7,ACC
21,Postseason,17,West Virginia*,,,Big East
21,Postseason,18,Pittsburgh* T,19,1,Big East
21,Postseason,19,Notre Dame*,15,4,Big East
21,Postseason,20,Purdue*,18,2,Big Ten
21,Postseason,21,Marquette*,24,3,Big East
21,Postseason,22,Western Kentucky* RT,,,Sun Belt
21,Postseason,23,Drake* RT,14,9,MVC
21,Postseason,24,Villanova*,,,Big East
21,Postseason,25,Vanderbilt*,16,9,SEC
Wk,Date,Rk,School,Prev,Chng,Conf
20,Final,1,North Carolina* RTF,1,NC,ACC
20,Final,2,UCLA* RTF,2,NC,Pac-10
20,Final,3,Memphis* RTF,3,NC,CUSA
20,Final,4,Kansas* RTFN,5,1,Big 12
20,Final,5,Wisconsin* RT,6,1,Big Ten
20,Final,6,Tennessee* R,4,2,SEC
20,Final,7,Texas* R,8,1,Big 12
20,Final,8,Georgetown* R,9,1,Big East
20,Final,9,Duke*,7,2,ACC
20,Final,10,Butler* RT,10,NC,Horizon
20,Final,11,Stanford*,11,NC,Pac-10
20,Final,12,Xavier* R,12,NC,A-10
20,Final,13,Louisville*,13,NC,Big East
20,Final,14,Drake* RT,18,4,MVC
20,Final,15,Notre Dame*,14,1,Big East
20,Final,16,Vanderbilt*,17,1,SEC
20,Final,17,Connecticut*,15,2,Big East
20,Final,18,Purdue*,16,2,Big Ten
20,Final,19,Pittsburgh* T,,,Big East
20,Final,20,Michigan State*,19,1,Big Ten
20,Final,21,Washington State*,21,NC,Pac-10
20,Final,22,Clemson*,,,ACC
20,Final,23,Davidson* RT,25,2,Southern
20,Final,24,Indiana*,20,4,Big Ten
20,Final,24,Marquette*,24,NC,Big East
Wk,Date,Rk,School,Prev,Chng,Conf
19,2008-03-10,1,North Carolina* RTF,1,NC,ACC
19,2008-03-10,2,UCLA* RTF,2,NC,Pac-10
19,2008-03-10,3,Memphis* RTF,3,NC,CUSA
19,2008-03-10,4,Tennessee* R,4,NC,SEC
19,2008-03-10,5,Kansas* RTFN,6,1,Big 12
19,2008-03-10,6,Wisconsin* RT,8,2,Big Ten
19,2008-03-10,7,Duke*,5,2,ACC
19,2008-03-10,8,Texas* R,9,1,Big 12
19,2008-03-10,9,Georgetown* R,10,1,Big East
19,2008-03-10,10,Butler* RT,12,2,Horizon
19,2008-03-10,11,Stanford*,7,4,Pac-10
19,2008-03-10,12,Xavier* R,11,1,A-10
19,2008-03-10,13,Louisville*,13,NC,Big East
19,2008-03-10,14,Notre Dame*,19,5,Big East
19,2008-03-10,15,Connecticut*,14,1,Big East
19,2008-03-10,16,Purdue*,15,1,Big Ten
19,2008-03-10,17,Vanderbilt*,16,1,SEC
19,2008-03-10,18,Drake* RT,21,3,MVC
19,2008-03-10,19,Michigan State*,18,1,Big Ten
19,2008-03-10,20,Indiana*,17,3,Big Ten
19,2008-03-10,21,Washington State*,22,1,Pac-10
19,2008-03-10,22,Gonzaga* R,23,1,WCC
19,2008-03-10,23,Brigham Young* R,24,1,MWC
19,2008-03-10,24,Marquette*,20,4,Big East
19,2008-03-10,25,Davidson* RT,,,Southern
Wk,Date,Rk,School,Prev,Chng,Conf
18,2008-03-03,1,North Carolina* RTF,2,1,ACC
18,2008-03-03,2,UCLA* RTF,4,2,Pac-10
18,2008-03-03,3,Memphis* RTF,3,NC,CUSA
18,2008-03-03,4,Tennessee* R,1,3,SEC
18,2008-03-03,5,Duke*,6,1,ACC
18,2008-03-03,6,Kansas* RTFN,7,1,Big 12
18,2008-03-03,7,Stanford*,8,1,Pac-10
18,2008-03-03,8,Wisconsin* RT,9,1,Big Ten
18,2008-03-03,9,Texas* R,5,4,Big 12
18,2008-03-03,10,Georgetown* R,10,NC,Big East
18,2008-03-03,11,Xavier* R,11,NC,A-10
18,2008-03-03,12,Butler* RT,13,1,Horizon
18,2008-03-03,13,Louisville*,18,5,Big East
18,2008-03-03,14,Connecticut*,16,2,Big East
18,2008-03-03,15,Purdue*,19,4,Big Ten
18,2008-03-03,16,Vanderbilt*,14,2,SEC
18,2008-03-03,17,Indiana*,12,5,Big Ten
18,2008-03-03,18,Michigan State*,15,3,Big Ten
18,2008-03-03,19,Notre Dame*,17,2,Big East
18,2008-03-03,20,Marquette*,21,1,Big East
18,2008-03-03,21,Drake* RT,20,1,MVC
18,2008-03-03,22,Washington State*,22,NC,Pac-10
18,2008-03-03,23,Gonzaga* R,,,WCC
18,2008-03-03,24,Brigham Young* R,25,1,MWC
18,2008-03-03,25,Mississippi State* R,,,SEC
Wk,Date,Rk,School,Prev,Chng,Conf
17,2008-02-25,1,Tennessee* R,2,1,SEC
17,2008-02-25,2,North Carolina* RTF,3,1,ACC
17,2008-02-25,3,Memphis* RTF,1,2,CUSA
17,2008-02-25,4,UCLA* RTF,6,2,Pac-10
17,2008-02-25,5,Texas* R,7,2,Big 12
17,2008-02-25,6,Duke*,4,2,ACC
17,2008-02-25,7,Kansas* RTFN,5,2,Big 12
17,2008-02-25,8,Stanford*,9,1,Pac-10
17,2008-02-25,9,Wisconsin* RT,10,1,Big Ten
17,2008-02-25,10,Georgetown* R,11,1,Big East
17,2008-02-25,11,Xavier* R,12,1,A-10
17,2008-02-25,12,Indiana*,14,2,Big Ten
17,2008-02-25,13,Butler* RT,8,5,Horizon
17,2008-02-25,14,Vanderbilt*,16,2,SEC
17,2008-02-25,15,Michigan State*,17,2,Big Ten
17,2008-02-25,16,Connecticut*,13,3,Big East
