Wk,Date,Rk,School,Prev,Chng,Conf
15,1977-03-08,1,Michigan* R,3,2,Big Ten
15,1977-03-08,2,San Francisco* R,1,1,WCC
15,1977-03-08,3,North Carolina* RTF,5,2,ACC
15,1977-03-08,4,UCLA* R,4,NC,Pac-8
15,1977-03-08,5,Kentucky* R,2,3,SEC
15,1977-03-08,6,Nevada-Las Vegas* RF,6,NC,Ind
15,1977-03-08,7,Arkansas* RT,7,NC,SWC
15,1977-03-08,8,Tennessee* R,10,2,SEC
15,1977-03-08,9,Syracuse*,11,2,Ind
15,1977-03-08,10,Utah* R,,,WAC
15,1977-03-08,11,Kansas State* RT,,,Big 8
15,1977-03-08,12,Cincinnati* T,20,8,Metro
15,1977-03-08,13,Louisville* R,9,4,Metro
15,1977-03-08,14,Marquette* FN,,,Ind
15,1977-03-08,15,Providence*,8,7,Ind
15,1977-03-08,16,Indiana State,16,NC,MVC
15,1977-03-08,17,Minnesota,13,4,Big Ten
15,1977-03-08,18,Alabama,12,6,SEC
15,1977-03-08,19,Detroit Mercy*,17,2,Ind
15,1977-03-08,20,Purdue*,,,Big Ten
Wk,Date,Rk,School,Prev,Chng,Conf
14,1977-03-01,1,San Francisco* R,1,NC,WCC
14,1977-03-01,2,Kentucky* R,2,NC,SEC
14,1977-03-01,3,Michigan* R,3,NC,Big Ten
14,1977-03-01,4,UCLA* R,6,2,Pac-8
14,1977-03-01,5,North Carolina* RTF,8,3,ACC
14,1977-03-01,6,Nevada-Las Vegas* RF,4,2,Ind
14,1977-03-01,7,Arkansas* RT,7,NC,SWC
14,1977-03-01,8,Providence*,12,4,Ind
14,1977-03-01,9,Louisville* R,10,1,Metro
14,1977-03-01,10,Tennessee* R,5,5,SEC
14,1977-03-01,11,Syracuse*,13,2,Ind
14,1977-03-01,12,Alabama,11,1,SEC
14,1977-03-01,13,Minnesota,16,3,Big Ten
14,1977-03-01,14,Wake Forest*,9,5,ACC
14,1977-03-01,15,Arizona*,,,WAC
14,1977-03-01,16,Indiana State,,,MVC
14,1977-03-01,17,Detroit Mercy*,18,1,Ind
14,1977-03-01,18,Houston,19,1,SWC
14,1977-03-01,19,Oral Roberts,19,NC,Ind
14,1977-03-01,20,Cincinnati* T,17,3,Metro
Wk,Date,Rk,School,Prev,Chng,Conf
13,1977-02-22,1,San Francisco* R,1,NC,WCC
13,1977-02-22,2,Kentucky* R,2,NC,SEC
13,1977-02-22,3,Michigan* R,4,1,Big Ten
13,1977-02-22,4,Nevada-Las Vegas* RF,7,3,Ind
13,1977-02-22,5,Tennessee* R,13,8,SEC
13,1977-02-22,6,UCLA* R,3,3,Pac-8
13,1977-02-22,7,Arkansas* RT,10,3,SWC
13,1977-02-22,8,North Carolina* RTF,11,3,ACC
13,1977-02-22,9,Wake Forest*,9,NC,ACC
13,1977-02-22,10,Louisville* R,5,5,Metro
13,1977-02-22,11,Alabama,8,3,SEC
13,1977-02-22,12,Providence*,16,4,Ind
13,1977-02-22,13,Syracuse*,18,5,Ind
13,1977-02-22,14,Utah* R,,,WAC
13,1977-02-22,15,Creighton,,,MVC
13,1977-02-22,16,Minnesota,15,1,Big Ten
13,1977-02-22,17,Cincinnati* T,12,5,Metro
13,1977-02-22,18,Detroit Mercy*,19,1,Ind
13,1977-02-22,19,Houston,,,SWC
13,1977-02-22,19,Oral Roberts,,,Ind
Wk,Date,Rk,School,Prev,Chng,Conf
12,1977-02-15,1,San Francisco* R,1,NC,WCC
12,1977-02-15,2,Kentucky* R,5,3,SEC
12,1977-02-15,3,UCLA* R,2,1,Pac-8
12,1977-02-15,4,Michigan* R,4,NC,Big Ten
12,1977-02-15,5,Louisville* R,3,2,Metro
12,1977-02-15,6,Marquette* FN,7,1,Ind
12,1977-02-15,7,Nevada-Las Vegas* RF,8,1,Ind
12,1977-02-15,8,Alabama,9,1,SEC
12,1977-02-15,9,Wake Forest*,6,3,ACC
12,1977-02-15,10,Arkansas* RT,12,2,SWC
12,1977-02-15,11,North Carolina* RTF,12,1,ACC
12,1977-02-15,12,Cincinnati* T,11,1,Metro
12,1977-02-15,13,Tennessee* R,10,3,SEC
12,1977-02-15,14,Arizona*,14,NC,WAC
12,1977-02-15,15,Minnesota,14,1,Big Ten
12,1977-02-15,16,Providence*,16,NC,Ind
12,1977-02-15,17,Notre Dame*,,,Ind
12,1977-02-15,18,Syracuse*,19,1,Ind
12,1977-02-15,19,Detroit Mercy*,,,Ind
12,1977-02-15,20,Clemson,20,NC,ACC
Wk,Date,Rk,School,Prev,Chng,Conf
11,1977-02-08,1,San Francisco* R,1,NC,WCC
11,1977-02-08,2,UCLA* R,2,NC,Pac-8
11,1977-02-08,3,Louisville* R,7,4,Metro
11,1977-02-08,4,Michigan* R,5,1,Big Ten
11,1977-02-08,5,Kentucky* R,6,1,SEC
11,1977-02-08,6,Wake Forest*,8,2,ACC
11,1977-02-08,7,Marquette* FN,4,3,Ind
11,1977-02-08,8,Nevada-Las Vegas* RF,3,5,Ind
11,1977-02-08,9,Alabama,9,NC,SEC
11,1977-02-08,10,Tennessee* R,10,NC,SEC
11,1977-02-08,11,Cincinnati* T,11,NC,Metro
11,1977-02-08,12,Arkansas* RT,13,1,SWC
11,1977-02-08,12,North Carolina* RTF,12,NC,ACC
11,1977-02-08,14,Minnesota,16,2,Big Ten
11,1977-02-08,14,Arizona*,15,1,WAC
11,1977-02-08,16,Providence*,17,1,Ind
11,1977-02-08,17,Utah* R,20,3,WAC
11,1977-02-08,18,Missouri,19,1,Big 8
11,1977-02-08,19,Syracuse*,,,Ind
11,1977-02-08,20,Clemson,18,2,ACC
Wk,Date,Rk,School,Prev,Chng,Conf
10,1977-02-01,1,San Francisco* R,1,NC,WCC
10,1977-02-01,2,UCLA* R,9,7,Pac-8
10,1977-02-01,3,Nevada-Las Vegas* RF,5,2,Ind
10,1977-02-01,4,Marquette* FN,8,4,Ind
10,1977-02-01,5,Michigan* R,2,3,Big Ten
10,1977-02-01,6,Kentucky* R,7,1,SEC
10,1977-02-01,7,Louisville* R,10,3,Metro
10,1977-02-01,8,Wake Forest*,11,3,ACC
10,1977-02-01,9,Alabama,4,5,SEC
10,1977-02-01,10,Tennessee* R,6,4,SEC
10,1977-02-01,11,Cincinnati* T,12,1,Metro
10,1977-02-01,12,North Carolina* RTF,3,9,ACC
10,1977-02-01,13,Arkansas* RT,16,3,SWC
10,1977-02-01,14,Purdue*,17,3,Big Ten
10,1977-02-01,15,Arizona*,13,2,WAC
10,1977-02-01,16,Minnesota,14,2,Big Ten
