Wk,Date,Rk,School,Prev,Chng,Conf
18,Final,1,Duke* RTF,1,NC,ACC
18,Final,2,Michigan State* RTF,2,NC,Big Ten
18,Final,3,Connecticut* RTFN,3,NC,Big East
18,Final,4,Auburn* R,4,NC,SEC
18,Final,5,Maryland*,5,NC,ACC
18,Final,6,Utah* RT,8,2,WAC
18,Final,7,Stanford* R,6,1,Pac-10
18,Final,8,Kentucky* T,14,6,SEC
18,Final,9,St. John's (NY)*,10,1,Big East
18,Final,10,Miami (FL)*,9,1,Big East
18,Final,11,Cincinnati* R,7,4,CUSA
18,Final,12,Arizona*,13,1,Pac-10
18,Final,13,North Carolina*,15,2,ACC
18,Final,14,Ohio State* F,11,3,Big Ten
18,Final,15,UCLA*,12,3,Pac-10
18,Final,16,College of Charleston* RT,16,NC,Southern
18,Final,17,Arkansas*,22,5,SEC
18,Final,18,Wisconsin*,19,1,Big Ten
18,Final,19,Indiana*,17,2,Big Ten
18,Final,20,Tennessee* R,18,2,SEC
18,Final,21,Iowa*,20,1,Big Ten
18,Final,22,Kansas* T,,,Big 12
18,Final,23,Florida*,21,2,SEC
18,Final,24,Charlotte* T,,,CUSA
18,Final,25,New Mexico*,25,NC,WAC
Wk,Date,Rk,School,Prev,Chng,Conf
17,1999-03-02,1,Duke* RTF,1,NC,ACC
17,1999-03-02,2,Michigan State* RTF,3,1,Big Ten
17,1999-03-02,3,Connecticut* RTFN,4,1,Big East
17,1999-03-02,4,Auburn* R,2,2,SEC
17,1999-03-02,5,Maryland*,5,NC,ACC
17,1999-03-02,6,Stanford* R,6,NC,Pac-10
17,1999-03-02,7,Cincinnati* R,9,2,CUSA
17,1999-03-02,8,Utah* RT,12,4,WAC
17,1999-03-02,9,Miami (FL)*,11,2,Big East
17,1999-03-02,10,St. John's (NY)*,8,2,Big East
17,1999-03-02,11,Ohio State* F,10,1,Big Ten
17,1999-03-02,12,UCLA*,15,3,Pac-10
17,1999-03-02,13,Arizona*,7,6,Pac-10
17,1999-03-02,14,Kentucky* T,13,1,SEC
17,1999-03-02,15,North Carolina*,14,1,ACC
17,1999-03-02,16,College of Charleston* RT,17,1,Southern
17,1999-03-02,17,Indiana*,20,3,Big Ten
17,1999-03-02,18,Tennessee* R,,,SEC
17,1999-03-02,19,Wisconsin*,16,3,Big Ten
17,1999-03-02,20,Iowa*,18,2,Big Ten
17,1999-03-02,21,Florida*,19,2,SEC
17,1999-03-02,22,Arkansas*,,,SEC
17,1999-03-02,23,Minnesota*,,,Big Ten
17,1999-03-02,24,Missouri*,,,Big 12
17,1999-03-02,25,New Mexico*,21,4,WAC
Wk,Date,Rk,School,Prev,Chng,Conf
16,1999-02-23,1,Duke* RTF,1,NC,ACC
16,1999-02-23,2,Auburn* R,3,1,SEC
16,1999-02-23,3,Michigan State* RTF,4,1,Big Ten
16,1999-02-23,4,Connecticut* RTFN,2,2,Big East
16,1999-02-23,5,Maryland*,5,NC,ACC
16,1999-02-23,6,Stanford* R,7,1,Pac-10
16,1999-02-23,7,Arizona*,8,1,Pac-10
16,1999-02-23,8,St. John's (NY)*,10,2,Big East
16,1999-02-23,9,Cincinnati* R,9,NC,CUSA
16,1999-02-23,10,Ohio State* F,11,1,Big Ten
16,1999-02-23,11,Miami (FL)*,15,4,Big East
16,1999-02-23,12,Utah* RT,12,NC,WAC
16,1999-02-23,13,Kentucky* T,6,7,SEC
16,1999-02-23,14,North Carolina*,14,NC,ACC
16,1999-02-23,15,UCLA*,16,1,Pac-10
16,1999-02-23,16,Wisconsin*,13,3,Big Ten
16,1999-02-23,17,College of Charleston* RT,18,1,Southern
16,1999-02-23,18,Iowa*,20,2,Big Ten
16,1999-02-23,19,Florida*,23,4,SEC
16,1999-02-23,20,Indiana*,19,1,Big Ten
16,1999-02-23,21,New Mexico*,24,3,WAC
16,1999-02-23,22,Texas* R,,,Big 12
16,1999-02-23,23,Purdue*,17,6,Big Ten
16,1999-02-23,24,Syracuse*,21,3,Big East
16,1999-02-23,24,Temple* R,,,A-10
Wk,Date,Rk,School,Prev,Chng,Conf
15,1999-02-16,1,Duke* RTF,1,NC,ACC
15,1999-02-16,2,Connecticut* RTFN,2,NC,Big East
15,1999-02-16,3,Auburn* R,3,NC,SEC
15,1999-02-16,4,Michigan State* RTF,5,1,Big Ten
15,1999-02-16,5,Maryland*,7,2,ACC
15,1999-02-16,6,Kentucky* T,8,2,SEC
15,1999-02-16,7,Stanford* R,6,1,Pac-10
15,1999-02-16,8,Arizona*,10,2,Pac-10
15,1999-02-16,9,Cincinnati* R,4,5,CUSA
15,1999-02-16,10,St. John's (NY)*,11,1,Big East
15,1999-02-16,11,Ohio State* F,13,2,Big Ten
15,1999-02-16,12,Utah* RT,14,2,WAC
15,1999-02-16,13,Wisconsin*,15,2,Big Ten
15,1999-02-16,14,North Carolina*,12,2,ACC
15,1999-02-16,15,Miami (FL)*,16,1,Big East
15,1999-02-16,16,UCLA*,9,7,Pac-10
15,1999-02-16,17,Purdue*,21,4,Big Ten
15,1999-02-16,18,College of Charleston* RT,20,2,Southern
15,1999-02-16,19,Indiana*,17,2,Big Ten
15,1999-02-16,20,Iowa*,19,1,Big Ten
15,1999-02-16,21,Syracuse*,18,3,Big East
15,1999-02-16,22,Missouri*,,,Big 12
15,1999-02-16,23,Florida*,23,NC,SEC
15,1999-02-16,24,New Mexico*,25,1,WAC
15,1999-02-16,25,Miami (OH)* R,,,MAC
Wk,Date,Rk,School,Prev,Chng,Conf
14,1999-02-09,1,Duke* RTF,2,1,ACC
14,1999-02-09,2,Connecticut* RTFN,1,1,Big East
14,1999-02-09,3,Auburn* R,6,3,SEC
14,1999-02-09,4,Cincinnati* R,3,1,CUSA
14,1999-02-09,5,Michigan State* RTF,8,3,Big Ten
14,1999-02-09,6,Stanford* R,4,2,Pac-10
14,1999-02-09,7,Maryland*,7,NC,ACC
14,1999-02-09,8,Kentucky* T,5,3,SEC
