Wk,Date,Rk,School,Prev,Chng,Conf
19,Postseason,1,North Carolina* RFN,1,NC,ACC
19,Postseason,2,Illinois* RTF,2,NC,Big Ten
19,Postseason,3,Louisville* RTF,3,NC,CUSA
19,Postseason,4,Michigan State* F,4,NC,Big Ten
19,Postseason,5,Kentucky* R,5,NC,SEC
19,Postseason,6,Arizona* R,6,NC,Pac-10
19,Postseason,7,Duke* T,7,NC,ACC
19,Postseason,8,Oklahoma State* T,8,NC,Big 12
19,Postseason,9,Washington* T,9,NC,Pac-10
19,Postseason,10,Wisconsin*,10,NC,Big Ten
19,Postseason,11,Wake Forest*,11,NC,ACC
19,Postseason,12,West Virginia*,12,NC,Big East
19,Postseason,13,Villanova*,13,NC,Big East
19,Postseason,14,Utah* R,14,NC,MWC
19,Postseason,15,Kansas* R,15,NC,Big 12
19,Postseason,16,Texas Tech*,16,NC,Big 12
19,Postseason,17,Connecticut* R,17,NC,Big East
19,Postseason,18,Gonzaga* RT,18,NC,WCC
19,Postseason,19,Boston College* R,19,NC,Big East
19,Postseason,20,Oklahoma* R,20,NC,Big 12
19,Postseason,21,Syracuse* T,21,NC,Big East
19,Postseason,22,North Carolina State*,22,NC,ACC
19,Postseason,23,Milwaukee* RT,23,NC,Horizon
19,Postseason,24,Florida* T,24,NC,SEC
19,Postseason,25,Cincinnati*,25,NC,CUSA
Wk,Date,Rk,School,Prev,Chng,Conf
18,Postseason,1,North Carolina* RFN,3,2,ACC
18,Postseason,2,Illinois* RTF,1,1,Big Ten
18,Postseason,3,Louisville* RTF,4,1,CUSA
18,Postseason,4,Michigan State* F,15,11,Big Ten
18,Postseason,5,Kentucky* R,5,NC,SEC
18,Postseason,6,Arizona* R,9,3,Pac-10
18,Postseason,7,Duke* T,2,5,ACC
18,Postseason,8,Oklahoma State* T,8,NC,Big 12
18,Postseason,9,Washington* T,7,2,Pac-10
18,Postseason,10,Wisconsin*,19,9,Big Ten
18,Postseason,11,Wake Forest*,6,5,ACC
18,Postseason,12,West Virginia*,,,Big East
18,Postseason,13,Villanova*,22,9,Big East
18,Postseason,14,Utah* R,17,3,MWC
18,Postseason,15,Kansas* R,10,5,Big 12
18,Postseason,16,Texas Tech*,24,8,Big 12
18,Postseason,17,Connecticut* R,14,3,Big East
18,Postseason,18,Gonzaga* RT,11,7,WCC
18,Postseason,19,Boston College* R,12,7,Big East
18,Postseason,20,Oklahoma* R,16,4,Big 12
18,Postseason,21,Syracuse* T,13,8,Big East
18,Postseason,22,North Carolina State*,,,ACC
18,Postseason,23,Milwaukee* RT,,,Horizon
18,Postseason,24,Florida* T,18,6,SEC
18,Postseason,25,Cincinnati*,23,2,CUSA
Wk,Date,Rk,School,Prev,Chng,Conf
17,Final,1,Illinois* RTF,1,NC,Big Ten
17,Final,2,Duke* T,6,4,ACC
17,Final,3,North Carolina* RFN,2,1,ACC
17,Final,4,Louisville* RTF,9,5,CUSA
17,Final,5,Kentucky* R,3,2,SEC
17,Final,6,Wake Forest*,4,2,ACC
17,Final,7,Washington* T,10,3,Pac-10
17,Final,8,Oklahoma State* T,8,NC,Big 12
17,Final,9,Arizona* R,11,2,Pac-10
17,Final,10,Kansas* R,7,3,Big 12
17,Final,11,Gonzaga* RT,13,2,WCC
17,Final,12,Boston College* R,5,7,Big East
17,Final,13,Syracuse* T,14,1,Big East
17,Final,14,Connecticut* R,16,2,Big East
17,Final,15,Michigan State* F,12,3,Big Ten
17,Final,16,Oklahoma* R,20,4,Big 12
17,Final,17,Utah* R,15,2,MWC
17,Final,18,Florida* T,,,SEC
17,Final,19,Wisconsin*,23,4,Big Ten
17,Final,20,Pacific* R,17,3,Big West
17,Final,21,Alabama* R,19,2,SEC
17,Final,22,Villanova*,22,NC,Big East
17,Final,23,Cincinnati*,21,2,CUSA
17,Final,24,Texas Tech*,,,Big 12
17,Final,25,Georgia Tech*,,,ACC
Wk,Date,Rk,School,Prev,Chng,Conf
16,2005-02-28,1,Illinois* RTF,1,NC,Big Ten
16,2005-02-28,2,North Carolina* RFN,2,NC,ACC
16,2005-02-28,3,Kentucky* R,5,2,SEC
16,2005-02-28,4,Wake Forest*,6,2,ACC
16,2005-02-28,5,Boston College* R,3,2,Big East
16,2005-02-28,6,Duke* T,10,4,ACC
16,2005-02-28,7,Kansas* R,7,NC,Big 12
16,2005-02-28,8,Oklahoma State* T,4,4,Big 12
16,2005-02-28,9,Louisville* RTF,11,2,CUSA
16,2005-02-28,10,Washington* T,13,3,Pac-10
16,2005-02-28,11,Arizona* R,8,3,Pac-10
16,2005-02-28,12,Michigan State* F,9,3,Big Ten
16,2005-02-28,13,Gonzaga* RT,16,3,WCC
16,2005-02-28,14,Syracuse* T,15,1,Big East
16,2005-02-28,15,Utah* R,12,3,MWC
16,2005-02-28,16,Connecticut* R,19,3,Big East
16,2005-02-28,17,Pacific* R,18,1,Big West
16,2005-02-28,18,Charlotte*,21,3,CUSA
16,2005-02-28,19,Alabama* R,14,5,SEC
16,2005-02-28,20,Oklahoma* R,23,3,Big 12
16,2005-02-28,21,Cincinnati*,22,1,CUSA
16,2005-02-28,22,Villanova*,24,2,Big East
16,2005-02-28,23,Wisconsin*,20,3,Big Ten
16,2005-02-28,24,Pittsburgh*,17,7,Big East
16,2005-02-28,25,Southern Illinois* R,,,MVC
Wk,Date,Rk,School,Prev,Chng,Conf
15,2005-02-21,1,Illinois* RTF,1,NC,Big Ten
15,2005-02-21,2,North Carolina* RFN,4,2,ACC
15,2005-02-21,3,Boston College* R,6,3,Big East
15,2005-02-21,4,Oklahoma State* T,7,3,Big 12
15,2005-02-21,5,Kentucky* R,3,2,SEC
15,2005-02-21,6,Wake Forest*,5,1,ACC
15,2005-02-21,7,Kansas* R,2,5,Big 12
15,2005-02-21,8,Arizona* R,11,3,Pac-10
15,2005-02-21,9,Michigan State* F,10,1,Big Ten
15,2005-02-21,10,Duke* T,8,2,ACC
15,2005-02-21,11,Louisville* RTF,12,1,CUSA
15,2005-02-21,12,Utah* R,14,2,MWC
15,2005-02-21,13,Washington* T,13,NC,Pac-10
15,2005-02-21,14,Alabama* R,17,3,SEC
15,2005-02-21,15,Syracuse* T,9,6,Big East
15,2005-02-21,16,Gonzaga* RT,16,NC,WCC
15,2005-02-21,17,Pittsburgh*,15,2,Big East
15,2005-02-21,18,Pacific* R,19,1,Big West
15,2005-02-21,19,Connecticut* R,18,1,Big East
15,2005-02-21,20,Wisconsin*,20,NC,Big Ten
15,2005-02-21,21,Charlotte*,23,2,CUSA
15,2005-02-21,22,Cincinnati*,21,1,CUSA
15,2005-02-21,23,Oklahoma* R,22,1,Big 12
15,2005-02-21,24,Villanova*,,,Big East
15,2005-02-21,25,Texas Tech*,25,NC,Big 12
Wk,Date,Rk,School,Prev,Chng,Conf
