Wk,Date,Rk,School,Prev,Chng,Conf
14,1979-03-06,1,Indiana State* RTF,1,NC,MVC
14,1979-03-06,2,UCLA* R,3,1,Pac-10
14,1979-03-06,3,North Carolina* RT,7,4,ACC
14,1979-03-06,4,Michigan State* RFN,4,NC,Big Ten
14,1979-03-06,5,Notre Dame*,2,3,Ind
14,1979-03-06,6,Arkansas* RT,9,3,SWC
14,1979-03-06,7,Duke* R,6,1,ACC
14,1979-03-06,8,DePaul* F,11,3,Ind
14,1979-03-06,9,Louisiana State* R,8,1,SEC
14,1979-03-06,10,Syracuse* R,5,5,Ind
14,1979-03-06,11,Iowa* R,10,1,Big Ten
14,1979-03-06,12,Georgetown*,15,3,Ind
14,1979-03-06,13,Marquette*,12,1,Ind
14,1979-03-06,14,Purdue R,18,4,Big Ten
14,1979-03-06,15,Texas* R,14,1,SWC
14,1979-03-06,16,Temple* RT,13,3,ECC
14,1979-03-06,17,San Francisco* R,19,2,WCC
14,1979-03-06,18,Tennessee* T,,,SEC
14,1979-03-06,19,Louisville* R,16,3,Metro
14,1979-03-06,20,Detroit Mercy*,20,NC,Ind
Wk,Date,Rk,School,Prev,Chng,Conf
13,1979-02-27,1,Indiana State* RTF,2,1,MVC
13,1979-02-27,2,Notre Dame*,3,1,Ind
13,1979-02-27,3,UCLA* R,1,2,Pac-10
13,1979-02-27,4,Michigan State* RFN,8,4,Big Ten
13,1979-02-27,5,Syracuse* R,6,1,Ind
13,1979-02-27,6,Duke* R,7,1,ACC
13,1979-02-27,7,North Carolina* RT,4,3,ACC
13,1979-02-27,8,Louisiana State* R,5,3,SEC
13,1979-02-27,9,Arkansas* RT,12,3,SWC
13,1979-02-27,10,Iowa* R,11,1,Big Ten
13,1979-02-27,11,DePaul* F,20,9,Ind
13,1979-02-27,12,Marquette*,9,3,Ind
13,1979-02-27,13,Temple* RT,15,2,ECC
13,1979-02-27,14,Texas* R,10,4,SWC
13,1979-02-27,15,Georgetown*,16,1,Ind
13,1979-02-27,16,Louisville* R,14,2,Metro
13,1979-02-27,17,Ohio State,13,4,Big Ten
