Wk,Date,Rk,School,Prev,Chng,Conf
18,Final,1,Kansas* RT,1,NC,Big 12
18,Final,2,Utah* RT,3,1,WAC
18,Final,3,Minnesota* RF,2,1,Big Ten
18,Final,4,North Carolina* TF,5,1,ACC
18,Final,5,Kentucky* TF,6,1,SEC
18,Final,6,South Carolina* R,4,2,SEC
18,Final,7,UCLA* R,9,2,Pac-10
18,Final,8,Duke* R,7,1,ACC
18,Final,9,Wake Forest*,8,1,ACC
18,Final,10,Cincinnati* R,10,NC,CUSA
18,Final,11,New Mexico*,14,3,WAC
18,Final,12,Saint Joseph's* RT,19,7,A-10
18,Final,13,Xavier* R,11,2,A-10
18,Final,14,Clemson*,13,1,ACC
18,Final,15,Arizona* FN,12,3,Pac-10
18,Final,16,College of Charleston* RT,17,1,A-Sun
18,Final,17,Georgia*,24,7,SEC
18,Final,18,Iowa State*,16,2,Big 12
18,Final,19,Illinois*,15,4,Big Ten
18,Final,20,Villanova* R,21,1,Big East
18,Final,21,Stanford*,23,2,Pac-10
18,Final,22,Maryland*,22,NC,ACC
18,Final,23,Boston College* RT,,,Big East
18,Final,24,Colorado*,18,6,Big 12
18,Final,25,Louisville*,20,5,CUSA
Wk,Date,Rk,School,Prev,Chng,Conf
17,1997-03-04,1,Kansas* RT,1,NC,Big 12
17,1997-03-04,2,Minnesota* RF,2,NC,Big Ten
17,1997-03-04,3,Utah* RT,4,1,WAC
17,1997-03-04,4,South Carolina* R,6,2,SEC
17,1997-03-04,5,North Carolina* TF,8,3,ACC
17,1997-03-04,6,Kentucky* TF,3,3,SEC
17,1997-03-04,7,Duke* R,7,NC,ACC
17,1997-03-04,8,Wake Forest*,5,3,ACC
17,1997-03-04,9,UCLA* R,10,1,Pac-10
17,1997-03-04,10,Cincinnati* R,9,1,CUSA
17,1997-03-04,11,Xavier* R,14,3,A-10
17,1997-03-04,12,Arizona* FN,15,3,Pac-10
17,1997-03-04,13,Clemson*,12,1,ACC
17,1997-03-04,14,New Mexico*,11,3,WAC
17,1997-03-04,15,Illinois*,21,6,Big Ten
17,1997-03-04,16,Iowa State*,13,3,Big 12
17,1997-03-04,17,College of Charleston* RT,20,3,A-Sun
17,1997-03-04,18,Colorado*,19,1,Big 12
17,1997-03-04,19,Saint Joseph's* RT,23,4,A-10
17,1997-03-04,20,Louisville*,17,3,CUSA
17,1997-03-04,21,Villanova* R,18,3,Big East
17,1997-03-04,22,Maryland*,16,6,ACC
17,1997-03-04,23,Stanford*,25,2,Pac-10
17,1997-03-04,24,Georgia*,,,SEC
