Wk,Date,Rk,School,Prev,Chng,Conf
15,1978-03-06,1,Kentucky* RFN,1,NC,SEC
15,1978-03-06,2,UCLA* R,2,NC,Pac-8
15,1978-03-06,3,Marquette*,3,NC,Ind
15,1978-03-06,4,New Mexico* R,6,2,WAC
15,1978-03-06,5,Michigan State* R,8,3,Big Ten
15,1978-03-06,6,Arkansas* RF,4,2,SWC
15,1978-03-06,7,DePaul* R,7,NC,Ind
15,1978-03-06,8,Kansas* R,5,3,Big 8
15,1978-03-06,9,Duke* TF,17,8,ACC
15,1978-03-06,10,North Carolina* R,9,1,ACC
15,1978-03-06,11,Notre Dame* F,10,1,Ind
15,1978-03-06,12,Florida State* R,11,1,Metro
15,1978-03-06,13,San Francisco* R,,,WCC
15,1978-03-06,14,Louisville* T,,,Metro
15,1978-03-06,15,Indiana*,19,4,Big Ten
15,1978-03-06,16,Houston* T,,,SWC
15,1978-03-06,17,Utah State,,,Ind
15,1978-03-06,18,Utah*,13,5,WAC
15,1978-03-06,19,Texas R,12,7,SWC
15,1978-03-06,20,Georgetown,14,6,Ind
Wk,Date,Rk,School,Prev,Chng,Conf
14,1978-02-28,1,Kentucky* RFN,2,1,SEC
14,1978-02-28,2,UCLA* R,3,1,Pac-8
14,1978-02-28,3,Marquette*,1,2,Ind
14,1978-02-28,4,Arkansas* RF,4,NC,SWC
14,1978-02-28,5,Kansas* R,6,1,Big 8
14,1978-02-28,6,New Mexico* R,5,1,WAC
14,1978-02-28,7,DePaul* R,7,NC,Ind
14,1978-02-28,8,Michigan State* R,9,1,Big Ten
14,1978-02-28,9,North Carolina* R,8,1,ACC
14,1978-02-28,10,Notre Dame* F,12,2,Ind
14,1978-02-28,11,Florida State* R,10,1,Metro
14,1978-02-28,12,Texas R,12,NC,SWC
14,1978-02-28,13,Utah*,17,4,WAC
14,1978-02-28,14,Georgetown,16,2,Ind
14,1978-02-28,14,Syracuse*,14,NC,Ind
14,1978-02-28,16,Providence*,11,5,Ind
14,1978-02-28,17,Duke* TF,14,3,ACC
14,1978-02-28,18,Georgia Tech,,,Metro
14,1978-02-28,19,Indiana*,19,NC,Big Ten
14,1978-02-28,19,St. John's (NY)*,,,NJNY7
Wk,Date,Rk,School,Prev,Chng,Conf
