Wk,Date,Rk,School,Prev,Chng,Conf
16,Final,1,UCLA* RFN,1,NC,Pac-8
16,Final,2,North Carolina State RT,2,NC,ACC
16,Final,3,Long Beach State* R,3,NC,PCAA
16,Final,4,Marquette*,5,1,Ind
16,Final,5,Providence* RF,6,1,Ind
16,Final,6,Indiana* RF,10,4,Big Ten
16,Final,7,Louisiana-Lafayette*,12,5,Southland
16,Final,7,Kansas State* R,8,1,Big 8
16,Final,9,Minnesota,4,5,Big Ten
16,Final,10,Maryland*,13,3,ACC
16,Final,11,Memphis* RF,11,NC,MVC
16,Final,12,North Carolina,7,5,ACC
16,Final,13,Arizona State* R,16,3,WAC
16,Final,14,Syracuse*,14,NC,Ind
16,Final,15,Kentucky* R,,,SEC
16,Final,16,South Carolina*,,,Ind
16,Final,17,Missouri,15,2,Big 8
16,Final,18,Houston*,9,9,Ind
16,Final,19,Weber State* R,19,NC,Big Sky
16,Final,20,Pennsylvania* R,,,Ivy
Wk,Date,Rk,School,Prev,Chng,Conf
15,1973-03-06,1,UCLA* RFN,1,NC,Pac-8
15,1973-03-06,2,North Carolina State RT,2,NC,ACC
15,1973-03-06,3,Long Beach State* R,5,2,PCAA
15,1973-03-06,4,Minnesota,3,1,Big Ten
15,1973-03-06,5,Marquette*,4,1,Ind
15,1973-03-06,6,Providence* RF,6,NC,Ind
15,1973-03-06,7,North Carolina,7,NC,ACC
15,1973-03-06,8,Kansas State* R,8,NC,Big 8
15,1973-03-06,9,Houston*,9,NC,Ind
15,1973-03-06,10,Indiana* RF,13,3,Big Ten
15,1973-03-06,11,Memphis* RF,10,1,MVC
15,1973-03-06,12,Louisiana-Lafayette*,12,NC,Southland
15,1973-03-06,13,Maryland*,11,2,ACC
15,1973-03-06,14,Syracuse*,,,Ind
15,1973-03-06,15,Missouri,15,NC,Big 8
15,1973-03-06,16,Arizona State* R,,,WAC
15,1973-03-06,17,St. John's (NY)*,,,Ind
15,1973-03-06,18,New Mexico,14,4,WAC
15,1973-03-06,19,Weber State* R,15,4,Big Sky
15,1973-03-06,20,Saint Joseph's* R,19,1,Mid-Atl
Wk,Date,Rk,School,Prev,Chng,Conf
14,1973-02-27,1,UCLA* RFN,1,NC,Pac-8
14,1973-02-27,2,North Carolina State RT,2,NC,ACC
14,1973-02-27,3,Minnesota,4,1,Big Ten
14,1973-02-27,4,Marquette*,5,1,Ind
14,1973-02-27,5,Long Beach State* R,3,2,PCAA
14,1973-02-27,6,Providence* RF,8,2,Ind
14,1973-02-27,7,North Carolina,6,1,ACC
14,1973-02-27,8,Kansas State* R,7,1,Big 8
14,1973-02-27,9,Houston*,10,1,Ind
14,1973-02-27,10,Memphis* RF,11,1,MVC
14,1973-02-27,11,Maryland*,9,2,ACC
14,1973-02-27,12,Louisiana-Lafayette*,15,3,Southland
14,1973-02-27,13,Indiana* RF,14,1,Big Ten
14,1973-02-27,14,New Mexico,12,2,WAC
14,1973-02-27,15,Missouri,,,Big 8
14,1973-02-27,15,Weber State* R,,,Big Sky
14,1973-02-27,17,San Francisco* R,17,NC,WCC
14,1973-02-27,17,Tennessee,,,SEC
14,1973-02-27,19,Jacksonville*,,,Ind
14,1973-02-27,19,Saint Joseph's* R,,,Mid-Atl
14,1973-02-27,19,South Carolina*,19,NC,Ind
Wk,Date,Rk,School,Prev,Chng,Conf
13,1973-02-20,1,UCLA* RFN,1,NC,Pac-8
13,1973-02-20,2,North Carolina State RT,2,NC,ACC
13,1973-02-20,3,Long Beach State* R,3,NC,PCAA
13,1973-02-20,4,Minnesota,4,NC,Big Ten
13,1973-02-20,5,Marquette*,5,NC,Ind
13,1973-02-20,6,North Carolina,6,NC,ACC
13,1973-02-20,7,Kansas State* R,9,2,Big 8
13,1973-02-20,8,Providence* RF,11,3,Ind
13,1973-02-20,9,Maryland*,7,2,ACC
13,1973-02-20,10,Houston*,8,2,Ind
13,1973-02-20,11,Memphis* RF,15,4,MVC
13,1973-02-20,12,New Mexico,18,6,WAC
13,1973-02-20,13,St. John's (NY)*,13,NC,Ind
13,1973-02-20,14,Indiana* RF,10,4,Big Ten
13,1973-02-20,15,Louisiana-Lafayette*,17,2,Southland
13,1973-02-20,16,Alabama,,,SEC
13,1973-02-20,17,Louisville,,,MVC
13,1973-02-20,17,San Francisco* R,,,WCC
13,1973-02-20,19,Oral Roberts,,,Ind
13,1973-02-20,19,South Carolina*,,,Ind
Wk,Date,Rk,School,Prev,Chng,Conf
12,1973-02-13,1,UCLA* RFN,1,NC,Pac-8
