Wk,Date,Rk,School,Prev,Chng,Conf
21,Final,1,Connecticut* FN,19,18,AAC
21,Final,2,Kentucky* F,22,20,SEC
21,Final,3,Florida* RTF,1,2,SEC
21,Final,4,Wisconsin* F,15,11,Big Ten
21,Final,5,Arizona* R,5,NC,Pac-12
21,Final,6,Michigan* R,8,2,Big Ten
21,Final,7,Wichita State* RT,2,5,MVC
21,Final,8,Michigan State* T,13,5,Big Ten
21,Final,9,Louisville* RT,3,6,AAC
21,Final,10,Virginia* RT,4,6,ACC
21,Final,11,Iowa State* T,9,2,Big 12
21,Final,12,San Diego State* R,11,1,MWC
21,Final,13,Villanova* R,7,6,Big East
21,Final,14,Kansas* R,10,4,Big 12
21,Final,15,UCLA* T,23,8,Pac-12
21,Final,16,Duke*,6,10,ACC
21,Final,17,Syracuse*,12,5,ACC
21,Final,18,Baylor*,,,Big 12
21,Final,19,Dayton*,,,A-10
21,Final,20,Creighton*,16,4,Big East
21,Final,21,North Carolina*,18,3,ACC
21,Final,22,Cincinnati* R,14,8,AAC
21,Final,23,Tennessee*,,,SEC
21,Final,24,Stanford*,,,Pac-12
21,Final,25,Saint Louis* R,21,4,A-10
Wk,Date,Rk,School,Prev,Chng,Conf
20,Postseason,1,Florida* RTF,1,NC,SEC
20,Postseason,2,Wichita State* RT,2,NC,MVC
20,Postseason,3,Louisville* RT,5,2,AAC
20,Postseason,4,Virginia* RT,8,4,ACC
20,Postseason,5,Arizona* R,4,1,Pac-12
20,Postseason,6,Duke*,6,NC,ACC
20,Postseason,7,Villanova* R,3,4,Big East
20,Postseason,8,Michigan* R,9,1,Big Ten
20,Postseason,9,Iowa State* T,16,7,Big 12
20,Postseason,10,Kansas* R,10,NC,Big 12
20,Postseason,11,San Diego State* R,7,4,MWC
20,Postseason,12,Syracuse*,11,1,ACC
20,Postseason,13,Michigan State* T,22,9,Big Ten
20,Postseason,14,Cincinnati* R,12,2,AAC
20,Postseason,15,Wisconsin* F,13,2,Big Ten
20,Postseason,16,Creighton*,14,2,Big East
20,Postseason,17,New Mexico* T,20,3,MWC
20,Postseason,18,North Carolina*,15,3,ACC
20,Postseason,19,Connecticut* FN,21,2,AAC
20,Postseason,20,Oklahoma*,18,2,Big 12
20,Postseason,21,Saint Louis* R,17,4,A-10
20,Postseason,22,Kentucky* F,,,SEC
20,Postseason,23,UCLA* T,,,Pac-12
20,Postseason,24,Ohio State*,24,NC,Big Ten
20,Postseason,25,Virginia Commonwealth*,25,NC,A-10
Wk,Date,Rk,School,Prev,Chng,Conf
