Wk,Date,Rk,School,Prev,Chng,Conf
16,Final,1,UCLA* RFN,1,NC,Pac-8
16,Final,2,North Carolina State RT,2,NC,ACC
16,Final,3,Long Beach State* R,4,1,PCAA
16,Final,4,Providence* RF,5,1,Ind
16,Final,5,Marquette*,6,1,Ind
16,Final,6,Indiana* RF,9,3,Big Ten
16,Final,7,Louisiana-Lafayette*,14,7,Southland
16,Final,8,Maryland*,10,2,ACC
16,Final,9,Kansas State* R,11,2,Big 8
16,Final,10,Minnesota,3,7,Big Ten
16,Final,11,North Carolina,8,3,ACC
16,Final,12,Memphis* RF,15,3,MVC
16,Final,13,Houston*,7,6,Ind
16,Final,14,Syracuse*,13,1,Ind
16,Final,15,Missouri,12,3,Big 8
16,Final,16,Arizona State* R,,,WAC
16,Final,17,Kentucky* R,19,2,SEC
16,Final,18,Pennsylvania* R,,,Ivy
16,Final,19,Austin Peay* R,,,OVC
16,Final,20,San Francisco* R,19,1,WCC
Wk,Date,Rk,School,Prev,Chng,Conf
15,1973-03-06,1,UCLA* RFN,1,NC,Pac-8
15,1973-03-06,2,North Carolina State RT,2,NC,ACC
15,1973-03-06,3,Minnesota,3,NC,Big Ten
15,1973-03-06,4,Long Beach State* R,4,NC,PCAA
15,1973-03-06,5,Providence* RF,6,1,Ind
15,1973-03-06,6,Marquette*,5,1,Ind
15,1973-03-06,7,Houston*,8,1,Ind
15,1973-03-06,8,North Carolina,7,1,ACC
15,1973-03-06,9,Indiana* RF,12,3,Big Ten
15,1973-03-06,10,Maryland*,9,1,ACC
15,1973-03-06,11,Kansas State* R,16,5,Big 8
15,1973-03-06,12,Missouri,13,1,Big 8
15,1973-03-06,13,Syracuse*,14,1,Ind
15,1973-03-06,14,Louisiana-Lafayette*,11,3,Southland
15,1973-03-06,15,Memphis* RF,10,5,MVC
15,1973-03-06,16,Jacksonville*,18,2,Ind
15,1973-03-06,17,St. John's (NY)*,17,NC,Ind
15,1973-03-06,18,Saint Joseph's* R,,,Mid-Atl
15,1973-03-06,19,Kentucky* R,,,SEC
15,1973-03-06,19,San Francisco* R,,,WCC
Wk,Date,Rk,School,Prev,Chng,Conf
14,1973-02-27,1,UCLA* RFN,1,NC,Pac-8
14,1973-02-27,2,North Carolina State RT,2,NC,ACC
14,1973-02-27,3,Minnesota,4,1,Big Ten
14,1973-02-27,4,Long Beach State* R,3,1,PCAA
14,1973-02-27,5,Marquette*,5,NC,Ind
14,1973-02-27,6,Providence* RF,7,1,Ind
14,1973-02-27,7,North Carolina,6,1,ACC
14,1973-02-27,8,Houston*,9,1,Ind
14,1973-02-27,9,Maryland*,8,1,ACC
14,1973-02-27,10,Memphis* RF,14,4,MVC
14,1973-02-27,11,Louisiana-Lafayette*,12,1,Southland
14,1973-02-27,12,Indiana* RF,10,2,Big Ten
14,1973-02-27,13,Missouri,16,3,Big 8
14,1973-02-27,14,Syracuse*,,,Ind
14,1973-02-27,15,New Mexico,15,NC,WAC
14,1973-02-27,16,Kansas State* R,13,3,Big 8
14,1973-02-27,17,St. John's (NY)*,11,6,Ind
14,1973-02-27,18,Jacksonville*,20,2,Ind
14,1973-02-27,19,South Carolina*,,,Ind
14,1973-02-27,20,Purdue,17,3,Big Ten
Wk,Date,Rk,School,Prev,Chng,Conf
13,1973-02-20,1,UCLA* RFN,1,NC,Pac-8
13,1973-02-20,2,North Carolina State RT,2,NC,ACC
13,1973-02-20,3,Long Beach State* R,3,NC,PCAA
13,1973-02-20,4,Minnesota,4,NC,Big Ten
13,1973-02-20,5,Marquette*,5,NC,Ind
13,1973-02-20,6,North Carolina,6,NC,ACC
13,1973-02-20,7,Providence* RF,8,1,Ind
13,1973-02-20,8,Maryland*,10,2,ACC
13,1973-02-20,9,Houston*,7,2,Ind
13,1973-02-20,10,Indiana* RF,11,1,Big Ten
13,1973-02-20,11,St. John's (NY)*,9,2,Ind
13,1973-02-20,12,Louisiana-Lafayette*,14,2,Southland
13,1973-02-20,13,Kansas State* R,15,2,Big 8
13,1973-02-20,14,Memphis* RF,16,2,MVC
13,1973-02-20,15,New Mexico,18,3,WAC
13,1973-02-20,16,Missouri,12,4,Big 8
13,1973-02-20,17,Purdue,,,Big Ten
13,1973-02-20,18,Alabama,17,1,SEC
13,1973-02-20,19,Virginia Tech,19,NC,Ind
13,1973-02-20,20,Jacksonville*,13,7,Ind
Wk,Date,Rk,School,Prev,Chng,Conf
12,1973-02-13,1,UCLA* RFN,1,NC,Pac-8
12,1973-02-13,2,North Carolina State RT,2,NC,ACC
