Wk,Date,Rk,School,Prev,Chng,Conf
19,Final,1,Kansas* RT,1,NC,Big 12
19,Final,2,Kentucky* RT,2,NC,SEC
19,Final,3,Duke* RTFN,4,1,ACC
19,Final,4,Syracuse* R,3,1,Big East
19,Final,5,Ohio State* RT,5,NC,Big Ten
19,Final,6,West Virginia* TF,7,1,Big East
19,Final,7,Kansas State*,9,2,Big 12
19,Final,8,New Mexico* R,8,NC,MWC
19,Final,9,Villanova*,10,1,Big East
19,Final,10,Purdue* R,6,4,Big Ten
19,Final,11,Butler* RTF,12,1,Horizon
19,Final,12,Temple* RT,17,5,A-10
19,Final,13,Michigan State* RF,11,2,Big Ten
19,Final,14,Georgetown*,22,8,Big East
19,Final,15,Tennessee*,15,NC,SEC
19,Final,16,Wisconsin*,13,3,Big Ten
19,Final,17,Brigham Young*,14,3,MWC
19,Final,18,Pittsburgh*,16,2,Big East
19,Final,19,Baylor*,21,2,Big 12
19,Final,20,Maryland* R,19,1,ACC
19,Final,21,Vanderbilt*,20,1,SEC
19,Final,22,Gonzaga* R,18,4,WCC
19,Final,23,Texas A&M*,23,NC,Big 12
19,Final,24,Richmond*,,,A-10
19,Final,25,Xavier* R,24,1,A-10
Wk,Date,Rk,School,Prev,Chng,Conf
18,2010-03-08,1,Kansas* RT,2,1,Big 12
18,2010-03-08,2,Kentucky* RT,3,1,SEC
18,2010-03-08,3,Syracuse* R,1,2,Big East
18,2010-03-08,4,Duke* RTFN,4,NC,ACC
18,2010-03-08,5,Ohio State* RT,6,1,Big Ten
18,2010-03-08,6,Purdue* R,7,1,Big Ten
18,2010-03-08,7,West Virginia* TF,10,3,Big East
18,2010-03-08,8,New Mexico* R,8,NC,MWC
18,2010-03-08,9,Kansas State*,5,4,Big 12
18,2010-03-08,10,Villanova*,9,1,Big East
18,2010-03-08,11,Michigan State* RF,11,NC,Big Ten
18,2010-03-08,12,Butler* RTF,12,NC,Horizon
18,2010-03-08,13,Wisconsin*,15,2,Big Ten
18,2010-03-08,14,Brigham Young*,14,NC,MWC
18,2010-03-08,15,Tennessee*,16,1,SEC
18,2010-03-08,16,Pittsburgh*,17,1,Big East
18,2010-03-08,17,Temple* RT,20,3,A-10
18,2010-03-08,18,Gonzaga* R,18,NC,WCC
18,2010-03-08,19,Maryland* R,22,3,ACC
18,2010-03-08,20,Vanderbilt*,13,7,SEC
18,2010-03-08,21,Baylor*,21,NC,Big 12
18,2010-03-08,22,Georgetown*,19,3,Big East
18,2010-03-08,23,Texas A&M*,23,NC,Big 12
18,2010-03-08,24,Xavier* R,25,1,A-10
18,2010-03-08,25,Texas-El Paso* R,24,1,CUSA
Wk,Date,Rk,School,Prev,Chng,Conf
17,2010-03-01,1,Syracuse* R,4,3,Big East
17,2010-03-01,2,Kansas* RT,1,1,Big 12
17,2010-03-01,3,Kentucky* RT,2,1,SEC
17,2010-03-01,4,Duke* RTFN,5,1,ACC
17,2010-03-01,5,Kansas State*,6,1,Big 12
17,2010-03-01,6,Ohio State* RT,9,3,Big Ten
17,2010-03-01,7,Purdue* R,3,4,Big Ten
17,2010-03-01,8,New Mexico* R,10,2,MWC
17,2010-03-01,9,Villanova*,7,2,Big East
17,2010-03-01,10,West Virginia* TF,8,2,Big East
17,2010-03-01,11,Michigan State* RF,14,3,Big Ten
17,2010-03-01,12,Butler* RTF,15,3,Horizon
17,2010-03-01,13,Vanderbilt*,16,3,SEC
17,2010-03-01,14,Brigham Young*,13,1,MWC
17,2010-03-01,15,Wisconsin*,17,2,Big Ten
17,2010-03-01,16,Tennessee*,19,3,SEC
17,2010-03-01,17,Pittsburgh*,12,5,Big East
17,2010-03-01,18,Gonzaga* R,18,NC,WCC
17,2010-03-01,19,Georgetown*,11,8,Big East
17,2010-03-01,20,Temple* RT,20,NC,A-10
17,2010-03-01,21,Baylor*,24,3,Big 12
