Wk,Date,Rk,School,Prev,Chng,Conf
17,Final,1,Nevada-Las Vegas* RTF,1,NC,Big West
17,Final,2,Arkansas* RT,5,3,SWC
17,Final,3,Indiana* R,3,NC,Big Ten
17,Final,4,North Carolina* TF,7,3,ACC
17,Final,5,Ohio State* R,2,3,Big Ten
17,Final,6,Duke* RFN,6,NC,ACC
17,Final,7,Syracuse* R,4,3,Big East
17,Final,8,Arizona* R,9,1,Pac-10
17,Final,9,Kentucky,10,1,SEC
17,Final,10,Utah* R,8,2,WAC
17,Final,11,Nebraska*,13,2,Big 8
17,Final,12,Kansas* RF,12,NC,Big 8
17,Final,13,Seton Hall* T,21,8,Big East
17,Final,14,Oklahoma State* R,14,NC,Big 8
17,Final,15,New Mexico State*,11,4,Big West
17,Final,16,UCLA*,17,1,Pac-10
17,Final,17,East Tennessee State* RT,15,2,Southern
17,Final,18,Princeton* R,19,1,Ivy
17,Final,19,Alabama* T,24,5,SEC
17,Final,20,St. John's (NY)*,20,NC,Big East
17,Final,21,Mississippi State* R,18,3,SEC
17,Final,22,Louisiana State* R,16,6,SEC
17,Final,23,Texas*,23,NC,SWC
17,Final,24,DePaul* R,25,1,Ind
17,Final,25,Southern Mississippi* R,22,3,Metro
Wk,Date,Rk,School,Prev,Chng,Conf
16,1991-03-05,1,Nevada-Las Vegas* RTF,1,NC,Big West
16,1991-03-05,2,Ohio State* R,2,NC,Big Ten
16,1991-03-05,3,Indiana* R,5,2,Big Ten
16,1991-03-05,4,Syracuse* R,6,2,Big East
16,1991-03-05,5,Arkansas* RT,3,2,SWC
16,1991-03-05,6,Duke* RFN,8,2,ACC
16,1991-03-05,7,North Carolina* TF,4,3,ACC
16,1991-03-05,8,Utah* R,9,1,WAC
16,1991-03-05,9,Arizona* R,7,2,Pac-10
16,1991-03-05,10,Kentucky,13,3,SEC
16,1991-03-05,11,New Mexico State*,11,NC,Big West
16,1991-03-05,12,Kansas* RF,10,2,Big 8
16,1991-03-05,13,Nebraska*,15,2,Big 8
16,1991-03-05,14,Oklahoma State* R,12,2,Big 8
16,1991-03-05,15,East Tennessee State* RT,19,4,Southern
16,1991-03-05,16,Louisiana State* R,18,2,SEC
16,1991-03-05,17,UCLA*,16,1,Pac-10
16,1991-03-05,18,Mississippi State* R,23,5,SEC
16,1991-03-05,19,Princeton* R,21,2,Ivy
16,1991-03-05,20,St. John's (NY)*,17,3,Big East
16,1991-03-05,21,Seton Hall* T,20,1,Big East
16,1991-03-05,22,Southern Mississippi* R,14,8,Metro
16,1991-03-05,23,Texas*,,,SWC
16,1991-03-05,24,Alabama* T,24,NC,SEC
16,1991-03-05,25,DePaul* R,,,Ind
Wk,Date,Rk,School,Prev,Chng,Conf
15,1991-02-26,1,Nevada-Las Vegas* RTF,1,NC,Big West
15,1991-02-26,2,Ohio State* R,2,NC,Big Ten
15,1991-02-26,3,Arkansas* RT,3,NC,SWC
15,1991-02-26,4,North Carolina* TF,6,2,ACC
15,1991-02-26,5,Indiana* R,4,1,Big Ten
15,1991-02-26,6,Syracuse* R,5,1,Big East
15,1991-02-26,7,Arizona* R,9,2,Pac-10
15,1991-02-26,8,Duke* RFN,7,1,ACC
15,1991-02-26,9,Utah* R,10,1,WAC
15,1991-02-26,10,Kansas* RF,8,2,Big 8
15,1991-02-26,11,New Mexico State*,15,4,Big West
15,1991-02-26,12,Oklahoma State* R,16,4,Big 8
15,1991-02-26,13,Kentucky,12,1,SEC
15,1991-02-26,14,Southern Mississippi* R,11,3,Metro
15,1991-02-26,15,Nebraska*,14,1,Big 8
15,1991-02-26,16,UCLA*,17,1,Pac-10
15,1991-02-26,17,St. John's (NY)*,18,1,Big East
15,1991-02-26,18,Louisiana State* R,19,1,SEC
15,1991-02-26,19,East Tennessee State* RT,13,6,Southern
15,1991-02-26,20,Seton Hall* T,24,4,Big East
15,1991-02-26,21,Princeton* R,23,2,Ivy
15,1991-02-26,22,Pittsburgh*,22,NC,Big East
15,1991-02-26,23,Mississippi State* R,21,2,SEC
15,1991-02-26,24,Alabama* T,,,SEC
15,1991-02-26,25,Virginia*,20,5,ACC
Wk,Date,Rk,School,Prev,Chng,Conf
14,1991-02-19,1,Nevada-Las Vegas* RTF,1,NC,Big West
14,1991-02-19,2,Ohio State* R,2,NC,Big Ten
14,1991-02-19,3,Arkansas* RT,3,NC,SWC
14,1991-02-19,4,Indiana* R,4,NC,Big Ten
14,1991-02-19,5,Syracuse* R,7,2,Big East
14,1991-02-19,6,North Carolina* TF,8,2,ACC
14,1991-02-19,7,Duke* RFN,5,2,ACC
14,1991-02-19,8,Kansas* RF,11,3,Big 8
14,1991-02-19,9,Arizona* R,6,3,Pac-10
14,1991-02-19,10,Utah* R,14,4,WAC
14,1991-02-19,11,Southern Mississippi* R,9,2,Metro
14,1991-02-19,12,Kentucky,16,4,SEC
14,1991-02-19,13,East Tennessee State* RT,10,3,Southern
14,1991-02-19,14,Nebraska*,17,3,Big 8
14,1991-02-19,15,New Mexico State*,12,3,Big West
14,1991-02-19,16,Oklahoma State* R,21,5,Big 8
14,1991-02-19,17,UCLA*,15,2,Pac-10
14,1991-02-19,18,St. John's (NY)*,13,5,Big East
14,1991-02-19,19,Louisiana State* R,20,1,SEC
14,1991-02-19,20,Virginia*,19,1,ACC
14,1991-02-19,21,Mississippi State* R,23,2,SEC
