Wk,Date,Rk,School,Prev,Chng,Conf
15,Final,1,North Carolina* RTFN,1,NC,ACC
15,Final,2,DePaul* R,2,NC,Ind
15,Final,3,Virginia* R,3,NC,ACC
15,Final,4,Oregon State* R,4,NC,Pac-10
15,Final,5,Missouri* RT,5,NC,Big 8
15,Final,6,Minnesota* R,7,1,Big Ten
15,Final,7,Georgetown* TF,8,1,Big East
15,Final,8,Idaho* RT,6,2,Big Sky
15,Final,9,Memphis* RT,11,2,Metro
15,Final,10,Fresno State* RT,9,1,PCAA
15,Final,11,Tulsa* T,14,3,MVC
15,Final,12,Alabama* T,,,SEC
15,Final,13,Arkansas* RT,15,2,SWC
15,Final,14,Kentucky* R,12,2,SEC
15,Final,15,Wyoming* R,17,2,WAC
15,Final,16,Iowa*,10,6,Big Ten
15,Final,17,West Virginia* R,13,4,EAA
15,Final,18,Kansas State*,16,2,Big 8
15,Final,19,Wake Forest*,18,1,ACC
15,Final,20,Louisville* F,18,2,Metro
Wk,Date,Rk,School,Prev,Chng,Conf
14,1982-03-02,1,North Carolina* RTFN,2,1,ACC
14,1982-03-02,2,DePaul* R,3,1,Ind
14,1982-03-02,3,Virginia* R,1,2,ACC
14,1982-03-02,4,Oregon State* R,4,NC,Pac-10
14,1982-03-02,5,Missouri* RT,5,NC,Big 8
14,1982-03-02,6,Idaho* RT,8,2,Big Sky
14,1982-03-02,7,Minnesota* R,14,7,Big Ten
14,1982-03-02,8,Georgetown* TF,11,3,Big East
14,1982-03-02,9,Fresno State* RT,12,3,PCAA
14,1982-03-02,10,Iowa*,7,3,Big Ten
14,1982-03-02,11,Memphis* RT,13,2,Metro
14,1982-03-02,12,Kentucky* R,9,3,SEC
14,1982-03-02,13,West Virginia* R,6,7,EAA
14,1982-03-02,14,Tulsa* T,10,4,MVC
14,1982-03-02,15,Arkansas* RT,15,NC,SWC
14,1982-03-02,16,Kansas State*,19,3,Big 8
14,1982-03-02,17,Wyoming* R,,,WAC
14,1982-03-02,18,Louisville* F,,,Metro
14,1982-03-02,18,Wake Forest*,20,2,ACC
14,1982-03-02,20,Pepperdine* R,,,WCC
14,1982-03-02,20,Tennessee* R,18,2,SEC
Wk,Date,Rk,School,Prev,Chng,Conf
13,1982-02-23,1,Virginia* R,1,NC,ACC
13,1982-02-23,2,North Carolina* RTFN,2,NC,ACC
13,1982-02-23,3,DePaul* R,3,NC,Ind
13,1982-02-23,4,Oregon State* R,5,1,Pac-10
13,1982-02-23,5,Missouri* RT,4,1,Big 8
13,1982-02-23,6,West Virginia* R,10,4,EAA
13,1982-02-23,7,Iowa*,6,1,Big Ten
13,1982-02-23,8,Idaho* RT,11,3,Big Sky
13,1982-02-23,9,Kentucky* R,9,NC,SEC
13,1982-02-23,10,Tulsa* T,7,3,MVC
13,1982-02-23,11,Georgetown* TF,12,1,Big East
13,1982-02-23,12,Fresno State* RT,14,2,PCAA
13,1982-02-23,13,Memphis* RT,13,NC,Metro
