Wk,Date,Rk,School,Prev,Chng,Conf
17,Final,1,Michigan* R,1,NC,Big Ten
17,Final,2,UCLA* R,2,NC,Pac-8
17,Final,3,Kentucky* R,6,3,SEC
17,Final,4,Nevada-Las Vegas* RF,5,1,Ind
17,Final,5,North Carolina* RTF,4,1,ACC
17,Final,6,Syracuse*,10,4,Ind
17,Final,7,Marquette* FN,16,9,Ind
17,Final,8,San Francisco* R,3,5,WCC
17,Final,9,Wake Forest*,,,ACC
17,Final,10,Notre Dame*,15,5,Ind
17,Final,11,Alabama,12,1,SEC
17,Final,12,Detroit Mercy*,17,5,Ind
17,Final,13,Minnesota,9,4,Big Ten
17,Final,14,Utah* R,19,5,WAC
17,Final,15,Tennessee* R,7,8,SEC
17,Final,16,Kansas State* RT,,,Big 8
17,Final,17,Charlotte* RTF,18,1,Sun Belt
17,Final,18,Arkansas* RT,8,10,SWC
17,Final,19,Louisville* R,14,5,Metro
17,Final,20,Virginia Military Institute* RT,,,Southern
Wk,Date,Rk,School,Prev,Chng,Conf
16,1977-03-08,1,Michigan* R,3,2,Big Ten
16,1977-03-08,2,UCLA* R,4,2,Pac-8
16,1977-03-08,3,San Francisco* R,1,2,WCC
16,1977-03-08,4,North Carolina* RTF,6,2,ACC
16,1977-03-08,5,Nevada-Las Vegas* RF,5,NC,Ind
16,1977-03-08,6,Kentucky* R,2,4,SEC
16,1977-03-08,7,Tennessee* R,11,4,SEC
16,1977-03-08,8,Arkansas* RT,7,1,SWC
16,1977-03-08,9,Minnesota,9,NC,Big Ten
16,1977-03-08,10,Syracuse*,13,3,Ind
16,1977-03-08,11,Cincinnati* T,14,3,Metro
16,1977-03-08,12,Alabama,12,NC,SEC
16,1977-03-08,13,Providence*,8,5,Ind
16,1977-03-08,14,Louisville* R,10,4,Metro
16,1977-03-08,15,Notre Dame*,,,Ind
16,1977-03-08,16,Marquette* FN,19,3,Ind
16,1977-03-08,17,Detroit Mercy*,15,2,Ind
16,1977-03-08,18,Charlotte* RTF,,,Sun Belt
16,1977-03-08,19,Utah* R,20,1,WAC
16,1977-03-08,20,Arizona*,17,3,WAC
Wk,Date,Rk,School,Prev,Chng,Conf
15,1977-03-01,1,San Francisco* R,1,NC,WCC
15,1977-03-01,2,Kentucky* R,2,NC,SEC
15,1977-03-01,3,Michigan* R,3,NC,Big Ten
15,1977-03-01,4,UCLA* R,5,1,Pac-8
15,1977-03-01,5,Nevada-Las Vegas* RF,4,1,Ind
15,1977-03-01,6,North Carolina* RTF,9,3,ACC
15,1977-03-01,7,Arkansas* RT,6,1,SWC
15,1977-03-01,8,Providence*,12,4,Ind
15,1977-03-01,9,Minnesota,13,4,Big Ten
15,1977-03-01,10,Louisville* R,10,NC,Metro
15,1977-03-01,11,Tennessee* R,7,4,SEC
15,1977-03-01,12,Alabama,8,4,SEC
