Wk,Date,Rk,School,Prev,Chng,Conf
14,1975-03-11,1,Indiana* R,1,NC,Big Ten
14,1975-03-11,2,UCLA* RFN,3,1,Pac-8
14,1975-03-11,3,Louisville* RF,4,1,MVC
14,1975-03-11,4,Kentucky* RF,6,2,SEC
14,1975-03-11,5,Maryland* R,2,3,ACC
14,1975-03-11,6,Marquette*,7,1,Ind
14,1975-03-11,7,Arizona State* R,8,1,WAC
14,1975-03-11,8,Alabama* R,5,3,SEC
14,1975-03-11,9,North Carolina State,9,NC,ACC
14,1975-03-11,10,North Carolina* T,13,3,ACC
14,1975-03-11,11,Pennsylvania* R,12,1,Ivy
14,1975-03-11,12,Southern California,11,1,Pac-8
14,1975-03-11,13,Utah State*,15,2,Ind
14,1975-03-11,14,Nevada-Las Vegas* R,16,2,WCC
14,1975-03-11,15,Notre Dame*,,,Ind
14,1975-03-11,16,Creighton*,18,2,Ind
14,1975-03-11,17,Arizona,20,3,WAC
14,1975-03-11,18,New Mexico State*,,,MVC
14,1975-03-11,19,Clemson,14,5,ACC
14,1975-03-11,20,Texas-El Paso*,16,4,WAC
Wk,Date,Rk,School,Prev,Chng,Conf
13,1975-03-04,1,Indiana* R,1,NC,Big Ten
13,1975-03-04,2,Maryland* R,2,NC,ACC
13,1975-03-04,3,UCLA* RFN,3,NC,Pac-8
13,1975-03-04,4,Louisville* RF,4,NC,MVC
13,1975-03-04,5,Alabama* R,7,2,SEC
13,1975-03-04,6,Kentucky* RF,5,1,SEC
13,1975-03-04,7,Marquette*,9,2,Ind
13,1975-03-04,8,Arizona State* R,7,1,WAC
13,1975-03-04,9,North Carolina State,6,3,ACC
13,1975-03-04,10,Oregon State*,10,NC,Pac-8
13,1975-03-04,11,Southern California,12,1,Pac-8
13,1975-03-04,12,Pennsylvania* R,14,2,Ivy
13,1975-03-04,13,North Carolina* T,13,NC,ACC
13,1975-03-04,14,Clemson,15,1,ACC
13,1975-03-04,15,Utah State*,16,1,Ind
13,1975-03-04,16,Nevada-Las Vegas* R,16,NC,WCC
13,1975-03-04,16,Texas-El Paso*,11,5,WAC
13,1975-03-04,18,Creighton*,,,Ind
13,1975-03-04,19,Cincinnati*,,,Ind
13,1975-03-04,20,Arizona,18,2,WAC
Wk,Date,Rk,School,Prev,Chng,Conf
12,1975-02-25,1,Indiana* R,1,NC,Big Ten
12,1975-02-25,2,Maryland* R,3,1,ACC
12,1975-02-25,3,UCLA* RFN,2,1,Pac-8
12,1975-02-25,4,Louisville* RF,6,2,MVC
12,1975-02-25,5,Kentucky* RF,8,3,SEC
12,1975-02-25,6,North Carolina State,4,2,ACC
