Wk,Date,Rk,School,Prev,Chng,Conf
20,Postseason,1,Duke* RTFN,,,ACC
20,Postseason,2,Arizona* F,,,Pac-10
20,Postseason,3,Michigan State* RF,,,Big Ten
20,Postseason,4,Maryland* F,,,ACC
20,Postseason,5,Stanford* R,,,Pac-10
20,Postseason,6,Illinois* R,,,Big Ten
20,Postseason,7,Kansas*,,,Big 12
20,Postseason,8,Kentucky* RT,,,SEC
20,Postseason,9,Mississippi* R,,,SEC
20,Postseason,10,North Carolina* R,,,ACC
20,Postseason,11,Boston College* RT,,,Big East
20,Postseason,12,UCLA*,,,Pac-10
20,Postseason,13,Florida* R,,,SEC
20,Postseason,14,Southern California*,,,Pac-10
20,Postseason,15,Iowa State* R,,,Big 12
20,Postseason,16,Temple* T,,,A-10
20,Postseason,17,Georgetown*,,,Big East
20,Postseason,18,Syracuse*,,,Big East
20,Postseason,19,Oklahoma* T,,,Big 12
20,Postseason,20,Gonzaga* RT,,,WCC
20,Postseason,21,Virginia*,,,ACC
20,Postseason,22,Cincinnati* R,,,CUSA
20,Postseason,23,Notre Dame* R,,,Big East
20,Postseason,24,Saint Joseph's* R,,,A-10
20,Postseason,25,Penn State*,,,Big Ten
Wk,Date,Rk,School,Prev,Chng,Conf
1,Final,1,Duke* RTFN,NA,—,ACC
1,Final,2,Stanford* R,NA,—,Pac-10
1,Final,3,Michigan State* RF,NA,—,Big Ten
1,Final,4,Arizona* F,NA,—,Pac-10
1,Final,5,North Carolina* R,NA,—,ACC
1,Final,6,Illinois* R,NA,—,Big Ten
1,Final,7,Boston College* RT,NA,—,Big East
1,Final,8,Florida* R,NA,—,SEC
1,Final,9,Iowa State* R,NA,—,Big 12
1,Final,10,Kentucky* RT,NA,—,SEC
1,Final,11,Maryland* F,NA,—,ACC
1,Final,12,Kansas*,NA,—,Big 12
1,Final,13,Mississippi* R,NA,—,SEC
1,Final,14,Oklahoma* T,NA,—,Big 12
1,Final,15,Virginia*,NA,—,ACC
1,Final,16,Syracuse*,NA,—,Big East
1,Final,17,Texas*,NA,—,Big 12
1,Final,18,UCLA*,NA,—,Pac-10
1,Final,19,Notre Dame* R,NA,—,Big East
1,Final,20,Georgetown*,NA,—,Big East
1,Final,21,Indiana*,NA,—,Big Ten
1,Final,22,Wake Forest*,NA,—,ACC
1,Final,23,Saint Joseph's* R,NA,—,A-10
1,Final,24,Wisconsin*,NA,—,Big Ten
1,Final,25,Iowa* T,NA,—,Big Ten
