Wk,Date,Rk,School,Prev,Chng,Conf
17,Final,1,Houston* RTF,1,NC,SWC
17,Final,2,Louisville* RTF,3,1,Metro
17,Final,3,St. John's (NY)* RT,8,5,Big East
17,Final,4,Virginia* R,2,2,ACC
17,Final,5,Indiana* R,7,2,Big Ten
17,Final,6,Nevada-Las Vegas* RT,9,3,PCAA
17,Final,7,UCLA* R,4,3,Pac-10
17,Final,8,North Carolina* R,5,3,ACC
17,Final,9,Arkansas*,6,3,SWC
17,Final,10,Missouri* R,12,2,Big 8
17,Final,11,Boston College* R,14,3,Big East
17,Final,12,Kentucky* R,10,2,SEC
17,Final,13,Villanova* R,13,NC,Big East
17,Final,14,Wichita State R,11,3,MVC
17,Final,15,Chattanooga* RT,18,3,Southern
17,Final,16,North Carolina State* TFN,,,ACC
17,Final,17,Memphis*,17,NC,Metro
17,Final,18,Georgia* TF,,,SEC
17,Final,19,Oklahoma State* T,,,Big 8
17,Final,20,Georgetown*,15,5,Big East
Wk,Date,Rk,School,Prev,Chng,Conf
16,1983-03-08,1,Houston* RTF,1,NC,SWC
16,1983-03-08,2,Virginia* R,2,NC,ACC
16,1983-03-08,3,Louisville* RTF,3,NC,Metro
16,1983-03-08,4,UCLA* R,6,2,Pac-10
16,1983-03-08,5,North Carolina* R,8,3,ACC
16,1983-03-08,6,Arkansas*,5,1,SWC
16,1983-03-08,7,Indiana* R,11,4,Big Ten
16,1983-03-08,8,St. John's (NY)* RT,10,2,Big East
16,1983-03-08,9,Nevada-Las Vegas* RT,9,NC,PCAA
16,1983-03-08,10,Kentucky* R,7,3,SEC
16,1983-03-08,11,Wichita State R,12,1,MVC
16,1983-03-08,12,Missouri* R,13,1,Big 8
16,1983-03-08,13,Villanova* R,4,9,Big East
16,1983-03-08,14,Boston College* R,15,1,Big East
16,1983-03-08,15,Georgetown*,16,1,Big East
16,1983-03-08,16,Ohio State*,14,2,Big Ten
16,1983-03-08,17,Memphis*,17,NC,Metro
16,1983-03-08,18,Chattanooga* RT,19,1,Southern
16,1983-03-08,19,Oklahoma*,,,Big 8
16,1983-03-08,20,Syracuse*,18,2,Big East
Wk,Date,Rk,School,Prev,Chng,Conf
15,1983-03-01,1,Houston* RTF,2,1,SWC
15,1983-03-01,2,Virginia* R,3,1,ACC
15,1983-03-01,3,Louisville* RTF,5,2,Metro
15,1983-03-01,4,Villanova* R,7,3,Big East
15,1983-03-01,5,Arkansas*,6,1,SWC
15,1983-03-01,6,UCLA* R,8,2,Pac-10
15,1983-03-01,7,Kentucky* R,10,3,SEC
15,1983-03-01,8,North Carolina* R,11,3,ACC
15,1983-03-01,9,Nevada-Las Vegas* RT,1,8,PCAA
15,1983-03-01,10,St. John's (NY)* RT,9,1,Big East
15,1983-03-01,11,Indiana* R,4,7,Big Ten
