Wk,Date,Rk,School,Prev,Chng,Conf
16,Final,1,Duke* RTF,1,NC,ACC
16,Final,2,Kansas* RTF,2,NC,Big 8
16,Final,3,St. John's (NY)* RT,5,2,Big East
16,Final,4,Kentucky* RT,4,NC,SEC
16,Final,5,Michigan* R,7,2,Big Ten
16,Final,6,Georgia Tech*,6,NC,ACC
16,Final,7,Louisville* RTFN,12,5,Metro
16,Final,8,North Carolina*,3,5,ACC
16,Final,9,Syracuse* R,8,1,Big East
16,Final,10,Nevada-Las Vegas* RT,11,1,PCAA
16,Final,11,Notre Dame* R,13,2,Ind
16,Final,12,Memphis*,10,2,Metro
16,Final,13,Bradley* R,9,4,MVC
16,Final,14,Indiana*,14,NC,Big Ten
16,Final,15,Georgetown*,15,NC,Big East
16,Final,16,Texas-El Paso* RT,17,1,WAC
16,Final,17,Oklahoma*,16,1,Big 8
16,Final,18,Michigan State*,18,NC,Big Ten
16,Final,19,Alabama*,,,SEC
16,Final,20,Illinois*,19,1,Big Ten
Wk,Date,Rk,School,Prev,Chng,Conf
15,1986-03-04,1,Duke* RTF,1,NC,ACC
15,1986-03-04,2,Kansas* RTF,2,NC,Big 8
15,1986-03-04,3,North Carolina*,3,NC,ACC
15,1986-03-04,4,Kentucky* RT,5,1,SEC
15,1986-03-04,5,St. John's (NY)* RT,10,5,Big East
15,1986-03-04,6,Georgia Tech*,3,3,ACC
15,1986-03-04,7,Michigan* R,11,4,Big Ten
15,1986-03-04,8,Syracuse* R,6,2,Big East
15,1986-03-04,9,Bradley* R,9,NC,MVC
15,1986-03-04,10,Memphis*,8,2,Metro
15,1986-03-04,11,Nevada-Las Vegas* RT,7,4,PCAA
15,1986-03-04,12,Louisville* RTFN,14,2,Metro
15,1986-03-04,13,Notre Dame* R,12,1,Ind
15,1986-03-04,14,Indiana*,16,2,Big Ten
15,1986-03-04,15,Georgetown*,15,NC,Big East
15,1986-03-04,16,Oklahoma*,13,3,Big 8
15,1986-03-04,17,Texas-El Paso* RT,,,WAC
15,1986-03-04,18,Michigan State*,17,1,Big Ten
15,1986-03-04,19,Illinois*,,,Big Ten
15,1986-03-04,20,Pepperdine* R,20,NC,WCC
Wk,Date,Rk,School,Prev,Chng,Conf
14,1986-02-25,1,Duke* RTF,2,1,ACC
14,1986-02-25,2,Kansas* RTF,3,1,Big 8
14,1986-02-25,3,Georgia Tech*,5,2,ACC
14,1986-02-25,3,North Carolina*,1,2,ACC
14,1986-02-25,5,Kentucky* RT,7,2,SEC
14,1986-02-25,6,Syracuse* R,10,4,Big East
14,1986-02-25,7,Nevada-Las Vegas* RT,11,4,PCAA
14,1986-02-25,8,Memphis*,4,4,Metro
14,1986-02-25,9,Bradley* R,12,3,MVC
14,1986-02-25,10,St. John's (NY)* RT,6,4,Big East
14,1986-02-25,11,Michigan* R,8,3,Big Ten
14,1986-02-25,12,Notre Dame* R,15,3,Ind
14,1986-02-25,13,Oklahoma*,9,4,Big 8
14,1986-02-25,14,Louisville* RTFN,16,2,Metro
14,1986-02-25,15,Georgetown*,13,2,Big East
14,1986-02-25,16,Indiana*,14,2,Big Ten
14,1986-02-25,17,Michigan State*,,,Big Ten
14,1986-02-25,18,North Carolina State*,17,1,ACC
14,1986-02-25,19,Alabama*,18,1,SEC
14,1986-02-25,20,Pepperdine* R,20,NC,WCC
Wk,Date,Rk,School,Prev,Chng,Conf
13,1986-02-18,1,North Carolina*,1,NC,ACC
13,1986-02-18,2,Duke* RTF,2,NC,ACC
13,1986-02-18,3,Kansas* RTF,3,NC,Big 8
13,1986-02-18,4,Memphis*,6,2,Metro
13,1986-02-18,5,Georgia Tech*,5,NC,ACC
13,1986-02-18,6,St. John's (NY)* RT,7,1,Big East
13,1986-02-18,7,Kentucky* RT,8,1,SEC
13,1986-02-18,8,Michigan* R,9,1,Big Ten
13,1986-02-18,9,Oklahoma*,10,1,Big 8
13,1986-02-18,10,Syracuse* R,13,3,Big East
13,1986-02-18,11,Nevada-Las Vegas* RT,4,7,PCAA
13,1986-02-18,12,Bradley* R,12,NC,MVC
13,1986-02-18,13,Georgetown*,11,2,Big East
13,1986-02-18,14,Indiana*,16,2,Big Ten
13,1986-02-18,15,Notre Dame* R,14,1,Ind
13,1986-02-18,16,Louisville* RTFN,19,3,Metro
13,1986-02-18,17,North Carolina State*,18,1,ACC
13,1986-02-18,18,Alabama*,17,1,SEC
13,1986-02-18,19,Texas-El Paso* RT,14,5,WAC
13,1986-02-18,20,Pepperdine* R,19,1,WCC
Wk,Date,Rk,School,Prev,Chng,Conf
12,1986-02-11,1,North Carolina*,1,NC,ACC
12,1986-02-11,2,Duke* RTF,2,NC,ACC
12,1986-02-11,3,Kansas* RTF,5,2,Big 8
12,1986-02-11,4,Nevada-Las Vegas* RT,9,5,PCAA
12,1986-02-11,5,Georgia Tech*,2,3,ACC
12,1986-02-11,6,Memphis*,4,2,Metro
12,1986-02-11,7,St. John's (NY)* RT,10,3,Big East
12,1986-02-11,8,Kentucky* RT,12,4,SEC
12,1986-02-11,9,Michigan* R,8,1,Big Ten
12,1986-02-11,10,Oklahoma*,6,4,Big 8
12,1986-02-11,11,Georgetown*,11,NC,Big East
12,1986-02-11,12,Bradley* R,13,1,MVC
12,1986-02-11,13,Syracuse* R,7,6,Big East
12,1986-02-11,14,Texas-El Paso* RT,14,NC,WAC
12,1986-02-11,14,Notre Dame* R,17,3,Ind
12,1986-02-11,16,Indiana*,18,2,Big Ten
12,1986-02-11,17,Alabama*,,,SEC
12,1986-02-11,18,North Carolina State*,19,1,ACC
12,1986-02-11,19,Louisville* RTFN,16,3,Metro
12,1986-02-11,19,Pepperdine* R,,,WCC
Wk,Date,Rk,School,Prev,Chng,Conf
11,1986-02-04,1,North Carolina*,1,NC,ACC
11,1986-02-04,2,Georgia Tech*,3,1,ACC
11,1986-02-04,2,Duke* RTF,4,2,ACC
11,1986-02-04,4,Memphis*,2,2,Metro
11,1986-02-04,5,Kansas* RTF,5,NC,Big 8
11,1986-02-04,6,Oklahoma*,6,NC,Big 8
11,1986-02-04,7,Syracuse* R,10,3,Big East
11,1986-02-04,8,Michigan* R,8,NC,Big Ten
11,1986-02-04,9,Nevada-Las Vegas* RT,11,2,PCAA
11,1986-02-04,10,St. John's (NY)* RT,7,3,Big East
11,1986-02-04,11,Georgetown*,12,1,Big East
11,1986-02-04,12,Kentucky* RT,9,3,SEC
11,1986-02-04,13,Bradley* R,13,NC,MVC
11,1986-02-04,14,Texas-El Paso* RT,14,NC,WAC
11,1986-02-04,15,Virginia Tech*,19,4,Metro
11,1986-02-04,16,Louisville* RTFN,15,1,Metro
11,1986-02-04,17,Notre Dame* R,18,1,Ind
11,1986-02-04,18,Indiana*,16,2,Big Ten
11,1986-02-04,19,North Carolina State*,,,ACC
11,1986-02-04,20,Virginia*,,,ACC
Wk,Date,Rk,School,Prev,Chng,Conf
10,1986-01-28,1,North Carolina*,1,NC,ACC
10,1986-01-28,2,Memphis*,5,3,Metro
10,1986-01-28,3,Georgia Tech*,3,NC,ACC
10,1986-01-28,4,Duke* RTF,2,2,ACC
10,1986-01-28,5,Kansas* RTF,7,2,Big 8
10,1986-01-28,6,Oklahoma*,6,NC,Big 8
10,1986-01-28,7,St. John's (NY)* RT,8,1,Big East
10,1986-01-28,8,Michigan* R,4,4,Big Ten
10,1986-01-28,9,Kentucky* RT,9,NC,SEC
10,1986-01-28,10,Syracuse* R,11,1,Big East
10,1986-01-28,11,Nevada-Las Vegas* RT,10,1,PCAA
10,1986-01-28,12,Georgetown*,12,NC,Big East
10,1986-01-28,13,Bradley* R,17,4,MVC
10,1986-01-28,14,Texas-El Paso* RT,18,4,WAC
10,1986-01-28,15,Louisville* RTFN,14,1,Metro
10,1986-01-28,16,Indiana*,,,Big Ten
10,1986-01-28,17,Louisiana State* F,13,4,SEC
10,1986-01-28,18,Notre Dame* R,15,3,Ind
10,1986-01-28,19,Virginia Tech*,,,Metro
10,1986-01-28,20,Pepperdine* R,20,NC,WCC
10,1986-01-28,20,Purdue*,16,4,Big Ten
Wk,Date,Rk,School,Prev,Chng,Conf
9,1986-01-21,1,North Carolina*,1,NC,ACC
9,1986-01-21,2,Duke* RTF,3,1,ACC
9,1986-01-21,3,Georgia Tech*,5,2,ACC
9,1986-01-21,4,Michigan* R,2,2,Big Ten
9,1986-01-21,5,Memphis*,6,1,Metro
9,1986-01-21,6,Oklahoma*,7,1,Big 8
9,1986-01-21,7,Kansas* RTF,8,1,Big 8
9,1986-01-21,8,St. John's (NY)* RT,9,1,Big East
9,1986-01-21,9,Kentucky* RT,11,2,SEC
