Wk,Date,Rk,School,Prev,Chng,Conf
19,Final,1,Ohio State* RTF,1,NC,Big Ten
19,Final,2,Kansas* RT,2,NC,Big 12
19,Final,3,Florida* RTFN,6,3,SEC
19,Final,4,North Carolina* RT,8,4,ACC
19,Final,5,Memphis* RT,5,NC,CUSA
19,Final,6,Wisconsin*,3,3,Big Ten
19,Final,7,UCLA* RF,4,3,Pac-10
19,Final,8,Georgetown* RTF,9,1,Big East
19,Final,9,Texas A&M*,7,2,Big 12
19,Final,10,Oregon* T,16,6,Pac-10
19,Final,11,Texas*,15,4,Big 12
19,Final,12,Pittsburgh*,13,1,Big East
19,Final,13,Washington State*,11,2,Pac-10
19,Final,14,Southern Illinois* R,14,NC,MVC
19,Final,15,Nevada* R,10,5,WAC
19,Final,16,Louisville*,12,4,Big East
19,Final,17,Notre Dame*,20,3,Big East
19,Final,18,Maryland*,17,1,ACC
19,Final,19,Nevada-Las Vegas* T,25,6,MWC
19,Final,20,Marquette*,18,2,Big East
19,Final,21,Butler* R,19,2,Horizon
19,Final,22,Winthrop* RT,24,2,Big South
19,Final,23,Southern California*,,,Pac-10
19,Final,24,Brigham Young* R,23,1,MWC
19,Final,25,Tennessee*,22,3,SEC
Wk,Date,Rk,School,Prev,Chng,Conf
18,2007-03-06,1,Ohio State* RTF,1,NC,Big Ten
18,2007-03-06,2,Kansas* RT,3,1,Big 12
18,2007-03-06,3,Wisconsin*,4,1,Big Ten
18,2007-03-06,4,UCLA* RF,2,2,Pac-10
18,2007-03-06,5,Memphis* RT,6,1,CUSA
18,2007-03-06,6,Florida* RTFN,5,1,SEC
18,2007-03-06,7,Texas A&M*,7,NC,Big 12
18,2007-03-06,8,North Carolina* RT,8,NC,ACC
18,2007-03-06,9,Georgetown* RTF,9,NC,Big East
18,2007-03-06,10,Nevada* R,10,NC,WAC
18,2007-03-06,11,Washington State*,13,2,Pac-10
18,2007-03-06,12,Louisville*,16,4,Big East
18,2007-03-06,13,Pittsburgh*,12,1,Big East
18,2007-03-06,14,Southern Illinois* R,11,3,MVC
18,2007-03-06,15,Texas*,15,NC,Big 12
18,2007-03-06,16,Oregon* T,17,1,Pac-10
18,2007-03-06,17,Maryland*,24,7,ACC
18,2007-03-06,18,Marquette*,20,2,Big East
18,2007-03-06,19,Butler* R,18,1,Horizon
18,2007-03-06,20,Notre Dame*,22,2,Big East
18,2007-03-06,21,Duke*,14,7,ACC
18,2007-03-06,22,Tennessee*,,,SEC
18,2007-03-06,23,Brigham Young* R,,,MWC
18,2007-03-06,24,Winthrop* RT,,,Big South
18,2007-03-06,25,Nevada-Las Vegas* T,,,MWC
Wk,Date,Rk,School,Prev,Chng,Conf
17,2007-02-27,1,Ohio State* RTF,2,1,Big Ten
17,2007-02-27,2,UCLA* RF,4,2,Pac-10
17,2007-02-27,3,Kansas* RT,6,3,Big 12
17,2007-02-27,4,Wisconsin*,1,3,Big Ten
17,2007-02-27,5,Florida* RTFN,3,2,SEC
17,2007-02-27,6,Memphis* RT,7,1,CUSA
17,2007-02-27,7,Texas A&M*,8,1,Big 12
17,2007-02-27,8,North Carolina* RT,5,3,ACC
17,2007-02-27,9,Georgetown* RTF,12,3,Big East
17,2007-02-27,10,Nevada* R,11,1,WAC
17,2007-02-27,11,Southern Illinois* R,13,2,MVC
17,2007-02-27,12,Pittsburgh*,10,2,Big East
17,2007-02-27,13,Washington State*,9,4,Pac-10
17,2007-02-27,14,Duke*,18,4,ACC
17,2007-02-27,15,Texas*,19,4,Big 12
17,2007-02-27,16,Louisville*,20,4,Big East
17,2007-02-27,17,Oregon* T,23,6,Pac-10
17,2007-02-27,18,Butler* R,15,3,Horizon
17,2007-02-27,19,Vanderbilt*,17,2,SEC
17,2007-02-27,20,Marquette*,16,4,Big East
17,2007-02-27,21,Virginia Tech*,,,ACC
17,2007-02-27,22,Notre Dame*,,,Big East
17,2007-02-27,23,Southern California*,,,Pac-10
17,2007-02-27,24,Maryland*,,,ACC
17,2007-02-27,25,Air Force,14,11,MWC
Wk,Date,Rk,School,Prev,Chng,Conf
16,2007-02-20,1,Wisconsin*,3,2,Big Ten
16,2007-02-20,2,Ohio State* RTF,2,NC,Big Ten
16,2007-02-20,3,Florida* RTFN,1,2,SEC
16,2007-02-20,4,UCLA* RF,5,1,Pac-10
16,2007-02-20,5,North Carolina* RT,4,1,ACC
16,2007-02-20,6,Kansas* RT,9,3,Big 12
16,2007-02-20,7,Memphis* RT,8,1,CUSA
16,2007-02-20,8,Texas A&M*,6,2,Big 12
16,2007-02-20,9,Washington State*,10,1,Pac-10
16,2007-02-20,10,Pittsburgh*,7,3,Big East
16,2007-02-20,11,Nevada* R,11,NC,WAC
16,2007-02-20,12,Georgetown* RTF,14,2,Big East
16,2007-02-20,13,Southern Illinois* R,16,3,MVC
16,2007-02-20,14,Air Force,17,3,MWC
16,2007-02-20,15,Butler* R,13,2,Horizon
16,2007-02-20,16,Marquette*,12,4,Big East
16,2007-02-20,17,Vanderbilt*,,,SEC
16,2007-02-20,18,Duke*,,,ACC
16,2007-02-20,19,Texas*,,,Big 12
16,2007-02-20,20,Louisville*,,,Big East
16,2007-02-20,21,Brigham Young* R,,,MWC
16,2007-02-20,22,West Virginia,23,1,Big East
16,2007-02-20,23,Oregon* T,15,8,Pac-10
16,2007-02-20,24,Virginia* R,,,ACC
16,2007-02-20,25,Alabama,25,NC,SEC
Wk,Date,Rk,School,Prev,Chng,Conf
15,2007-02-13,1,Florida* RTFN,1,NC,SEC
15,2007-02-13,2,Ohio State* RTF,3,1,Big Ten
15,2007-02-13,3,Wisconsin*,4,1,Big Ten
15,2007-02-13,4,North Carolina* RT,5,1,ACC
15,2007-02-13,5,UCLA* RF,2,3,Pac-10
15,2007-02-13,6,Texas A&M*,6,NC,Big 12
15,2007-02-13,7,Pittsburgh*,7,NC,Big East
15,2007-02-13,8,Memphis* RT,8,NC,CUSA
