Wk,Date,Rk,School,Prev,Chng,Conf
20,Postseason,1,Florida* RTFN,3,2,SEC
20,Postseason,2,Ohio State* RTF,1,1,Big Ten
20,Postseason,3,UCLA* RF,6,3,Pac-10
20,Postseason,4,Georgetown* RTF,8,4,Big East
20,Postseason,5,Kansas* RT,2,3,Big 12
20,Postseason,5,North Carolina* RT,4,1,ACC
20,Postseason,7,Memphis* RT,5,2,CUSA
20,Postseason,8,Oregon* T,12,4,Pac-10
20,Postseason,9,Texas A&M*,9,NC,Big 12
20,Postseason,10,Pittsburgh*,10,NC,Big East
20,Postseason,11,Wisconsin*,7,4,Big Ten
20,Postseason,11,Southern Illinois* R,15,4,MVC
20,Postseason,13,Butler* R,19,6,Horizon
20,Postseason,14,Nevada-Las Vegas* T,18,4,MWC
20,Postseason,15,Southern California*,25,10,Pac-10
20,Postseason,16,Texas*,11,5,Big 12
20,Postseason,17,Washington State*,13,4,Pac-10
20,Postseason,18,Tennessee*,,,SEC
20,Postseason,19,Vanderbilt*,,,SEC
20,Postseason,20,Louisville*,16,4,Big East
20,Postseason,21,Nevada* R,13,8,WAC
20,Postseason,22,Winthrop* RT,21,1,Big South
20,Postseason,23,Maryland*,22,1,ACC
20,Postseason,24,Virginia* R,,,ACC
20,Postseason,25,Virginia Tech*,,,ACC
Wk,Date,Rk,School,Prev,Chng,Conf
19,Final,1,Ohio State* RTF,1,NC,Big Ten
19,Final,2,Kansas* RT,2,NC,Big 12
19,Final,3,Florida* RTFN,6,3,SEC
19,Final,4,North Carolina* RT,8,4,ACC
19,Final,5,Memphis* RT,5,NC,CUSA
19,Final,6,UCLA* RF,3,3,Pac-10
19,Final,7,Wisconsin*,4,3,Big Ten
19,Final,8,Georgetown* RTF,9,1,Big East
19,Final,9,Texas A&M*,7,2,Big 12
19,Final,10,Pittsburgh*,11,1,Big East
19,Final,11,Texas*,14,3,Big 12
19,Final,12,Oregon* T,18,6,Pac-10
19,Final,13,Nevada* R,10,3,WAC
19,Final,13,Washington State*,12,1,Pac-10
19,Final,15,Southern Illinois* R,13,2,MVC
19,Final,16,Louisville*,15,1,Big East
19,Final,17,Notre Dame*,16,1,Big East
19,Final,18,Nevada-Las Vegas* T,25,7,MWC
19,Final,19,Butler* R,17,2,Horizon
19,Final,20,Marquette*,19,1,Big East
19,Final,21,Winthrop* RT,22,1,Big South
19,Final,22,Maryland*,20,2,ACC
19,Final,23,Brigham Young* R,23,NC,MWC
19,Final,24,Creighton* T,,,MVC
19,Final,25,Southern California*,,,Pac-10
Wk,Date,Rk,School,Prev,Chng,Conf
18,2007-03-05,1,Ohio State* RTF,1,NC,Big Ten
18,2007-03-05,2,Kansas* RT,3,1,Big 12
18,2007-03-05,3,UCLA* RF,2,1,Pac-10
18,2007-03-05,4,Wisconsin*,5,1,Big Ten
18,2007-03-05,5,Memphis* RT,7,2,CUSA
18,2007-03-05,6,Florida* RTFN,4,2,SEC
18,2007-03-05,7,Texas A&M*,6,1,Big 12
18,2007-03-05,8,North Carolina* RT,8,NC,ACC
18,2007-03-05,9,Georgetown* RTF,10,1,Big East
18,2007-03-05,10,Nevada* R,9,1,WAC
18,2007-03-05,11,Pittsburgh*,12,1,Big East
18,2007-03-05,12,Washington State*,13,1,Pac-10
18,2007-03-05,13,Southern Illinois* R,11,2,MVC
18,2007-03-05,14,Texas*,15,1,Big 12
18,2007-03-05,15,Louisville*,19,4,Big East
18,2007-03-05,16,Notre Dame*,17,1,Big East
18,2007-03-05,17,Butler* R,16,1,Horizon
18,2007-03-05,18,Oregon* T,18,NC,Pac-10
18,2007-03-05,19,Marquette*,21,2,Big East
18,2007-03-05,20,Maryland*,,,ACC
18,2007-03-05,21,Duke*,14,7,ACC
18,2007-03-05,22,Winthrop* RT,,,Big South
18,2007-03-05,23,Brigham Young* R,,,MWC
18,2007-03-05,24,Virginia* R,25,1,ACC
18,2007-03-05,25,Nevada-Las Vegas* T,,,MWC
Wk,Date,Rk,School,Prev,Chng,Conf
17,2007-02-26,1,Ohio State* RTF,1,NC,Big Ten
17,2007-02-26,2,UCLA* RF,4,2,Pac-10
17,2007-02-26,3,Kansas* RT,6,3,Big 12
17,2007-02-26,4,Florida* RTFN,3,1,SEC
17,2007-02-26,5,Wisconsin*,2,3,Big Ten
17,2007-02-26,6,Texas A&M*,9,3,Big 12
17,2007-02-26,7,Memphis* RT,7,NC,CUSA
17,2007-02-26,8,North Carolina* RT,5,3,ACC
17,2007-02-26,9,Nevada* R,10,1,WAC
17,2007-02-26,10,Georgetown* RTF,12,2,Big East
17,2007-02-26,11,Southern Illinois* R,14,3,MVC
17,2007-02-26,12,Pittsburgh*,8,4,Big East
17,2007-02-26,13,Washington State*,11,2,Pac-10
17,2007-02-26,14,Duke*,17,3,ACC
17,2007-02-26,15,Texas*,20,5,Big 12
17,2007-02-26,16,Butler* R,15,1,Horizon
17,2007-02-26,17,Notre Dame*,23,6,Big East
17,2007-02-26,18,Oregon* T,24,6,Pac-10
