Wk,Date,Rk,School,Prev,Chng,Conf
16,Final,1,Nevada-Las Vegas* RTF,1,NC,PCAA
16,Final,2,North Carolina* R,2,NC,ACC
16,Final,3,Indiana* RFN,4,1,Big Ten
16,Final,4,Georgetown* RT,7,3,Big East
16,Final,5,DePaul* R,5,NC,Ind
16,Final,6,Iowa*,6,NC,Big Ten
16,Final,7,Purdue* R,3,4,Big Ten
16,Final,8,Temple* RT,8,NC,A-10
16,Final,9,Alabama* RT,9,NC,SEC
16,Final,10,Syracuse* RF,10,NC,Big East
16,Final,11,Illinois*,12,1,Big Ten
16,Final,12,Pittsburgh* R,11,1,Big East
16,Final,13,Clemson*,13,NC,ACC
16,Final,14,Missouri* RT,19,5,Big 8
16,Final,15,UCLA* RT,18,3,Pac-10
16,Final,16,New Orleans*,16,NC,Ind
16,Final,17,Duke*,14,3,ACC
16,Final,18,Notre Dame*,20,2,Ind
16,Final,19,Texas Christian* R,15,4,SWC
16,Final,20,Kansas*,,,Big 8
Wk,Date,Rk,School,Prev,Chng,Conf
15,1987-03-03,1,Nevada-Las Vegas* RTF,1,NC,PCAA
15,1987-03-03,2,North Carolina* R,2,NC,ACC
15,1987-03-03,3,Purdue* R,6,3,Big Ten
15,1987-03-03,4,Indiana* RFN,3,1,Big Ten
15,1987-03-03,5,DePaul* R,4,1,Ind
15,1987-03-03,6,Iowa*,7,1,Big Ten
15,1987-03-03,7,Georgetown* RT,8,1,Big East
15,1987-03-03,8,Temple* RT,5,3,A-10
15,1987-03-03,9,Alabama* RT,10,1,SEC
15,1987-03-03,10,Syracuse* RF,11,1,Big East
15,1987-03-03,11,Pittsburgh* R,9,2,Big East
15,1987-03-03,12,Illinois*,14,2,Big Ten
15,1987-03-03,13,Clemson*,13,NC,ACC
15,1987-03-03,14,Duke*,17,3,ACC
15,1987-03-03,15,Texas Christian* R,15,NC,SWC
15,1987-03-03,16,New Orleans*,19,3,Ind
15,1987-03-03,17,Oklahoma*,12,5,Big 8
15,1987-03-03,18,UCLA* RT,,,Pac-10
15,1987-03-03,19,Missouri* RT,,,Big 8
15,1987-03-03,20,Notre Dame*,,,Ind
Wk,Date,Rk,School,Prev,Chng,Conf
14,1987-02-24,1,Nevada-Las Vegas* RTF,1,NC,PCAA
