Wk,Date,Rk,School,Prev,Chng,Conf
17,Final,1,Arizona* RT,1,NC,Pac-10
17,Final,2,Georgetown* RT,3,1,Big East
17,Final,3,Illinois* F,5,2,Big Ten
17,Final,4,North Carolina* T,8,4,ACC
17,Final,5,Oklahoma* R,2,3,Big 8
17,Final,6,Indiana* R,6,NC,Big Ten
17,Final,7,Duke* F,7,NC,ACC
17,Final,8,Missouri* T,10,2,Big 8
17,Final,9,Syracuse*,4,5,Big East
17,Final,10,Michigan* FN,9,1,Big Ten
17,Final,11,Seton Hall* F,11,NC,Big East
17,Final,12,Stanford*,12,NC,Pac-10
17,Final,13,Louisville* T,15,2,Metro
17,Final,14,Nevada-Las Vegas* RT,19,5,Big West
17,Final,15,Iowa*,16,1,Big Ten
17,Final,16,Florida State* R,16,NC,Metro
17,Final,17,Arkansas* RT,20,3,SWC
17,Final,18,North Carolina State* R,13,5,ACC
17,Final,19,West Virginia* R,14,5,A-10
17,Final,20,Alabama* T,,,SEC
Wk,Date,Rk,School,Prev,Chng,Conf
16,1989-03-07,1,Arizona* RT,1,NC,Pac-10
16,1989-03-07,2,Oklahoma* R,4,2,Big 8
16,1989-03-07,3,Georgetown* RT,2,1,Big East
16,1989-03-07,4,Syracuse*,6,2,Big East
16,1989-03-07,5,Illinois* F,9,4,Big Ten
16,1989-03-07,6,Indiana* R,3,3,Big Ten
16,1989-03-07,7,Duke* F,8,1,ACC
16,1989-03-07,8,North Carolina* T,5,3,ACC
16,1989-03-07,9,Michigan* FN,10,1,Big Ten
16,1989-03-07,10,Missouri* T,7,3,Big 8
16,1989-03-07,11,Seton Hall* F,12,1,Big East
16,1989-03-07,12,Stanford*,13,1,Pac-10
16,1989-03-07,13,North Carolina State* R,18,5,ACC
16,1989-03-07,14,West Virginia* R,15,1,A-10
16,1989-03-07,15,Louisville* T,14,1,Metro
16,1989-03-07,16,Florida State* R,16,NC,Metro
16,1989-03-07,16,Iowa*,11,5,Big Ten
16,1989-03-07,18,Ball State* RT,18,NC,MAC
16,1989-03-07,19,Nevada-Las Vegas* RT,16,3,Big West
16,1989-03-07,20,Arkansas* RT,,,SWC
Wk,Date,Rk,School,Prev,Chng,Conf
15,1989-02-28,1,Arizona* RT,2,1,Pac-10
15,1989-02-28,2,Georgetown* RT,3,1,Big East
15,1989-02-28,3,Indiana* R,6,3,Big Ten
15,1989-02-28,4,Oklahoma* R,1,3,Big 8
15,1989-02-28,5,North Carolina* T,4,1,ACC
15,1989-02-28,6,Syracuse*,5,1,Big East
15,1989-02-28,7,Missouri* T,7,NC,Big 8
15,1989-02-28,8,Duke* F,8,NC,ACC
15,1989-02-28,9,Illinois* F,10,1,Big Ten
15,1989-02-28,10,Michigan* FN,13,3,Big Ten
15,1989-02-28,11,Iowa*,16,5,Big Ten
15,1989-02-28,12,Seton Hall* F,14,2,Big East
15,1989-02-28,13,Stanford*,17,4,Pac-10
15,1989-02-28,14,Louisville* T,9,5,Metro
15,1989-02-28,15,West Virginia* R,11,4,A-10
15,1989-02-28,16,Florida State* R,12,4,Metro
15,1989-02-28,16,Nevada-Las Vegas* RT,18,2,Big West
15,1989-02-28,18,North Carolina State* R,15,3,ACC
15,1989-02-28,18,Ball State* RT,20,2,MAC
15,1989-02-28,20,Saint Mary's (CA)* R,,,WCC
Wk,Date,Rk,School,Prev,Chng,Conf
14,1989-02-21,1,Oklahoma* R,1,NC,Big 8
14,1989-02-21,2,Arizona* RT,2,NC,Pac-10
14,1989-02-21,3,Georgetown* RT,4,1,Big East
14,1989-02-21,4,North Carolina* T,7,3,ACC
14,1989-02-21,5,Syracuse*,5,NC,Big East
14,1989-02-21,6,Indiana* R,8,2,Big Ten
14,1989-02-21,7,Missouri* T,3,4,Big 8
14,1989-02-21,8,Duke* F,12,4,ACC
14,1989-02-21,9,Louisville* T,10,1,Metro
14,1989-02-21,10,Illinois* F,6,4,Big Ten
14,1989-02-21,11,West Virginia* R,14,3,A-10
14,1989-02-21,12,Florida State* R,9,3,Metro
14,1989-02-21,13,Michigan* FN,13,NC,Big Ten
14,1989-02-21,14,Seton Hall* F,11,3,Big East
14,1989-02-21,15,North Carolina State* R,18,3,ACC
