Wk,Date,Rk,School,Prev,Chng,Conf
18,Final,1,Arizona* RT,1,NC,Pac-10
18,Final,2,Georgetown* RT,3,1,Big East
18,Final,3,Illinois* F,4,1,Big Ten
18,Final,4,Oklahoma* R,2,2,Big 8
18,Final,5,North Carolina* T,9,4,ACC
18,Final,6,Missouri* T,10,4,Big 8
18,Final,7,Syracuse*,5,2,Big East
18,Final,8,Indiana* R,6,2,Big Ten
18,Final,9,Duke* F,7,2,ACC
18,Final,10,Michigan* FN,8,2,Big Ten
18,Final,11,Seton Hall* F,11,NC,Big East
18,Final,12,Louisville* T,16,4,Metro
18,Final,13,Stanford*,12,1,Pac-10
18,Final,14,Iowa*,15,1,Big Ten
18,Final,15,Nevada-Las Vegas* RT,18,3,Big West
18,Final,16,Florida State* R,14,2,Metro
18,Final,17,West Virginia* R,13,4,A-10
18,Final,18,Ball State* RT,19,1,MAC
18,Final,19,North Carolina State* R,17,2,ACC
18,Final,20,Alabama* T,,,SEC
Wk,Date,Rk,School,Prev,Chng,Conf
17,1989-03-07,1,Arizona* RT,1,NC,Pac-10
17,1989-03-07,2,Oklahoma* R,4,2,Big 8
17,1989-03-07,3,Georgetown* RT,2,1,Big East
17,1989-03-07,4,Illinois* F,8,4,Big Ten
17,1989-03-07,5,Syracuse*,6,1,Big East
17,1989-03-07,6,Indiana* R,3,3,Big Ten
17,1989-03-07,7,Duke* F,9,2,ACC
17,1989-03-07,8,Michigan* FN,10,2,Big Ten
17,1989-03-07,9,North Carolina* T,5,4,ACC
17,1989-03-07,10,Missouri* T,7,3,Big 8
17,1989-03-07,11,Seton Hall* F,12,1,Big East
17,1989-03-07,12,Stanford*,13,1,Pac-10
17,1989-03-07,13,West Virginia* R,15,2,A-10
17,1989-03-07,14,Florida State* R,16,2,Metro
17,1989-03-07,15,Iowa*,11,4,Big Ten
17,1989-03-07,16,Louisville* T,14,2,Metro
17,1989-03-07,17,North Carolina State* R,20,3,ACC
17,1989-03-07,18,Nevada-Las Vegas* RT,18,NC,Big West
17,1989-03-07,19,Ball State* RT,19,NC,MAC
17,1989-03-07,20,Saint Mary's (CA)* R,17,3,WCC
Wk,Date,Rk,School,Prev,Chng,Conf
16,1989-02-28,1,Arizona* RT,2,1,Pac-10
16,1989-02-28,2,Georgetown* RT,3,1,Big East
16,1989-02-28,3,Indiana* R,4,1,Big Ten
16,1989-02-28,4,Oklahoma* R,1,3,Big 8
16,1989-02-28,5,North Carolina* T,5,NC,ACC
16,1989-02-28,6,Syracuse*,6,NC,Big East
16,1989-02-28,7,Missouri* T,7,NC,Big 8
16,1989-02-28,8,Illinois* F,10,2,Big Ten
16,1989-02-28,9,Duke* F,9,NC,ACC
16,1989-02-28,10,Michigan* FN,13,3,Big Ten
16,1989-02-28,11,Iowa*,14,3,Big Ten
16,1989-02-28,12,Seton Hall* F,15,3,Big East
16,1989-02-28,13,Stanford*,16,3,Pac-10
16,1989-02-28,14,Louisville* T,8,6,Metro
16,1989-02-28,15,West Virginia* R,11,4,A-10
16,1989-02-28,16,Florida State* R,12,4,Metro
16,1989-02-28,17,Saint Mary's (CA)* R,19,2,WCC
16,1989-02-28,18,Nevada-Las Vegas* RT,18,NC,Big West
16,1989-02-28,19,Ball State* RT,20,1,MAC
16,1989-02-28,20,North Carolina State* R,17,3,ACC
Wk,Date,Rk,School,Prev,Chng,Conf
15,1989-02-21,1,Oklahoma* R,1,NC,Big 8
15,1989-02-21,2,Arizona* RT,2,NC,Pac-10
15,1989-02-21,3,Georgetown* RT,4,1,Big East
15,1989-02-21,4,Indiana* R,9,5,Big Ten
15,1989-02-21,5,North Carolina* T,8,3,ACC
15,1989-02-21,6,Syracuse*,6,NC,Big East
15,1989-02-21,7,Missouri* T,3,4,Big 8
15,1989-02-21,8,Louisville* T,10,2,Metro
15,1989-02-21,9,Duke* F,11,2,ACC
15,1989-02-21,10,Illinois* F,5,5,Big Ten
15,1989-02-21,11,West Virginia* R,14,3,A-10
15,1989-02-21,12,Florida State* R,7,5,Metro
15,1989-02-21,13,Michigan* FN,13,NC,Big Ten
15,1989-02-21,14,Iowa*,15,1,Big Ten
15,1989-02-21,15,Seton Hall* F,12,3,Big East
15,1989-02-21,16,Stanford*,17,1,Pac-10
15,1989-02-21,17,North Carolina State* R,19,2,ACC
15,1989-02-21,18,Nevada-Las Vegas* RT,18,NC,Big West
15,1989-02-21,19,Saint Mary's (CA)* R,,,WCC
15,1989-02-21,20,Ball State* RT,,,MAC
Wk,Date,Rk,School,Prev,Chng,Conf
14,1989-02-14,1,Oklahoma* R,5,4,Big 8
14,1989-02-14,2,Arizona* RT,1,1,Pac-10
14,1989-02-14,3,Missouri* T,3,NC,Big 8
14,1989-02-14,4,Georgetown* RT,2,2,Big East
14,1989-02-14,5,Illinois* F,7,2,Big Ten
14,1989-02-14,6,Syracuse*,9,3,Big East
14,1989-02-14,7,Florida State* R,12,5,Metro
14,1989-02-14,8,North Carolina* T,6,2,ACC
14,1989-02-14,9,Indiana* R,13,4,Big Ten
14,1989-02-14,10,Louisville* T,4,6,Metro
14,1989-02-14,11,Duke* F,14,3,ACC
14,1989-02-14,12,Seton Hall* F,11,1,Big East
14,1989-02-14,13,Michigan* FN,10,3,Big Ten
14,1989-02-14,14,West Virginia* R,15,1,A-10
14,1989-02-14,15,Iowa*,8,7,Big Ten
14,1989-02-14,16,Ohio State,16,NC,Big Ten
14,1989-02-14,17,Stanford*,18,1,Pac-10
14,1989-02-14,18,Nevada-Las Vegas* RT,19,1,Big West
14,1989-02-14,19,North Carolina State* R,17,2,ACC
14,1989-02-14,20,Louisiana State*,,,SEC
Wk,Date,Rk,School,Prev,Chng,Conf
13,1989-02-07,1,Arizona* RT,4,3,Pac-10
13,1989-02-07,2,Georgetown* RT,6,4,Big East
13,1989-02-07,3,Missouri* T,5,2,Big 8
13,1989-02-07,4,Louisville* T,7,3,Metro
13,1989-02-07,5,Oklahoma* R,1,4,Big 8
13,1989-02-07,6,North Carolina* T,3,3,ACC
13,1989-02-07,7,Illinois* F,2,5,Big Ten
13,1989-02-07,8,Iowa*,9,1,Big Ten
13,1989-02-07,9,Syracuse*,14,5,Big East
13,1989-02-07,10,Michigan* FN,11,1,Big Ten
13,1989-02-07,11,Seton Hall* F,10,1,Big East
13,1989-02-07,12,Florida State* R,8,4,Metro
13,1989-02-07,13,Indiana* R,17,4,Big Ten
13,1989-02-07,14,Duke* F,12,2,ACC
13,1989-02-07,15,West Virginia* R,18,3,A-10
13,1989-02-07,16,Ohio State,15,1,Big Ten
13,1989-02-07,17,North Carolina State* R,13,4,ACC
13,1989-02-07,18,Stanford*,20,2,Pac-10
13,1989-02-07,19,Nevada-Las Vegas* RT,16,3,Big West
13,1989-02-07,20,Georgia Tech*,,,ACC
Wk,Date,Rk,School,Prev,Chng,Conf
12,1989-01-31,1,Oklahoma* R,4,3,Big 8
12,1989-01-31,2,Illinois* F,1,1,Big Ten
12,1989-01-31,3,North Carolina* T,7,4,ACC
12,1989-01-31,4,Arizona* RT,6,2,Pac-10
12,1989-01-31,5,Missouri* T,5,NC,Big 8
12,1989-01-31,6,Georgetown* RT,2,4,Big East
12,1989-01-31,7,Louisville* T,3,4,Metro
12,1989-01-31,8,Florida State* R,11,3,Metro
12,1989-01-31,9,Iowa*,12,3,Big Ten
12,1989-01-31,10,Seton Hall* F,9,1,Big East
12,1989-01-31,11,Michigan* FN,10,1,Big Ten
12,1989-01-31,12,Duke* F,8,4,ACC
12,1989-01-31,13,North Carolina State* R,15,2,ACC
12,1989-01-31,14,Syracuse*,14,NC,Big East
12,1989-01-31,15,Ohio State,17,2,Big Ten
12,1989-01-31,16,Nevada-Las Vegas* RT,13,3,Big West
12,1989-01-31,17,Indiana* R,16,1,Big Ten
12,1989-01-31,18,West Virginia* R,,,A-10
12,1989-01-31,19,Louisiana State*,,,SEC
12,1989-01-31,20,Stanford*,19,1,Pac-10
Wk,Date,Rk,School,Prev,Chng,Conf
11,1989-01-24,1,Illinois* F,2,1,Big Ten
11,1989-01-24,2,Georgetown* RT,3,1,Big East
11,1989-01-24,3,Louisville* T,4,1,Metro
11,1989-01-24,4,Oklahoma* R,5,1,Big 8
11,1989-01-24,5,Missouri* T,8,3,Big 8
11,1989-01-24,6,Arizona* RT,9,3,Pac-10
11,1989-01-24,7,North Carolina* T,13,6,ACC
11,1989-01-24,8,Duke* F,1,7,ACC
11,1989-01-24,9,Seton Hall* F,12,3,Big East
11,1989-01-24,10,Michigan* FN,6,4,Big Ten
11,1989-01-24,11,Florida State* R,14,3,Metro
11,1989-01-24,12,Iowa*,7,5,Big Ten
11,1989-01-24,13,Nevada-Las Vegas* RT,10,3,Big West
11,1989-01-24,14,Syracuse*,11,3,Big East
11,1989-01-24,15,North Carolina State* R,15,NC,ACC
11,1989-01-24,16,Indiana* R,19,3,Big Ten
