Wk,Date,Rk,School,Prev,Chng,Conf
18,Final,1,Duke* T,3,2,ACC
18,Final,2,Kansas* RF,1,1,Big 12
18,Final,3,Oklahoma* TF,4,1,Big 12
18,Final,4,Maryland* RFN,2,2,ACC
18,Final,5,Cincinnati* RT,5,NC,CUSA
18,Final,6,Gonzaga* RT,6,NC,WCC
18,Final,7,Arizona* T,15,8,Pac-10
18,Final,8,Alabama* R,8,NC,SEC
18,Final,9,Pittsburgh* R,7,2,Big East
18,Final,10,Connecticut* RT,19,9,Big East
18,Final,11,Oregon* R,9,2,Pac-10
18,Final,12,Marquette*,13,1,CUSA
18,Final,13,Illinois* R,10,3,Big Ten
18,Final,14,Ohio State* RT,21,7,Big Ten
18,Final,15,Florida* R,11,4,SEC
18,Final,16,Kentucky* R,12,4,SEC
18,Final,17,Mississippi State* T,,,SEC
18,Final,18,Southern California*,22,4,Pac-10
18,Final,19,Western Kentucky* RT,18,1,Sun Belt
18,Final,20,Oklahoma State*,14,6,Big 12
18,Final,21,Miami (FL)*,20,1,Big East
18,Final,22,Xavier* RT,24,2,A-10
18,Final,23,Georgia* R,17,6,SEC
18,Final,24,Stanford*,16,8,Pac-10
18,Final,25,Hawaii* RT,,,WAC
Wk,Date,Rk,School,Prev,Chng,Conf
17,2002-03-05,1,Kansas* RF,1,NC,Big 12
17,2002-03-05,2,Maryland* RFN,2,NC,ACC
17,2002-03-05,3,Duke* T,3,NC,ACC
17,2002-03-05,4,Oklahoma* TF,5,1,Big 12
17,2002-03-05,5,Cincinnati* RT,4,1,CUSA
17,2002-03-05,6,Gonzaga* RT,7,1,WCC
17,2002-03-05,7,Pittsburgh* R,10,3,Big East
17,2002-03-05,8,Alabama* R,6,2,SEC
17,2002-03-05,9,Oregon* R,13,4,Pac-10
17,2002-03-05,10,Illinois* R,15,5,Big Ten
17,2002-03-05,11,Florida* R,8,3,SEC
17,2002-03-05,12,Kentucky* R,11,1,SEC
17,2002-03-05,13,Marquette*,9,4,CUSA
17,2002-03-05,14,Oklahoma State*,12,2,Big 12
17,2002-03-05,15,Arizona* T,14,1,Pac-10
17,2002-03-05,16,Stanford*,17,1,Pac-10
17,2002-03-05,17,Georgia* R,16,1,SEC
17,2002-03-05,18,Western Kentucky* RT,20,2,Sun Belt
17,2002-03-05,19,Connecticut* RT,23,4,Big East
17,2002-03-05,20,Miami (FL)*,22,2,Big East
17,2002-03-05,21,Ohio State* RT,18,3,Big Ten
17,2002-03-05,22,Southern California*,19,3,Pac-10
17,2002-03-05,23,Indiana* RF,25,2,Big Ten
17,2002-03-05,24,Xavier* RT,,,A-10
17,2002-03-05,25,California*,21,4,Pac-10
Wk,Date,Rk,School,Prev,Chng,Conf
16,2002-02-26,1,Kansas* RF,1,NC,Big 12
16,2002-02-26,2,Maryland* RFN,2,NC,ACC
16,2002-02-26,3,Duke* T,3,NC,ACC
16,2002-02-26,4,Cincinnati* RT,4,NC,CUSA
16,2002-02-26,5,Oklahoma* TF,6,1,Big 12
16,2002-02-26,6,Alabama* R,5,1,SEC
16,2002-02-26,7,Gonzaga* RT,7,NC,WCC
16,2002-02-26,8,Florida* R,8,NC,SEC
16,2002-02-26,9,Marquette*,9,NC,CUSA
16,2002-02-26,10,Pittsburgh* R,11,1,Big East
16,2002-02-26,11,Kentucky* R,12,1,SEC
16,2002-02-26,12,Oklahoma State*,13,1,Big 12
16,2002-02-26,13,Oregon* R,15,2,Pac-10
16,2002-02-26,14,Arizona* T,14,NC,Pac-10
16,2002-02-26,15,Illinois* R,16,1,Big Ten
16,2002-02-26,16,Georgia* R,18,2,SEC
16,2002-02-26,17,Stanford*,10,7,Pac-10
16,2002-02-26,18,Ohio State* RT,19,1,Big Ten
16,2002-02-26,19,Southern California*,20,1,Pac-10
16,2002-02-26,20,Western Kentucky* RT,24,4,Sun Belt
16,2002-02-26,21,California*,,,Pac-10
16,2002-02-26,22,Miami (FL)*,17,5,Big East
16,2002-02-26,23,Connecticut* RT,,,Big East
16,2002-02-26,24,Wake Forest*,20,4,ACC
16,2002-02-26,25,Indiana* RF,23,2,Big Ten
Wk,Date,Rk,School,Prev,Chng,Conf
15,2002-02-19,1,Kansas* RF,2,1,Big 12
15,2002-02-19,2,Maryland* RFN,3,1,ACC
15,2002-02-19,3,Duke* T,1,2,ACC
15,2002-02-19,4,Cincinnati* RT,5,1,CUSA
15,2002-02-19,5,Alabama* R,7,2,SEC
15,2002-02-19,6,Oklahoma* TF,4,2,Big 12
15,2002-02-19,7,Gonzaga* RT,8,1,WCC
15,2002-02-19,8,Florida* R,6,2,SEC
15,2002-02-19,9,Marquette*,11,2,CUSA
15,2002-02-19,10,Stanford*,12,2,Pac-10
15,2002-02-19,11,Pittsburgh* R,14,3,Big East
15,2002-02-19,12,Kentucky* R,10,2,SEC
15,2002-02-19,13,Oklahoma State*,16,3,Big 12
15,2002-02-19,14,Arizona* T,9,5,Pac-10
15,2002-02-19,15,Oregon* R,17,2,Pac-10
15,2002-02-19,16,Illinois* R,18,2,Big Ten
15,2002-02-19,17,Miami (FL)*,13,4,Big East
15,2002-02-19,18,Georgia* R,21,3,SEC
15,2002-02-19,19,Ohio State* RT,23,4,Big Ten
15,2002-02-19,20,Wake Forest*,19,1,ACC
15,2002-02-19,20,Southern California*,25,5,Pac-10
15,2002-02-19,22,Virginia,15,7,ACC
15,2002-02-19,23,Indiana* RF,22,1,Big Ten
15,2002-02-19,24,Western Kentucky* RT,,,Sun Belt
15,2002-02-19,25,UCLA*,20,5,Pac-10
Wk,Date,Rk,School,Prev,Chng,Conf
14,2002-02-12,1,Duke* T,1,NC,ACC
14,2002-02-12,2,Kansas* RF,2,NC,Big 12
14,2002-02-12,3,Maryland* RFN,3,NC,ACC
14,2002-02-12,4,Oklahoma* TF,4,NC,Big 12
14,2002-02-12,5,Cincinnati* RT,6,1,CUSA
14,2002-02-12,6,Florida* R,8,2,SEC
14,2002-02-12,7,Alabama* R,5,2,SEC
14,2002-02-12,8,Gonzaga* RT,9,1,WCC
14,2002-02-12,9,Arizona* T,11,2,Pac-10
14,2002-02-12,10,Kentucky* R,7,3,SEC
14,2002-02-12,11,Marquette*,18,7,CUSA
14,2002-02-12,12,Stanford*,20,8,Pac-10
14,2002-02-12,13,Miami (FL)*,12,1,Big East
14,2002-02-12,14,Pittsburgh* R,,,Big East
14,2002-02-12,15,Virginia,10,5,ACC
14,2002-02-12,16,Oklahoma State*,14,2,Big 12
14,2002-02-12,17,Oregon* R,13,4,Pac-10
14,2002-02-12,18,Illinois* R,21,3,Big Ten
14,2002-02-12,19,Wake Forest*,19,NC,ACC
14,2002-02-12,20,UCLA*,15,5,Pac-10
14,2002-02-12,21,Georgia* R,17,4,SEC
14,2002-02-12,22,Indiana* RF,,,Big Ten
14,2002-02-12,23,Ohio State* RT,16,7,Big Ten
14,2002-02-12,24,North Carolina State*,,,ACC
14,2002-02-12,25,Southern California*,25,NC,Pac-10
Wk,Date,Rk,School,Prev,Chng,Conf
13,2002-02-05,1,Duke* T,1,NC,ACC
13,2002-02-05,2,Kansas* RF,2,NC,Big 12
13,2002-02-05,3,Maryland* RFN,3,NC,ACC
13,2002-02-05,4,Oklahoma* TF,6,2,Big 12
13,2002-02-05,5,Alabama* R,7,2,SEC
13,2002-02-05,6,Cincinnati* RT,4,2,CUSA
13,2002-02-05,7,Kentucky* R,10,3,SEC
13,2002-02-05,8,Florida* R,5,3,SEC
13,2002-02-05,9,Gonzaga* RT,11,2,WCC
13,2002-02-05,10,Virginia,8,2,ACC
13,2002-02-05,11,Arizona* T,19,8,Pac-10
13,2002-02-05,12,Miami (FL)*,15,3,Big East
13,2002-02-05,13,Oregon* R,,,Pac-10
13,2002-02-05,14,Oklahoma State*,9,5,Big 12
13,2002-02-05,15,UCLA*,13,2,Pac-10
13,2002-02-05,16,Ohio State* RT,25,9,Big Ten
13,2002-02-05,17,Georgia* R,16,1,SEC
13,2002-02-05,18,Marquette*,,,CUSA
13,2002-02-05,19,Wake Forest*,24,5,ACC
13,2002-02-05,20,Stanford*,18,2,Pac-10
13,2002-02-05,21,Illinois* R,12,9,Big Ten
13,2002-02-05,22,Missouri*,22,NC,Big 12
13,2002-02-05,23,Syracuse,14,9,Big East
13,2002-02-05,24,Texas Tech*,20,4,Big 12
13,2002-02-05,25,Southern California*,23,2,Pac-10
Wk,Date,Rk,School,Prev,Chng,Conf
12,2002-01-29,1,Duke* T,1,NC,ACC
12,2002-01-29,2,Kansas* RF,2,NC,Big 12
12,2002-01-29,3,Maryland* RFN,3,NC,ACC
12,2002-01-29,4,Cincinnati* RT,4,NC,CUSA
12,2002-01-29,5,Florida* R,5,NC,SEC
12,2002-01-29,6,Oklahoma* TF,6,NC,Big 12
12,2002-01-29,7,Alabama* R,14,7,SEC
12,2002-01-29,8,Virginia,7,1,ACC
12,2002-01-29,9,Oklahoma State*,11,2,Big 12
12,2002-01-29,10,Kentucky* R,8,2,SEC
12,2002-01-29,11,Gonzaga* RT,16,5,WCC
12,2002-01-29,12,Illinois* R,9,3,Big Ten
12,2002-01-29,13,UCLA*,13,NC,Pac-10
12,2002-01-29,14,Syracuse,12,2,Big East
12,2002-01-29,15,Miami (FL)*,22,7,Big East
12,2002-01-29,16,Georgia* R,15,1,SEC
12,2002-01-29,17,Connecticut* RT,25,8,Big East
12,2002-01-29,18,Stanford*,17,1,Pac-10
12,2002-01-29,19,Arizona* T,10,9,Pac-10
12,2002-01-29,20,Texas Tech*,,,Big 12
